Gen_Index,Name,Zone,Category,Capacity,Fuel_Cost,Can_Spin
498,Bay Shore CT,ATSI,CT,18.0,47.86405192292501,1
500,Richland 6,AEP,CT,135.0,47.903907160463,1
501,Richland 2,AEP,CT,15.0,47.903907160463,1
502,Richland 5,AEP,CT,135.0,47.903907160463,1
503,Richland 4,AEP,CT,135.0,47.903907160463,1
504,Richland 3,AEP,CT,18.0,47.903907160463,1
505,Richland 1,AEP,CT,15.0,47.903907160463,1
506,Stryker 1,ATSI,CT,19.0,180.77663684710603,1
507,Brunot Island 1A,DLCO,CT,20.0,54.880282888952,1
508,Brunot Island 1B,DLCO,CT,20.0,47.903907160463,1
509,Brunot Island 1C,DLCO,CT,20.0,47.903907160463,1
510,Brunot Island 2B,DLCO,CC,58.0,54.880282888952,1
511,Brunot Island 4,DLCO,CC,147.0,54.880282888952,1
512,Brunot Island 2A,DLCO,CC,58.0,54.880282888952,1
513,Brunot Island 3,DLCO,CC,58.0,54.880282888952,1
514,Elrama 4,DLCO,ST,175.0,21.70291473,1
515,Elrama 1,DLCO,ST,96.1,21.70291473,1
516,Elrama 3,DLCO,ST,110.1,21.70291473,1
517,Elrama 2,DLCO,ST,98.1,21.70291473,1
518,Hamilton 1,METED,CT,26.0,47.903907160463,1
519,Hunterstown 3,METED,CT,27.0,725.46972742522,1
520,Hunterstown 2,METED,CT,27.0,725.46972742522,1
521,Hunterstown 1,METED,CT,27.0,725.46972742522,1
522,Mountain 2,METED,CT,27.0,74.407374939159,1
523,Mountain 1,METED,CT,27.0,74.407374939159,1
524,Orrtanna 1,METED,CT,26.0,102.194211067955,1
525,Portland 4,JCPL,CT,26.0,134.712036875,1
526,Portland 1,JCPL,ST,158.0,59.548125,1
527,Portland 2,JCPL,ST,243.0,59.548125,1
528,Portland 3,JCPL,CT,19.0,134.712036875,1
529,Portland 5,JCPL,CT,156.0,134.712036875,1
530,Shawnee 1,JCPL,CT,26.0,47.903907160463,1
531,Titus 5,METED,CT,20.0,47.903907160463,1
535,Titus 4,METED,CT,19.0,47.903907160463,1
536,Tolna 2,BG&E,CT,27.0,349.7702875,1
537,Tolna 1,BG&E,CT,27.0,349.7702875,1
538,York Haven Hydro,METED,HD,19.0,0.0,1
539,Conemaugh Diesel B,PENELEC,DS,3.0,125.98704545700001,1
540,Conemaugh Diesel D,PENELEC,DS,3.0,125.98704545700001,1
541,Conemaugh Diesel A,PENELEC,DS,3.0,125.98704545700001,1
542,Conemaugh 2,PENELEC,ST,850.0,20.351753496900002,1
543,Conemaugh Diesel C,PENELEC,DS,3.0,125.98704545700001,1
