timepoint,segments,MW,Price
1,1,1587,3499.999258967906
1,2,1587,3493.6465139603697
1,3,1587,3305.4860019931607
1,4,1587,2474.896121749952
1,5,1587,1255.311642261465
1,6,1587,416.9385960494175
1,7,1587,93.02165334950277
1,8,1587,14.476554005989229
1,9,1587,1.6272015162864395
1,10,1587,0.1359896932400189
2,1,1593,3499.999413560287
2,2,1593,3494.122468442777
2,3,1593,3313.4428397967035
2,4,1593,2497.420919493422
2,5,1593,1277.6920711215014
2,6,1593,427.45151676052944
2,7,1593,95.72565636875815
2,8,1593,14.88284450194617
2,9,1593,1.66198697892603
2,10,1593,0.13714844540156457
3,1,1509,3499.9943022642587
3,2,1509,3484.32629911004
3,3,1509,3198.042344057131
3,4,1509,2246.660892401035
3,5,1509,1073.311718296067
3,6,1509,344.6932822459919
3,7,1509,76.66966222732694
3,8,1509,12.242413014956272
3,9,1509,1.4486513197447561
3,10,1509,0.1303995248914389
4,1,1491,3499.992463574189
4,2,1491,3481.8737476004403
4,3,1491,3174.278990992318
4,4,1491,2201.128654818715
4,5,1491,1038.9684900621417
4,6,1491,331.32910767928297
4,7,1491,73.61245444495094
4,8,1491,11.806582865604623
4,9,1491,1.4104188026966875
4,10,1491,0.12875368599396764
5,1,1549,3499.998243798241
5,2,1549,3490.253951944997
5,3,1549,3260.334252819731
5,4,1549,2373.8032625123165
5,5,1549,1173.3956644239645
5,6,1549,384.5038449702263
5,7,1549,85.7628433073378
5,8,1549,13.493985887629924
5,9,1549,1.5470446595934946
5,10,1549,0.1327583866256342
6,1,1577,3499.9988047152824
6,2,1577,3492.1770301559354
6,3,1577,3287.026298394712
6,4,1577,2436.018477098336
6,5,1577,1225.9038451466981
6,6,1577,406.1418478696561
6,7,1577,90.78502223548142
6,8,1577,14.192494316001056
6,9,1577,1.6040239681216728
6,10,1577,0.13473440433318895
7,1,1577,3499.9990041089004
7,2,1577,3492.8130047785717
7,3,1577,3293.303760517468
7,4,1577,2445.4567412894435
7,5,1577,1229.891563642067
7,6,1577,406.28372218134655
7,7,1577,90.50022016452316
7,8,1577,14.11340045248004
7,9,1577,1.5949195768534123
7,10,1577,0.13440231526184784
8,1,1770,3499.9999769827823
8,2,1770,3498.876056786804
8,3,1770,3420.941594362356
8,4,1770,2837.1037469201506
