Gen_Index,commitinit,upinit,downinit
New Covert 3,1,45,0
Ford Mill Block 1,1,48,0
Ford Mill Block 2,0,0,24
Ironwood CT 2,0,0,48
Ironwood CT 1,1,22,0
Ironwood CC 3,0,0,48
South Bend 1 (Armstrong),0,0,220
South Bend 2 (Armstrong),0,0,220
South Bend 3 (Armstrong),0,0,220
South Bend 4 (Armstrong),0,0,220
Troy 1,0,0,24
Troy 2,0,0,220
Troy 3,0,0,220
Troy 4,0,0,220
Oak Grove 1 (Pleasants),0,0,220
Oak Grove 2 (Pleasants),0,0,220
Dresden 1A,0,0,96
Dresden 1S,0,0,48
Dresden 1B,1,64,0
Cottonwood CT 3,0,0,24
Cottonwood CT 2,1,120,0
Cottonwood ST 3,0,0,24
Cottonwood CT 1,1,120,0
Cottonwood ST 1,1,120,0
Cottonwood ST 2,1,120,0
Cottonwood ST 4,0,0,24
Cottonwood CT 4,0,0,24
Gans 8 (AE8),0,0,220
Gans 9 (AE9),0,0,24
ComChes 6,0,0,24
ComChes 5,0,0,24
ComChes 4,1,54,0
ComChes 2,0,0,220
ComChes 3,0,0,220
ComChes 1,0,0,24
ComChes 7,1,54,0
Rockgen Peaker GT 2,0,0,220
Rockgen Peaker GT 3,0,0,220
Rockgen Peaker GT 1,0,0,220
Zion GT 3,0,0,220
Zion GT 2,0,0,220
Zion GT 1,0,0,220
Washington 13,1,64,0
Rolling Hills 1 (Flatlick),0,0,220
Rolling Hills 2 (Flatlick),0,0,220
Rolling Hills 5 (Flatlick),0,0,220
Rolling Hills 4 (Flatlick),0,0,220
Rolling Hills 3 (Flatlick),0,0,220
Bayou Cove CT 2,0,0,220
Bayou Cove CT 4,0,0,220
Bayou Cove CT 3,0,0,48
Elgin 3,0,0,220
Elgin 2,0,0,220
Elgin 1,0,0,24
Elgin 4,0,0,220
Fluvanna GT 32,1,55,0
Fluvanna GT 22,1,64,0
Fluvanna GS 12,1,113,0
Fluvanna GT 12,1,64,0
Lawrenceburg 2S,1,36,0
Lawrenceburg 1B,1,120,0
Lawrenceburg 2B,1,120,0
Lawrenceburg 2A,1,120,0
Lawrenceburg 1S,1,33,0
Lawrenceburg 1A,1,120,0
Waterford CT 1,1,64,0
Waterford ST 1,1,64,0
Waterford CT 3,1,64,0
Waterford CT 2,1,64,0
Ronco (Fayette),1,120,0
York CT 2 (Delta),0,0,24
York CT 1 (Delta),1,48,0
York CT 3 (Delta),0,0,24
York ST 4 (Delta),0,0,24
UPark 6 (North),0,0,220
UPark 4 (North),0,0,220
UPark 10 (North),0,0,220
UPark 11 (North),0,0,220
UPark 7 (North),0,0,220
UPark 2 (North),0,0,220
UPark 9 (North),0,0,220
UPark 1 (North),0,0,220
UPark 8 (North),0,0,220
UPark 3 (North),0,0,220
UPark 12 (North),0,0,220
UPark 5 (North),0,0,220
Chambersburg 13 (Guilford AE13),0,0,24
Chambersburg 12 (Guilford AE12),0,0,24
B Chambersburg 13 (CCLP),0,0,220
B Chambersburg 47 (CCLP),0,0,220
Mt Bethel CC 3,0,0,220
Mt Bethel CT 2,0,0,220
Mt Bethel CT 1,0,0,220
Bethlehem CT5,0,0,24
Bethlehem CT7,0,0,24
Bethlehem ST4,0,0,24
Bethlehem CT3,0,0,24
Bethlehem CT6,0,0,24
Bethlehem CT2,0,0,24
Bethlehem ST8,0,0,24
Bethlehem CT1,0,0,24
Fremont ST 3,1,10,0
Fremont CT 2,1,2,0
Fremont CT 1,1,13,0
Choctaw 3 CT,0,0,72
Choctaw 4 ST,0,0,72
Choctaw 2 CT,1,9,0
Choctaw 1 CT,0,0,220
Springdale 5 (AE5),1,45,0
Springdale 3 (AE3),1,47,0
Springdale 4 (AE4),1,45,0
Hanging Rock 1,0,0,24
Hanging Rock 2,1,63,0
Buchanan 1 (BuchanCO),0,0,48
Buchanan 2 (BuchanCO),0,0,24
Grand Central 2,0,0,24
Grand Central 3,0,0,220
Grand Central 1,0,0,24
MH 750 STM 1 (Phillips),0,0,24
MH 750 CT 1 (Phillips),0,0,24
MH 750 CT 3 (Phillips),0,0,24
MH 750 CT 2 (Phillips),0,0,220
Prairie State 1,1,120,0
Prairie State 2,1,120,0
Oaks LF 2,1,12,0
Oaks LF 1,1,6,0
Rockford 2/21,0,0,220
Lakewood CT1,0,0,220
Lakewood CT2,0,0,220
Warren County RR NUG,0,0,48
Warren County LF 1,1,58,0
Hunterstown CC 201,1,46,0
Hunterstown CC 401,1,17,0
Hunterstown CC 101,0,0,96
Hunterstown CC 301,1,46,0
Hamlet CT 6,0,0,220
Hamlet CT 4,0,0,24
Hamlet CT 2,0,0,220
Hamlet CT 5,0,0,24
Hamlet CT 1,0,0,24
Hamlet CT 3,0,0,220
Tosco (Linden CoGen),1,17,0
Summersville 2,1,3,0
Summersville 1,1,120,0
Hunlock 4,0,0,220
Columbus Renick Run 1,0,0,220
Columbus Renick Run 2,0,0,220
Columbus ST 8,0,0,220
Columbus ST 1,0,0,220
Columbus Dodge Park,0,0,220
Southern LF 5,0,0,24
Southern LF,0,0,24
Central LF,0,0,24
Greater Lebanon LF,1,48,0
Bethel Energy,1,22,0
Longview 1,0,0,220
Newland Park LF,0,0,24
Brunswick LF,1,33,0
Charles City Landfill,0,0,24
Chesterfield Landfill,1,63,0
King and Queen LF,1,11,0
Upton,1,63,0
Pine Grove LF,0,0,24
Rockville Diesel,0,0,220
Virginia Beach Landfill,0,0,220
Winnebago 3,0,0,24
Winnebago 4,1,63,0
Winnebago 2,1,63,0
Winnebago 1,0,0,24
Bear Garden,1,64,0
Virginia City 1,1,24,0
Haverhill 1,1,120,0
Ottawa County LF 1,0,0,220
Ottawa County LF 2,1,6,0
Ottawa County LF 3,0,0,220
Carbon Limestone LF 16,0,0,24
Carbon Limestone LF 7,0,0,220
Carbon Limestone LF 5,0,0,220
Carbon Limestone LF 1,0,0,220
Carbon Limestone LF 15,0,0,24
Carbon Limestone LF 9,0,0,24
Carbon Limestone LF 6,0,0,220
Carbon Limestone LF 10,0,0,220
Carbon Limestone LF 4,0,0,24
Carbon Limestone LF 3,0,0,220
Carbon Limestone LF 8,0,0,24
Carbon Limestone LF 12,0,0,220
Carbon Limestone LF 13,0,0,220
Carbon Limestone LF 14,0,0,24
Carbon Limestone LF 2,0,0,220
Carbon Limestone LF 11,0,0,24
Lorain County LF 9,0,0,220
Lorain County LF 7,1,10,0
Lorain County LF 6,1,20,0
Lorain County LF 8,0,0,24
Lorain County LF 10,1,26,0
Lorain County LF 4,1,24,0
Lorain County LF 2,0,0,24
Lorain County LF 1,1,22,0
Lorain County LF 5,1,37,0
Lorain County LF 3,1,17,0
Cumberland County LF,0,0,220
Shippensburg LF (Community Refuse),1,48,0
Northern Tier LF,1,63,0
Stafford LF,0,0,220
Broad Mountain 2 LF (Hegins),1,53,0
Pioneer Crossing LF,1,48,0
Arden LF,1,62,0
William Penn LF (Middle Peninsula),1,62,0
King George LF,1,36,0
Cleveland County CT 1,0,0,220
Glendon LF,0,0,220
Erie County LF 1,0,0,220
Henrico County LF,0,0,220
Geneva LF 2,1,36,0
Geneva LF 5,1,31,0
Geneva LF 4,0,0,220
Geneva LF 3,1,63,0
Geneva LF 1,1,63,0
Mahoning LF 3,0,0,24
Mahoning LF 4,0,0,24
Mahoning LF 2,0,0,24
Mahoning LF 1,0,0,24
Mahoning LF 5,0,0,220
Bellefontaine LF,1,23,0
Reichs Ford LF,1,48,0
Middletown Coke (Yankee 1 emkts),1,120,0
Salem County LF,0,0,220
Pleasantville 2,0,0,220
Pleasantville 3,0,0,220
Pleasantville 1,0,0,24
Sussex County LF,0,0,24
Burlington Cty LF 4,0,0,220
Burlington Cty LF 5,0,0,220
Burlington Cty LF 2,0,0,220
Burlington Cty LF 1,0,0,220
Burlington Cty LF 3,0,0,220
Northeast LF 4,1,12,0
Northeast LF 3,1,10,0
Northeast LF 1,1,12,0
Northeast LF 2,1,10,0
Evergreen 1,1,120,0
Edgeboro LF,0,0,24
Millersville LF 2,1,63,0
Millersville LF 1,1,57,0
Christiana 11,0,0,220
Christiana 14,0,0,220
Woodbine LF 2 (Cape May),0,0,220
Woodbine LF 1 (Cape May),0,0,220
Woodbine LF 3 (Cape May),0,0,220
Delaware City 03,0,0,48
Delaware City 06,0,0,48
Delaware City 10,0,0,48
Delaware City 07,0,0,220
Edge Moor 03,1,56,0
Edge Moor 10,0,0,220
Edge Moor 05,1,18,0
Edge Moor 04,0,0,24
Cleveland County CT 4,0,0,220
Indian River 10,0,0,220
Indian River 04,1,120,0
Berrien Springs LF 3,0,0,24
Berrien Springs LF 1,0,0,220
Berrien Springs LF 2,0,0,24
West 1,0,0,220
Orchard Hills LF 1,1,63,0
Orchard Hills LF 2,1,63,0
Dover McKee Run 3,1,55,0
Dover McKee Run 1,0,0,24
Dover McKee Run 2,0,0,24
Cook 1,1,120,0
Cook 2,1,120,0
Pleasants 1,1,120,0
Pleasants 2,1,120,0
Racine 1,1,120,0
Racine 2,1,120,0
Calvert Cliffs 1,1,120,0
Calvert Cliffs 2,1,120,0
Duck Creek 1,1,33,0
Newton 2,1,40,0
Newton 1,1,40,0
East Bend 2,1,120,0
Zimmer 1,0,0,220
Brandon Shores 2,1,120,0
Brandon Shores 1,1,120,0
Perry 1,1,120,0
Braidwood 2,1,120,0
Braidwood 1,1,120,0
Byron 2,1,120,0
Byron 1,1,120,0
Lasalle 2,1,120,0
Lasalle 1,1,120,0
Killen GT 1,0,0,220
Killen 2,1,120,0
Catawba 1,1,120,0
Beaver Valley 1,0,0,72
Beaver Valley 2,1,120,0
Spurlock 3,1,120,0
Spurlock 1,1,120,0
Spurlock 2,1,120,0
Spurlock 4,1,55,0
Big Cajun II 2,1,120,0
Big Cajun II 1,1,120,0
Big Cajun II 3,1,120,0
Trimble 2,1,120,0
Trimble 1,1,120,0
Mansfield 3,1,120,0
Mansfield 2,1,120,0
Mansfield 1,1,65,0
Susquehanna 2,1,120,0
Susquehanna 1,1,120,0
Limerick 2,1,120,0
Limerick 1,1,120,0
Gibson 5,1,60,0
Hope Creek 1,1,120,0
Davis Besse 1,1,120,0
Rockport 2,1,120,0
Rockport 1,1,120,0
Bath County 3,0,0,3
Bath County 6,0,0,3
Bath County 5,0,0,220
Bath County 2,0,0,2
Bath County 1,0,0,4
Bath County 4,0,0,27
North Anna 1,1,120,0
North Anna 2,1,120,0
Laurel,1,120,0
Mountaineer 1,1,120,0
Ocracoke 1,0,0,220
Center Hill 1,1,120,0
Center Hill 3,1,120,0
Center Hill 2,1,120,0
Cheatham 3,1,120,0
Cheatham 2,1,120,0
Cheatham 1,1,120,0
Yards Creek 3,0,0,220
Yards Creek 1,0,0,96
Yards Creek 2,0,0,96
London 1,1,120,0
London 2,1,120,0
London 3,1,120,0
Marmet 3,1,120,0
Marmet 1,1,120,0
Marmet 2,1,120,0
Winfield 3,1,120,0
Winfield 2,0,0,220
Winfield 1,1,120,0
Lake Lynn 3,1,64,0
Lake Lynn 2,0,0,5
Lake Lynn 1,0,0,5
Lake Lynn 4,0,0,29
Vineland Jet 1,0,0,220
Gravel Neck 3,0,0,220
Gravel Neck 4,0,0,48
Gravel Neck 5,0,0,48
Gravel Neck 2,0,0,220
Gravel Neck 1,0,0,220
Gravel Neck 6,0,0,48
Raystown,1,120,0
Forked River C1,0,0,24
Forked River C2,0,0,220
Hay Road CT6,0,0,220
Hay Road ST8,0,0,220
Hay Road CT3,0,0,24
Hay Road CT1,0,0,220
Hay Road CT2,0,0,24
Hay Road CT7,0,0,220
Hay Road CT5,0,0,24
Hay Road ST4,0,0,24
Woodsdale GT 3,0,0,24
Woodsdale GT 4,0,0,24
Woodsdale GT 6,0,0,24
Woodsdale GT 2,0,0,24
Woodsdale GT 1,0,0,24
Woodsdale GT 5,0,0,24
Darbytown 4,0,0,48
Darbytown 2,0,0,48
Darbytown 1,0,0,48
Darbytown 3,0,0,48
Clover 2,1,120,0
Clover 1,1,120,0
Lincoln 2,0,0,24
Lincoln 1,0,0,220
Lincoln 8,0,0,24
Lincoln 7,0,0,24
Lincoln 3,0,0,24
Lincoln 4,0,0,220
Lincoln 5,0,0,220
Lincoln 6,0,0,220
Sherman Avenue CT 1,0,0,220
Dover Parkland 11,0,0,220
Richmond CT 2,0,0,220
Richmond CT 1,0,0,220
Anderson CT 2,0,0,220
Anderson CT 3,0,0,220
Anderson CT 1,0,0,220
Bellville 1,1,120,0
Bellville 2,1,120,0
Pennsbury 1,0,0,220
Pennsbury 2,0,0,220
Fairless Hills B,1,120,0
Fairless Hills A,0,0,24
Tilton CT 2,0,0,220
Tilton CT 1,0,0,220
Tilton CT 4,1,20,0
Tilton CT 3,0,0,220
Montpelier 3,0,0,220
Montpelier 1,0,0,220
Montpelier 4,0,0,220
Montpelier 2,0,0,220
Rowan CT 2,0,0,220
Rowan CT 1,0,0,24
Rowan 4 CC,1,120,0
Rock Springs CT1,0,0,220
Rock Springs CT4,0,0,220
Rock Springs CT3,0,0,220
Rock Springs CT2,0,0,220
Marsh Run CT 2,0,0,48
Marsh Run CT 3,0,0,220
Marsh Run CT 1,0,0,48
Louisa CT 5,0,0,24
Louisa CT 2,0,0,48
Louisa CT 3,0,0,48
Louisa CT 4,0,0,220
Louisa CT 1,0,0,48
Remington 3,0,0,220
Remington 2,0,0,24
Remington 1,0,0,48
Remington 4,0,0,48
Ladysmith GT 2,0,0,24
Ladysmith GT 1,0,0,24
Ladysmith GT 3,0,0,220
Ladysmith GT 4,0,0,24
Ladysmith GT 5,0,0,24
Mone 1,0,0,24
Mone 3,0,0,24
Mone 2,0,0,24
Amelia Landfill,1,63,0
Clayton 2,0,0,220
Clayton 1 (Beasley),0,0,220
Mickleton CT 1,0,0,220
Three Mile Island 1,1,66,0
Croydon 11,0,0,220
Croydon 21,0,0,48
Croydon 32,0,0,220
Croydon 12,0,0,24
Croydon 22,0,0,220
Croydon 31,0,0,220
Croydon 41,0,0,220
Croydon 42,0,0,220
Gavin 1,1,120,0
Gavin 2,1,72,0
Seneca 1,0,0,96
Seneca 3,0,0,12
Seneca 2,0,0,27
Cheswick 1,1,120,0
Glen Gardner A3,0,0,220
Glen Gardner B8,0,0,220
Glen Gardner B6,0,0,220
Glen Gardner A4,0,0,220
Glen Gardner B7,0,0,220
Glen Gardner B5,0,0,220
Glen Gardner A2,0,0,220
Glen Gardner A1,0,0,220
E.D. Edwards 3,1,120,0
E.D. Edwards 1,1,3,0
E.D. Edwards 2,1,120,0
Coffeen 1,1,120,0
Coffeen 2,1,30,0
Dresden 3,1,120,0
Dresden 2,1,2,0
Joliet 6,1,120,0
Kincaid 1,1,120,0
Kincaid 2,1,120,0
Powerton 6,1,120,0
Powerton 5,1,120,0
Quad Cities 1,1,120,0
Quad Cities 2,1,120,0
Waukegan 7,1,120,0
Waukegan 32,0,0,220
Waukegan 31,0,0,220
Waukegan 8,1,120,0
Will County 4,1,120,0
Will County 3,1,120,0
Fisk 34,0,0,220
Fisk 33,0,0,220
Fisk 32,0,0,220
Fisk 31,0,0,220
Joppa 6,1,120,0
Joppa 5,1,120,0
Joppa 3,1,47,0
Joppa 2,1,120,0
Joppa 4,1,120,0
Joppa 1,1,120,0
Hennepin 2,1,86,0
Hennepin 1,1,120,0
Clifty Creek 6,1,120,0
Clifty Creek 4,1,120,0
Clifty Creek 3,0,0,220
Clifty Creek 5,1,120,0
Clifty Creek 1,1,120,0
Clifty Creek 2,1,120,0
Elkhart 3,1,120,0
Elkhart 2,0,0,220
Elkhart 1,1,120,0
Tanners Ck 2,1,120,0
Tanners Ck 1,1,72,0
Tanners Ck 3,0,0,72
Tanners Ck 4,1,120,0
Twinbrnch 5,0,0,220
Twinbrnch 2,1,24,0
Twinbrnch 4,1,120,0
Twinbrnch 1,1,11,0
Twinbrnch 8,0,0,80
Twinbrnch 6,1,120,0
Twinbrnch 7,1,120,0
Twinbrnch 3,1,120,0
DR1,0,0,72
DR2,1,4,0
DR3,0,5,0
DR4,0,0,1
DR5,0,0,16
