Gen_Index,zone,capacity,Ramp_Rate,Ramp_Start,Ramp_Shutdown
University Park 6 CT (South),EAST,0.0,10.64,50.54,5.32
Crete CT 4,EAST,0.0,15.040000000000001,71.44,7.5200000000000005
Crete CT 2,EAST,0.0,15.040000000000001,71.44,7.5200000000000005
Crete CT 1,EAST,0.0,46.260000000000005,219.735,23.130000000000003
Crete CT 3,EAST,0.0,15.040000000000001,71.44,7.5200000000000005
Ceredo 6,EAST,91.0,18.2,86.45,9.1
Ceredo 4,EAST,91.0,18.2,86.45,9.1
Ceredo 3,EAST,91.0,18.2,86.45,9.1
Ceredo 2,EAST,91.0,18.2,86.45,9.1
Ceredo 1,EAST,90.0,18.0,85.5,9.0
Ceredo 5,EAST,91.0,18.2,86.45,9.1
Aurora  6,EAST,0.0,9.0,42.75,4.5
Aurora  8,EAST,0.0,9.0,42.75,4.5
Aurora  3,EAST,0.0,30.400000000000002,144.4,15.200000000000001
Aurora  7,EAST,0.0,9.0,42.75,4.5
Aurora  9,EAST,0.0,9.0,42.75,4.5
Aurora  4,EAST,0.0,30.400000000000002,144.4,15.200000000000001
Aurora  5,EAST,0.0,9.0,42.75,4.5
Aurora  2,EAST,0.0,30.400000000000002,144.4,15.200000000000001
Aurora 10,EAST,0.0,9.0,42.75,4.5
Aurora  1,EAST,0.0,30.400000000000002,144.4,15.200000000000001
Southeast Chicago CT 12,EAST,0.0,8.8,41.8,4.4
Southeast Chicago CT 10,EAST,0.0,8.8,41.8,4.4
Southeast Chicago CT 5,EAST,0.0,23.22,110.29499999999999,11.61
Southeast Chicago CT 8,EAST,0.0,8.8,41.8,4.4
Southeast Chicago CT 11,EAST,0.0,8.8,41.8,4.4
Southeast Chicago CT 9,EAST,0.0,25.82,122.64499999999998,12.91
Southeast Chicago CT 7,EAST,0.0,8.8,41.8,4.4
Southeast Chicago CT 6,EAST,0.0,8.8,41.8,4.4
Wolf Hills 4,EAST,56.0,11.200000000000001,53.199999999999996,5.6000000000000005
Wolf Hills 5,EAST,56.0,11.200000000000001,53.199999999999996,5.6000000000000005
Wolf Hills 3,EAST,56.0,11.200000000000001,53.199999999999996,5.6000000000000005
Wolf Hills 1,EAST,56.0,11.200000000000001,53.199999999999996,5.6000000000000005
Wolf Hills 2,EAST,56.0,11.200000000000001,53.199999999999996,5.6000000000000005
Morgan ST 1,EAST,0.0,54.2,257.45,27.1
Morgan CT 1,EAST,0.0,35.6,169.1,17.8
Morgan CT 2,EAST,0.0,35.6,169.1,17.8
Morgan CT 3,EAST,0.0,35.6,169.1,17.8
River Energy CT 1 (Calumet),EAST,0.0,40.0,190.0,20.0
River Energy CT 2 (Calumet),EAST,0.0,40.0,190.0,20.0
New Covert 2,EAST,390.0,78.0,370.5,39.0
New Covert 1,EAST,390.0,78.0,370.5,39.0
New Covert 3,EAST,390.0,78.0,370.5,39.0
Ford Mill Block 1,EAST,624.0,124.80000000000001,592.8,62.400000000000006
Ford Mill Block 2,EAST,630.0,126.0,598.5,63.0
Ironwood CT 2,EAST,0.0,45.0,213.75,22.5
Ironwood CT 1,EAST,0.0,45.0,213.75,22.5
Ironwood CC 3,EAST,0.0,44.6,211.85,22.3
South Bend 1 (Armstrong),EAST,0.0,31.880000000000003,151.43,15.940000000000001
South Bend 2 (Armstrong),EAST,0.0,31.74,150.765,15.87
South Bend 3 (Armstrong),EAST,0.0,32.22,153.045,16.11
South Bend 4 (Armstrong),EAST,0.0,31.92,151.61999999999998,15.96
Troy 1,EAST,0.0,32.0,152.0,16.0
Troy 2,EAST,0.0,32.0,152.0,16.0
Troy 3,EAST,0.0,32.0,152.0,16.0
Troy 4,EAST,0.0,32.0,152.0,16.0
Oak Grove 1 (Pleasants),EAST,0.0,32.04,152.18999999999997,16.02
Oak Grove 2 (Pleasants),EAST,0.0,32.22,153.045,16.11
Dresden 1A,EAST,162.1,32.42,153.99499999999998,16.21
Dresden 1S,EAST,253.0,50.6,240.35,25.3
Dresden 1B,EAST,162.1,32.42,153.99499999999998,16.21
Cottonwood CT 3,EAST,0.0,33.0,156.75,16.5
Cottonwood CT 2,EAST,0.0,30.0,142.5,15.0
Cottonwood ST 3,EAST,0.0,30.0,142.5,15.0
Cottonwood CT 1,EAST,0.0,30.0,142.5,15.0
Cottonwood ST 1,EAST,0.0,33.0,156.75,16.5
Cottonwood ST 2,EAST,0.0,33.0,156.75,16.5
Cottonwood ST 4,EAST,0.0,30.0,142.5,15.0
Cottonwood CT 4,EAST,0.0,33.0,156.75,16.5
Gans 8 (AE8),EAST,0.0,8.8,41.8,4.4
Gans 9 (AE9),EAST,0.0,8.8,41.8,4.4
ComChes 6,EAST,45.0,9.0,42.75,4.5
ComChes 5,EAST,45.0,9.0,42.75,4.5
ComChes 4,EAST,45.0,9.0,42.75,4.5
ComChes 2,EAST,45.0,9.0,42.75,4.5
ComChes 3,EAST,45.0,9.0,42.75,4.5
ComChes 1,EAST,45.0,9.0,42.75,4.5
ComChes 7,EAST,45.0,9.0,42.75,4.5
Rockgen Peaker GT 2,EAST,0.0,31.200000000000003,148.2,15.600000000000001
Rockgen Peaker GT 3,EAST,0.0,31.200000000000003,148.2,15.600000000000001
Rockgen Peaker GT 1,EAST,0.0,31.200000000000003,148.2,15.600000000000001
Zion GT 3,EAST,0.0,35.0,166.25,17.5
Zion GT 2,EAST,0.0,35.0,166.25,17.5
Zion GT 1,EAST,0.0,35.0,166.25,17.5
Washington 13,EAST,665.0,133.0,631.75,66.5
Rolling Hills 1 (Flatlick),EAST,195.0,39.0,185.25,19.5
Rolling Hills 2 (Flatlick),EAST,195.0,39.0,185.25,19.5
Rolling Hills 5 (Flatlick),EAST,195.0,39.0,185.25,19.5
Rolling Hills 4 (Flatlick),EAST,195.0,39.0,185.25,19.5
Rolling Hills 3 (Flatlick),EAST,195.0,39.0,185.25,19.5
Bayou Cove CT 2,EAST,0.0,16.0,76.0,8.0
Bayou Cove CT 4,EAST,0.0,16.0,76.0,8.0
Bayou Cove CT 3,EAST,0.0,16.0,76.0,8.0
Elgin 3,EAST,0.0,27.0,128.25,13.5
Elgin 2,EAST,0.0,27.0,128.25,13.5
Elgin 1,EAST,0.0,27.0,128.25,13.5
Elgin 4,EAST,0.0,27.0,128.25,13.5
Fluvanna GT 32,EAST,0.0,34.56,164.16,17.28
Fluvanna GT 22,EAST,0.0,33.4,158.65,16.7
Fluvanna GS 12,EAST,0.0,80.16000000000001,380.76,40.080000000000005
Fluvanna GT 12,EAST,0.0,33.260000000000005,157.985,16.630000000000003
Lawrenceburg 2S,EAST,0.0,51.400000000000006,244.14999999999998,25.700000000000003
Lawrenceburg 1B,EAST,0.0,33.22,157.795,16.61
Lawrenceburg 2B,EAST,0.0,33.22,157.795,16.61
Lawrenceburg 2A,EAST,0.0,33.22,157.795,16.61
Lawrenceburg 1S,EAST,0.0,51.400000000000006,244.14999999999998,25.700000000000003
Lawrenceburg 1A,EAST,0.0,33.22,157.795,16.61
Waterford CT 1,EAST,168.0,33.6,159.6,16.8
Waterford ST 1,EAST,372.0,74.4,353.4,37.2
Waterford CT 3,EAST,168.0,33.6,159.6,16.8
Waterford CT 2,EAST,168.0,33.6,159.6,16.8
Ronco (Fayette),EAST,0.0,133.0,631.75,66.5
York CT 2 (Delta),EAST,0.0,25.400000000000002,120.64999999999999,12.700000000000001
York CT 1 (Delta),EAST,0.0,25.0,118.75,12.5
York CT 3 (Delta),EAST,0.0,25.400000000000002,120.64999999999999,12.700000000000001
York ST 4 (Delta),EAST,0.0,39.0,185.25,19.5
UPark 6 (North),EAST,0.0,9.0,42.75,4.5
UPark 4 (North),EAST,0.0,9.0,42.75,4.5
UPark 10 (North),EAST,0.0,9.0,42.75,4.5
UPark 11 (North),EAST,0.0,9.0,42.75,4.5
UPark 7 (North),EAST,0.0,9.0,42.75,4.5
UPark 2 (North),EAST,0.0,9.0,42.75,4.5
UPark 9 (North),EAST,0.0,9.0,42.75,4.5
UPark 1 (North),EAST,0.0,9.0,42.75,4.5
UPark 8 (North),EAST,0.0,9.0,42.75,4.5
UPark 3 (North),EAST,0.0,9.0,42.75,4.5
UPark 12 (North),EAST,0.0,9.0,42.75,4.5
UPark 5 (North),EAST,0.0,9.0,42.75,4.5
Chambersburg 13 (Guilford AE13),EAST,0.0,8.8,41.8,4.4
Chambersburg 12 (Guilford AE12),EAST,0.0,8.8,41.8,4.4
B Chambersburg 13 (CCLP),EAST,0.0,1.4000000000000001,6.6499999999999995,0.7000000000000001
B Chambersburg 47 (CCLP),EAST,0.0,4.4799999999999995,21.279999999999998,2.2399999999999998
Mt Bethel CC 3,EAST,214.0,42.800000000000004,203.29999999999998,21.400000000000002
Mt Bethel CT 2,EAST,190.0,38.0,180.5,19.0
Mt Bethel CT 1,EAST,190.0,38.0,180.5,19.0
Bethlehem CT5,EAST,0.0,23.6,112.1,11.8
Bethlehem CT7,EAST,0.0,25.400000000000002,120.64999999999999,12.700000000000001
Bethlehem ST4,EAST,0.0,39.0,185.25,19.5
Bethlehem CT3,EAST,0.0,25.400000000000002,120.64999999999999,12.700000000000001
Bethlehem CT6,EAST,0.0,25.400000000000002,120.64999999999999,12.700000000000001
Bethlehem CT2,EAST,0.0,25.400000000000002,120.64999999999999,12.700000000000001
Bethlehem ST8,EAST,0.0,39.0,185.25,19.5
Bethlehem CT1,EAST,0.0,23.6,112.1,11.8
Fremont ST 3,EAST,0.0,68.60000000000001,325.84999999999997,34.300000000000004
Fremont CT 2,EAST,0.0,36.0,171.0,18.0
Fremont CT 1,EAST,0.0,36.0,171.0,18.0
Choctaw 3 CT,EAST,0.0,34.6,164.35,17.3
Choctaw 4 ST,EAST,0.0,60.2,285.95,30.1
Choctaw 2 CT,EAST,0.0,34.6,164.35,17.3
Choctaw 1 CT,EAST,0.0,34.6,164.35,17.3
Springdale 5 (AE5),EAST,0.0,38.0,180.5,19.0
Springdale 3 (AE3),EAST,0.0,36.0,171.0,18.0
Springdale 4 (AE4),EAST,0.0,36.0,171.0,18.0
Hanging Rock 1,EAST,664.1,132.82000000000002,630.895,66.41000000000001
Hanging Rock 2,EAST,665.9,133.18,632.6049999999999,66.59
Buchanan 1 (BuchanCO),EAST,43.0,8.6,40.85,4.3
Buchanan 2 (BuchanCO),EAST,43.0,8.6,40.85,4.3
Grand Central 2,EAST,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Grand Central 3,EAST,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Grand Central 1,EAST,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
MH 750 STM 1 (Phillips),EAST,271.0,54.2,257.45,27.1
MH 750 CT 1 (Phillips),EAST,180.1,36.02,171.095,18.01
MH 750 CT 3 (Phillips),EAST,180.1,36.02,171.095,18.01
MH 750 CT 2 (Phillips),EAST,180.1,36.02,171.095,18.01
Prairie State 1,EAST,0.0,162.42000000000002,771.495,81.21000000000001
Prairie State 2,EAST,0.0,161.02,764.845,80.51
Oaks LF 2,EAST,0.0,0.13999999999999999,0.6649999999999999,0.06999999999999999
Oaks LF 1,EAST,0.0,0.26,1.2349999999999999,0.13
Rockford 2/21,EAST,0.0,30.6,145.35,15.3
Lakewood CT1,EAST,168.4,33.68,159.98,16.84
Lakewood CT2,EAST,167.7,33.54,159.31499999999997,16.77
Warren County RR NUG,EAST,0.0,2.0,9.5,1.0
Warren County LF 1,EAST,0.0,0.38,1.805,0.19
Hunterstown CC 201,EAST,0.0,35.42,168.24499999999998,17.71
Hunterstown CC 401,EAST,0.0,63.0,299.25,31.5
Hunterstown CC 101,EAST,0.0,33.0,156.75,16.5
Hunterstown CC 301,EAST,0.0,35.42,168.24499999999998,17.71
Hamlet CT 6,EAST,0.0,11.32,53.769999999999996,5.66
Hamlet CT 4,EAST,0.0,11.32,53.769999999999996,5.66
Hamlet CT 2,EAST,0.0,11.32,53.769999999999996,5.66
Hamlet CT 5,EAST,0.0,11.32,53.769999999999996,5.66
Hamlet CT 1,EAST,0.0,11.32,53.769999999999996,5.66
Hamlet CT 3,EAST,0.0,11.32,53.769999999999996,5.66
Tosco (Linden CoGen),EAST,172.0,34.4,163.4,17.2
Summersville 2,EAST,7.166666666666667,8.0,38.0,4.0
Summersville 1,EAST,17.141129032258064,8.0,38.0,4.0
Hunlock 4,EAST,0.0,8.92,42.37,4.46
Columbus Renick Run 1,EAST,1.36,0.272,1.292,0.136
Columbus Renick Run 2,EAST,1.36,0.272,1.292,0.136
Columbus ST 8,EAST,1.83,0.36600000000000005,1.7385,0.18300000000000002
Columbus ST 1,EAST,1.1,0.22000000000000003,1.045,0.11000000000000001
Columbus Dodge Park,EAST,1.83,0.36600000000000005,1.7385,0.18300000000000002
Southern LF 5,EAST,1.0,0.2,0.95,0.1
Southern LF,EAST,4.1,0.82,3.8949999999999996,0.41
Central LF,EAST,3.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Greater Lebanon LF,EAST,0.0,0.4,1.9,0.2
Bethel Energy,EAST,0.0,0.8800000000000001,4.18,0.44000000000000006
Longview 1,EAST,0.0,140.0,665.0,70.0
Newland Park LF,EAST,6.0,1.2000000000000002,5.699999999999999,0.6000000000000001
Brunswick LF,EAST,0.0,2.2,10.45,1.1
Charles City Landfill,EAST,0.0,3.2,15.2,1.6
Chesterfield Landfill,EAST,0.0,3.2,15.2,1.6
King and Queen LF,EAST,0.0,2.3600000000000003,11.21,1.1800000000000002
Upton,EAST,0.0,3.0,14.25,1.5
Pine Grove LF,EAST,0.0,1.2000000000000002,5.699999999999999,0.6000000000000001
Rockville Diesel,EAST,0.0,0.8,3.8,0.4
Virginia Beach Landfill,EAST,0.0,2.4000000000000004,11.399999999999999,1.2000000000000002
Winnebago 3,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Winnebago 4,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Winnebago 2,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Winnebago 1,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Bear Garden,EAST,0.0,122.4,581.4,61.2
Virginia City 1,EAST,610.0,122.0,579.5,61.0
Haverhill 1,EAST,61.0,12.200000000000001,57.949999999999996,6.1000000000000005
Ottawa County LF 1,EAST,0.0,0.272,1.292,0.136
Ottawa County LF 2,EAST,0.0,0.272,1.292,0.136
Ottawa County LF 3,EAST,0.0,0.272,1.292,0.136
Carbon Limestone LF 16,EAST,1.3,0.26,1.2349999999999999,0.13
Carbon Limestone LF 7,EAST,1.36,0.272,1.292,0.136
Carbon Limestone LF 5,EAST,1.36,0.272,1.292,0.136
Carbon Limestone LF 1,EAST,1.36,0.272,1.292,0.136
Carbon Limestone LF 15,EAST,1.3,0.26,1.2349999999999999,0.13
Carbon Limestone LF 9,EAST,1.36,0.272,1.292,0.136
Carbon Limestone LF 6,EAST,1.36,0.272,1.292,0.136
Carbon Limestone LF 10,EAST,1.36,0.272,1.292,0.136
Carbon Limestone LF 4,EAST,1.36,0.272,1.292,0.136
Carbon Limestone LF 3,EAST,1.36,0.272,1.292,0.136
Carbon Limestone LF 8,EAST,1.36,0.272,1.292,0.136
Carbon Limestone LF 12,EAST,1.36,0.272,1.292,0.136
Carbon Limestone LF 13,EAST,1.36,0.272,1.292,0.136
Carbon Limestone LF 14,EAST,1.36,0.272,1.292,0.136
Carbon Limestone LF 2,EAST,1.36,0.272,1.292,0.136
Carbon Limestone LF 11,EAST,1.36,0.272,1.292,0.136
Lorain County LF 9,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Lorain County LF 7,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Lorain County LF 6,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Lorain County LF 8,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Lorain County LF 10,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Lorain County LF 4,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Lorain County LF 2,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Lorain County LF 1,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Lorain County LF 5,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Lorain County LF 3,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Cumberland County LF,EAST,4.0,0.8,3.8,0.4
Shippensburg LF (Community Refuse),EAST,0.0,1.1199999999999999,5.319999999999999,0.5599999999999999
Northern Tier LF,EAST,0.0,0.2,0.95,0.1
Stafford LF,EAST,0.0,0.4,1.9,0.2
Broad Mountain 2 LF (Hegins),EAST,0.0,2.1,9.975,1.05
Pioneer Crossing LF,EAST,0.0,1.32,6.27,0.66
Arden LF,EAST,0.0,0.8800000000000001,4.18,0.44000000000000006
William Penn LF (Middle Peninsula),EAST,0.0,1.2000000000000002,5.699999999999999,0.6000000000000001
King George LF,EAST,0.0,2.0,9.5,1.0
Cleveland County CT 1,EAST,0.0,42.0,199.5,21.0
Glendon LF,EAST,3.2,0.6400000000000001,3.04,0.32000000000000006
Erie County LF 1,EAST,0.0,0.4,1.9,0.2
Henrico County LF,EAST,0.0,0.8,3.8,0.4
Geneva LF 2,EAST,0.0,0.16000000000000003,0.76,0.08000000000000002
Geneva LF 5,EAST,0.0,0.16000000000000003,0.76,0.08000000000000002
Geneva LF 4,EAST,0.0,0.16000000000000003,0.76,0.08000000000000002
Geneva LF 3,EAST,0.0,0.16000000000000003,0.76,0.08000000000000002
Geneva LF 1,EAST,0.0,0.16000000000000003,0.76,0.08000000000000002
Mahoning LF 3,EAST,0.8,0.16000000000000003,0.76,0.08000000000000002
Mahoning LF 4,EAST,0.8,0.16000000000000003,0.76,0.08000000000000002
Mahoning LF 2,EAST,0.8,0.16000000000000003,0.76,0.08000000000000002
Mahoning LF 1,EAST,0.8,0.16000000000000003,0.76,0.08000000000000002
Mahoning LF 5,EAST,0.8,0.16000000000000003,0.76,0.08000000000000002
Bellefontaine LF,EAST,0.0,0.9,4.2749999999999995,0.45
Reichs Ford LF,EAST,0.0,0.4,1.9,0.2
Middletown Coke (Yankee 1 emkts),EAST,0.0,9.4,44.65,4.7
Salem County LF,EAST,1.9,0.38,1.805,0.19
Pleasantville 2,EAST,1.9,0.38,1.805,0.19
Pleasantville 3,EAST,1.8,0.36000000000000004,1.71,0.18000000000000002
Pleasantville 1,EAST,1.5,0.30000000000000004,1.4249999999999998,0.15000000000000002
Sussex County LF,EAST,2.0,0.4,1.9,0.2
Burlington Cty LF 4,EAST,1.4,0.27999999999999997,1.3299999999999998,0.13999999999999999
Burlington Cty LF 5,EAST,1.4,0.27999999999999997,1.3299999999999998,0.13999999999999999
Burlington Cty LF 2,EAST,1.4,0.27999999999999997,1.3299999999999998,0.13999999999999999
Burlington Cty LF 1,EAST,1.4,0.27999999999999997,1.3299999999999998,0.13999999999999999
Burlington Cty LF 3,EAST,1.4,0.27999999999999997,1.3299999999999998,0.13999999999999999
Northeast LF 4,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Northeast LF 3,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Northeast LF 1,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Northeast LF 2,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Evergreen 1,EAST,25.0,5.0,23.75,2.5
Edgeboro LF,EAST,9.6,1.92,9.12,0.96
Millersville LF 2,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Millersville LF 1,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Christiana 11,EAST,25.0,5.0,23.75,2.5
Christiana 14,EAST,25.0,5.0,23.75,2.5
Woodbine LF 2 (Cape May),EAST,1.0,0.2,0.95,0.1
Woodbine LF 1 (Cape May),EAST,1.0,0.2,0.95,0.1
Woodbine LF 3 (Cape May),EAST,1.0,0.2,0.95,0.1
Delaware City 03,EAST,72.0,14.4,68.39999999999999,7.2
Delaware City 06,EAST,60.0,12.0,57.0,6.0
Delaware City 10,EAST,18.0,3.6,17.099999999999998,1.8
Delaware City 07,EAST,90.0,18.0,85.5,9.0
Edge Moor 03,EAST,86.0,17.2,81.7,8.6
Edge Moor 10,EAST,15.0,3.0,14.25,1.5
Edge Moor 05,EAST,450.0,90.0,427.5,45.0
Edge Moor 04,EAST,174.0,34.800000000000004,165.29999999999998,17.400000000000002
Cleveland County CT 4,EAST,0.0,39.0,185.25,19.5
Indian River 10,EAST,21.0,4.2,19.95,2.1
Indian River 04,EAST,425.1,85.02000000000001,403.845,42.510000000000005
Berrien Springs LF 3,EAST,1.6,0.32000000000000006,1.52,0.16000000000000003
Berrien Springs LF 1,EAST,1.6,0.32000000000000006,1.52,0.16000000000000003
Berrien Springs LF 2,EAST,1.6,0.32000000000000006,1.52,0.16000000000000003
West 1,EAST,19.0,3.8000000000000003,18.05,1.9000000000000001
Orchard Hills LF 1,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Orchard Hills LF 2,EAST,0.0,0.32000000000000006,1.52,0.16000000000000003
Dover McKee Run 3,EAST,102.0,20.400000000000002,96.89999999999999,10.200000000000001
Dover McKee Run 1,EAST,17.0,3.4000000000000004,16.15,1.7000000000000002
Dover McKee Run 2,EAST,17.0,3.4000000000000004,16.15,1.7000000000000002
Cook 1,EAST,1083.1,216.62,1028.945,108.31
Cook 2,EAST,1183.1,236.62,1123.945,118.31
Pleasants 1,EAST,645.1,129.02,612.845,64.51
Pleasants 2,EAST,640.1,128.02,608.095,64.01
Racine 1,EAST,11.253454301075267,4.800000000000001,22.799999999999997,2.4000000000000004
Racine 2,EAST,10.273534946236559,4.800000000000001,22.799999999999997,2.4000000000000004
Calvert Cliffs 1,EAST,0.0,180.0,855.0,90.0
Calvert Cliffs 2,EAST,0.0,176.0,836.0,88.0
Duck Creek 1,EAST,0.0,86.60000000000001,411.34999999999997,43.300000000000004
Newton 2,EAST,0.0,122.42000000000002,581.495,61.21000000000001
Newton 1,EAST,0.0,122.02000000000001,579.595,61.010000000000005
East Bend 2,EAST,0.0,120.0,570.0,60.0
Zimmer 1,EAST,0.0,264.21999999999997,1255.0449999999998,132.10999999999999
Brandon Shores 2,EAST,0.0,129.62,615.6949999999999,64.81
Brandon Shores 1,EAST,0.0,133.02,631.845,66.51
Perry 1,EAST,0.0,266.0,1263.5,133.0
Braidwood 2,EAST,0.0,241.01999999999998,1144.8449999999998,120.50999999999999
Braidwood 1,EAST,0.0,245.4,1165.6499999999999,122.7
Byron 2,EAST,0.0,238.01999999999998,1130.5949999999998,119.00999999999999
Byron 1,EAST,0.0,244.22,1160.0449999999998,122.11
Lasalle 2,EAST,0.0,232.8,1105.8,116.4
Lasalle 1,EAST,0.0,230.12,1093.07,115.06
Killen GT 1,EAST,18.0,3.6,17.099999999999998,1.8
Killen 2,EAST,600.0,120.0,570.0,60.0
Catawba 1,EAST,0.0,232.60000000000002,1104.85,116.30000000000001
Beaver Valley 1,EAST,970.0,194.0,921.5,97.0
Beaver Valley 2,EAST,970.0,194.0,921.5,97.0
Spurlock 3,EAST,0.0,53.6,254.6,26.8
Spurlock 1,EAST,0.0,61.02000000000001,289.845,30.510000000000005
Spurlock 2,EAST,0.0,102.0,484.5,51.0
Spurlock 4,EAST,0.0,53.6,254.6,26.8
Big Cajun II 2,EAST,0.0,115.0,546.25,57.5
Big Cajun II 1,EAST,0.0,116.0,551.0,58.0
Big Cajun II 3,EAST,0.0,117.60000000000001,558.6,58.800000000000004
Trimble 2,EAST,0.0,157.0,745.75,78.5
Trimble 1,EAST,0.0,103.0,489.25,51.5
Mansfield 3,EAST,910.0,182.0,864.5,91.0
Mansfield 2,EAST,910.0,182.0,864.5,91.0
Mansfield 1,EAST,910.0,182.0,864.5,91.0
Susquehanna 2,EAST,0.0,251.01999999999998,1192.3449999999998,125.50999999999999
Susquehanna 1,EAST,0.0,252.01999999999998,1197.0949999999998,126.00999999999999
Limerick 2,EAST,1194.1,238.82,1134.3949999999998,119.41
Limerick 1,EAST,1182.0,236.4,1122.8999999999999,118.2
Gibson 5,EAST,0.0,125.0,593.75,62.5
Hope Creek 1,EAST,1172.0,234.4,1113.3999999999999,117.2
Davis Besse 1,EAST,0.0,190.0,902.5,95.0
Rockport 2,EAST,0.0,260.0,1235.0,130.0
Rockport 1,EAST,0.0,263.0,1249.25,131.5
Bath County 3,EAST,0.0,100.46000000000001,477.185,50.230000000000004
Bath County 6,EAST,0.0,100.80000000000001,478.79999999999995,50.400000000000006
Bath County 5,EAST,0.0,100.64,478.03999999999996,50.32
Bath County 2,EAST,0.0,100.44,477.09,50.22
Bath County 1,EAST,0.0,100.42000000000002,476.995,50.21000000000001
Bath County 4,EAST,0.0,100.26,476.235,50.13
North Anna 1,EAST,0.0,189.60000000000002,900.5999999999999,94.80000000000001
North Anna 2,EAST,0.0,195.22000000000003,927.295,97.61000000000001
Laurel,EAST,0.0,14.0,66.5,7.0
Mountaineer 1,EAST,1315.1,263.02,1249.3449999999998,131.51
Ocracoke 1,EAST,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Center Hill 1,EAST,0.0,9.0,42.75,4.5
Center Hill 3,EAST,0.0,9.0,42.75,4.5
Center Hill 2,EAST,0.0,9.0,42.75,4.5
Cheatham 3,EAST,0.0,2.4000000000000004,11.399999999999999,1.2000000000000002
Cheatham 2,EAST,0.0,2.4000000000000004,11.399999999999999,1.2000000000000002
Cheatham 1,EAST,0.0,2.4000000000000004,11.399999999999999,1.2000000000000002
Yards Creek 3,EAST,0.0,28.0,133.0,14.0
Yards Creek 1,EAST,0.0,28.0,133.0,14.0
Yards Creek 2,EAST,0.0,28.0,133.0,14.0
London 1,EAST,4.027755376344086,1.0,4.75,0.5
London 2,EAST,3.049731182795699,1.0,4.75,0.5
London 3,EAST,4.980873655913978,0.96,4.56,0.48
Marmet 3,EAST,4.512163978494624,0.96,4.56,0.48
Marmet 1,EAST,3.7573252688172043,1.0,4.75,0.5
Marmet 2,EAST,3.79630376344086,1.0,4.75,0.5
Winfield 3,EAST,4.439422043010753,1.0,4.75,0.5
Winfield 2,EAST,3.872311827956989,1.0,4.75,0.5
Winfield 1,EAST,5.663333333333334,1.0,4.75,0.5
Lake Lynn 3,EAST,0.0,2.6,12.35,1.3
Lake Lynn 2,EAST,0.0,2.6,12.35,1.3
Lake Lynn 1,EAST,0.0,2.6,12.35,1.3
Lake Lynn 4,EAST,0.0,2.6,12.35,1.3
Vineland Jet 1,EAST,32.0,6.4,30.4,3.2
Gravel Neck 3,EAST,0.0,18.400000000000002,87.39999999999999,9.200000000000001
Gravel Neck 4,EAST,0.0,18.400000000000002,87.39999999999999,9.200000000000001
Gravel Neck 5,EAST,0.0,18.400000000000002,87.39999999999999,9.200000000000001
Gravel Neck 2,EAST,0.0,5.6000000000000005,26.599999999999998,2.8000000000000003
Gravel Neck 1,EAST,0.0,3.4000000000000004,16.15,1.7000000000000002
Gravel Neck 6,EAST,0.0,18.400000000000002,87.39999999999999,9.200000000000001
Raystown,EAST,0.0,4.2,19.95,2.1
Forked River C1,EAST,44.0,8.8,41.8,4.4
Forked River C2,EAST,42.0,8.4,39.9,4.2
Hay Road CT6,EAST,126.0,25.200000000000003,119.69999999999999,12.600000000000001
Hay Road ST8,EAST,187.0,37.4,177.65,18.7
Hay Road CT3,EAST,126.0,25.200000000000003,119.69999999999999,12.600000000000001
Hay Road CT1,EAST,126.0,25.200000000000003,119.69999999999999,12.600000000000001
Hay Road CT2,EAST,126.0,25.200000000000003,119.69999999999999,12.600000000000001
Hay Road CT7,EAST,126.0,25.200000000000003,119.69999999999999,12.600000000000001
Hay Road CT5,EAST,126.0,25.200000000000003,119.69999999999999,12.600000000000001
Hay Road ST4,EAST,187.0,37.4,177.65,18.7
Woodsdale GT 3,EAST,0.0,18.8,89.3,9.4
