timepoint,zone,gross_load,wind_cf,solar_cf
22,DC_BGE_PEP,10766.658899999999,0.47164581200000005,0.0
23,DC_BGE_PEP,10393.9857,0.46154174600000003,0.0
24,DC_BGE_PEP,9829.6341,0.44711009,0.0
1,VA_DOM,20052.3015,0.46081896299999997,0.0
2,VA_DOM,19422.678,0.46081896299999997,0.0
3,VA_DOM,19121.619000000002,0.442166509,0.0
4,VA_DOM,19014.0885,0.452238629,0.0
5,VA_DOM,19001.202,0.448774489,0.0
6,VA_DOM,19318.464000000004,0.46119195,0.0
7,VA_DOM,20054.694000000003,0.46641846299999995,0.0
8,VA_DOM,21224.0985,0.46641846299999995,0.0
9,VA_DOM,21992.536500000002,0.450372314,0.06894757900000001
10,VA_DOM,21807.72,0.41663891200000003,0.15307572
11,VA_DOM,21221.557500000003,0.40709695799999995,0.256498818
12,VA_DOM,20662.026,0.397684386,0.318504682
13,VA_DOM,20160.129,0.39967187,0.304316488
14,VA_DOM,19667.7855,0.39967187,0.298115046
15,VA_DOM,19320.114,0.41064278600000004,0.285065677
16,VA_DOM,19001.6145,0.407085696,0.217288509
17,VA_DOM,18924.526500000004,0.42528216399999996,0.109820011
18,VA_DOM,19344.864,0.466003734,0.000323526
19,VA_DOM,20422.743000000002,0.49437827799999995,0.0
20,VA_DOM,20812.407000000003,0.49437827799999995,0.0
21,VA_DOM,20705.784000000003,0.492904238,0.0
22,VA_DOM,20419.5255,0.47164581200000005,0.0
23,VA_DOM,19712.7315,0.46154174600000003,0.0
24,VA_DOM,18642.4095,0.44711009,0.0
1,PA_METED_PPL,10573.0317,0.46081896299999997,0.0
2,PA_METED_PPL,10241.0484,0.46081896299999997,0.0
3,PA_METED_PPL,10082.3082,0.442166509,0.0
4,PA_METED_PPL,10025.610299999998,0.452238629,0.0
5,PA_METED_PPL,10018.8156,0.448774489,0.0
6,PA_METED_PPL,10186.0992,0.46119195,0.0
7,PA_METED_PPL,10574.2932,0.46641846299999995,0.0
8,PA_METED_PPL,11190.888299999999,0.46641846299999995,0.0
9,PA_METED_PPL,11596.064699999999,0.450372314,0.06894757900000001
10,PA_METED_PPL,11498.616,0.41663891200000003,0.15307572
11,PA_METED_PPL,11189.548499999999,0.40709695799999995,0.256498818
12,PA_METED_PPL,10894.522799999999,0.397684386,0.318504682
13,PA_METED_PPL,10629.886199999999,0.39967187,0.304316488
14,PA_METED_PPL,10370.2869,0.39967187,0.298115046
15,PA_METED_PPL,10186.9692,0.41064278600000004,0.285065677
16,PA_METED_PPL,10019.033099999999,0.407085696,0.217288509
17,PA_METED_PPL,9978.3867,0.42528216399999996,0.109820011
18,PA_METED_PPL,10200.0192,0.466003734,0.000323526
19,PA_METED_PPL,10768.355399999999,0.49437827799999995,0.0
20,PA_METED_PPL,10973.8146,0.49437827799999995,0.0
21,PA_METED_PPL,10917.5952,0.492904238,0.0
22,PA_METED_PPL,10766.658899999999,0.47164581200000005,0.0
23,PA_METED_PPL,10393.9857,0.46154174600000003,0.0
24,PA_METED_PPL,9829.6341,0.44711009,0.0
