timepoint,zone,gross_load,wind_cf,solar_cf
1,EAST,21875.238,0.46081896299999997,0.0
2,EAST,21188.376,0.46081896299999997,0.0
3,EAST,20859.948,0.442166509,0.0
4,EAST,20742.642,0.452238629,0.0
5,EAST,20728.584,0.448774489,0.0
6,EAST,21074.688000000002,0.46119195,0.0
7,EAST,21877.848,0.46641846299999995,0.0
8,EAST,23153.561999999998,0.46641846299999995,0.0
9,EAST,23991.858,0.450372314,0.06894757900000001
10,EAST,23790.239999999998,0.41663891200000003,0.15307572
11,EAST,23150.79,0.40709695799999995,0.256498818
12,EAST,22540.392,0.397684386,0.318504682
13,EAST,21992.868,0.39967187,0.304316488
14,EAST,21455.766,0.39967187,0.298115046
15,EAST,21076.488,0.41064278600000004,0.285065677
16,EAST,20729.034,0.407085696,0.217288509
17,EAST,20644.938000000002,0.42528216399999996,0.109820011
18,EAST,21103.488,0.466003734,0.000323526
19,EAST,22279.356,0.49437827799999995,0.0
20,EAST,22704.444,0.49437827799999995,0.0
21,EAST,22588.128,0.492904238,0.0
22,EAST,22275.845999999998,0.47164581200000005,0.0
23,EAST,21504.798,0.46154174600000003,0.0
24,EAST,20337.174,0.44711009,0.0
1,WEST,58455.49710000001,0.46081896299999997,0.0
2,WEST,56620.0492,0.46081896299999997,0.0
3,WEST,55742.416600000004,0.442166509,0.0
4,WEST,55428.9489,0.452238629,0.0
5,WEST,55391.38280000001,0.448774489,0.0
6,WEST,56316.24960000001,0.46119195,0.0
7,WEST,58462.471600000004,0.46641846299999995,0.0
8,WEST,61871.4629,0.46641846299999995,0.0
9,WEST,64111.576100000006,0.450372314,0.06894757900000001
10,WEST,63572.808000000005,0.41663891200000003,0.15307572
11,WEST,61864.0555,0.40709695799999995,0.256498818
12,WEST,60232.9364,0.397684386,0.318504682
13,WEST,58769.83060000001,0.39967187,0.304316488
14,WEST,57334.574700000005,0.39967187,0.298115046
15,WEST,56321.05960000001,0.41064278600000004,0.285065677
16,WEST,55392.585300000006,0.407085696,0.217288509
17,WEST,55167.862100000006,0.42528216399999996,0.109820011
18,WEST,56393.20960000001,0.466003734,0.000323526
19,WEST,59535.3902,0.49437827799999995,0.0
20,WEST,60671.319800000005,0.49437827799999995,0.0
21,WEST,60360.49760000001,0.492904238,0.0
22,WEST,59526.010700000006,0.47164581200000005,0.0
23,WEST,57465.59910000001,0.46154174600000003,0.0
24,WEST,54345.448300000004,0.44711009,0.0
1,DC_BGE_PEP,10573.0317,0.46081896299999997,0.0
2,DC_BGE_PEP,10241.0484,0.46081896299999997,0.0
3,DC_BGE_PEP,10082.3082,0.442166509,0.0
4,DC_BGE_PEP,10025.610299999998,0.452238629,0.0
5,DC_BGE_PEP,10018.8156,0.448774489,0.0
6,DC_BGE_PEP,10186.0992,0.46119195,0.0
7,DC_BGE_PEP,10574.2932,0.46641846299999995,0.0
8,DC_BGE_PEP,11190.888299999999,0.46641846299999995,0.0
9,DC_BGE_PEP,11596.064699999999,0.450372314,0.06894757900000001
10,DC_BGE_PEP,11498.616,0.41663891200000003,0.15307572
11,DC_BGE_PEP,11189.548499999999,0.40709695799999995,0.256498818
12,DC_BGE_PEP,10894.522799999999,0.397684386,0.318504682
13,DC_BGE_PEP,10629.886199999999,0.39967187,0.304316488
14,DC_BGE_PEP,10370.2869,0.39967187,0.298115046
15,DC_BGE_PEP,10186.9692,0.41064278600000004,0.285065677
16,DC_BGE_PEP,10019.033099999999,0.407085696,0.217288509
17,DC_BGE_PEP,9978.3867,0.42528216399999996,0.109820011
18,DC_BGE_PEP,10200.0192,0.466003734,0.000323526
19,DC_BGE_PEP,10768.355399999999,0.49437827799999995,0.0
20,DC_BGE_PEP,10973.8146,0.49437827799999995,0.0
21,DC_BGE_PEP,10917.5952,0.492904238,0.0
