timepoint,segments,MW,Price
9,6,2175,1061.7658925724654
9,7,2175,265.25923589555225
9,8,2175,38.09306850255731
9,9,2175,3.2831737028540813
9,10,2175,0.17731571997727022
10,1,2162,3499.999996504181
10,2,2162,3499.9863486628865
10,3,2162,3492.346832071975
10,4,2162,3295.3127981464463
10,5,2162,2373.5499056192334
10,6,2162,1042.7109141551314
10,7,2162,259.83374888238995
10,8,2162,37.422783366183246
10,9,2162,3.2516672429857514
10,10,2162,0.17787759261555106
11,1,2110,3499.999996500509
11,2,2110,3499.9740398160584
11,3,2110,3489.1940590937584
11,4,2110,3255.668754417443
11,5,2110,2280.8508397541364
11,6,2110,974.4536983229873
11,7,2110,239.29297098718374
11,8,2110,34.53869822240303
11,9,2110,3.057314395253203
11,10,2110,0.17296599046546482
12,1,2299,3499.9999965036886
12,2,2299,3499.9975644999167
12,3,2299,3497.0268120763744
12,4,2299,3375.7969157775137
12,5,2299,2606.088423600972
12,6,2299,1239.2698900120388
12,7,2299,323.7412897769544
12,8,2299,46.586376303337545
12,9,2299,3.8416398421707862
12,10,2299,0.1895315108976656
13,1,2243,3499.999996501333
13,2,2243,3499.9957425066073
13,3,2243,3495.949960323536
13,4,2243,3353.7650786867725
13,5,2243,2536.2411528318817
13,6,2243,1177.5198492284815
13,7,2243,303.4383452535158
13,8,2243,43.72440503266749
13,9,2243,3.666214418296758
13,10,2243,0.18657110704410906
14,1,1967,3499.9999963346795
14,2,1967,3499.8767654482854
14,3,1967,3475.152060238669
14,4,1967,3126.853020447373
14,5,1967,2031.3759197747167
14,6,1967,810.0071881870075
14,7,1967,192.5878204085595
14,8,1967,28.120197380173238
14,9,1967,2.62686399666047
14,10,1967,0.1630332734889926
15,1,1934,3499.9999961408407
15,2,1934,3499.8215735024014
15,3,1934,3469.721502384133
15,4,1934,3087.8233571847527
15,5,1934,1966.7596962754824
15,6,1934,771.2087513239678
15,7,1934,182.03874092575953
15,8,1934,26.673933927204022
15,9,1934,2.5263298315224305
15,10,1934,0.16046070918765715
16,1,1771,3499.999977309769
16,2,1771,3498.884149762532
16,3,1771,3421.296327596697
16,4,1771,2838.7461158979236
16,5,1771,1625.1746339758058
16,6,1771,585.9679084690538
16,7,1771,133.81364667115002
16,8,1771,20.06759664693961
16,9,1771,2.0538586358846724
16,10,1771,0.14833027129665538
17,1,1692,3499.9998573597936
17,2,1692,3497.224485440285
17,3,1692,3373.8139149024473
17,4,1692,2667.464988431543
17,5,1692,1436.4355322280271
17,6,1692,495.5169736727449
17,7,1692,111.3962107534122
17,8,1692,16.950444788242354
17,9,1692,1.812118517548891
17,10,1692,0.14049136185109823
18,1,1719,3499.9999270289863
18,2,1719,3498.008470368428
18,3,1719,3393.4074684967845
18,4,1719,2731.7891616831353
18,5,1719,1502.7669629534453
18,6,1719,525.9201044265153
18,7,1719,118.7411099168413
18,8,1719,17.965118373513462
18,9,1719,1.8923453092072502
18,10,1719,0.14338258827163208
19,1,1802,3499.9999786544636
19,2,1802,3499.0110277480467
19,3,1802,3426.9974406912056
19,4,1802,2863.3681361666495
19,5,1802,1653.8859718281085
19,6,1802,599.4678025098772
19,7,1802,136.91465103482938
19,8,1802,20.446157294686863
19,9,1802,2.077657725110248
19,10,1802,0.14874891747226227
20,1,1776,3499.999963514159
20,2,1776,3498.6573496074243
20,3,1776,3414.063423493907
20,4,1776,2809.4089229953843
20,5,1776,1588.7878578266966
20,6,1776,566.4818359452685
20,7,1776,128.4668323710898
20,8,1776,19.248217486138152
20,9,1776,1.982715446847367
20,10,1776,0.1453305567950088
21,1,1767,3499.999961311559
21,2,1767,3498.605093121111
21,3,1767,3412.0665695267203
21,4,1767,2801.0417980961197
21,5,1767,1578.8838897449418
21,6,1767,561.6464719657657
21,7,1767,127.30166017195965
21,8,1767,19.10042534696936
21,9,1767,1.9739298769418945
21,10,1767,0.14541014014997497
22,1,1749,3499.9999358882183
22,2,1749,3498.2601774505615
22,3,1749,3402.118718777454
22,4,1749,2764.9747827746837
22,5,1749,1539.3729680914807
22,6,1749,542.9996801058678
22,7,1749,122.78368019405555
22,8,1749,18.4902217483811
22,9,1749,1.9284337005573249
22,10,1749,0.1440669343839255
23,1,1747,3499.9999582737796
23,2,1747,3498.5102971365586
23,3,1747,3408.487146797022
23,4,1747,2786.9991874443936
23,5,1747,1563.7457792047685
23,6,1747,555.1248426044045
23,7,1747,126.00005712091084
23,8,1747,18.989332552628966
23,9,1747,1.9756680951087258
23,10,1747,0.14673577726516568
24,1,1669,3499.9997920826
24,2,1669,3496.5614190011383
24,3,1669,3358.667619430165
24,4,1669,2620.8853998327786
24,5,1669,1390.6664411388722
24,6,1669,475.35785448994335
24,7,1669,106.72532185520998
24,8,1669,16.34533698519602
24,9,1669,1.771353854948917
24,10,1669,0.14010464077459292
