Gen_Index,commitinit,upinit,downinit
Upton,1,39,0
Pine Grove LF,1,24,0
Rockville Diesel,0,0,196
Virginia Beach Landfill,0,0,196
Winnebago 3,1,39,0
Winnebago 4,1,39,0
Winnebago 2,1,39,0
Winnebago 1,1,15,0
Bear Garden,1,40,0
Virginia City 1,0,0,48
Haverhill 1,1,96,0
Ottawa County LF 1,0,0,196
Ottawa County LF 2,0,0,24
Ottawa County LF 3,0,0,196
Carbon Limestone LF 16,1,24,0
Carbon Limestone LF 7,0,0,196
Carbon Limestone LF 5,0,0,196
Carbon Limestone LF 1,0,0,196
Carbon Limestone LF 15,1,24,0
Carbon Limestone LF 9,1,24,0
Carbon Limestone LF 6,0,0,196
Carbon Limestone LF 10,0,0,196
Carbon Limestone LF 4,1,24,0
Carbon Limestone LF 3,0,0,196
Carbon Limestone LF 8,1,24,0
Carbon Limestone LF 12,0,0,196
Carbon Limestone LF 13,0,0,196
Carbon Limestone LF 14,1,24,0
Carbon Limestone LF 2,0,0,196
Carbon Limestone LF 11,1,24,0
Lorain County LF 9,0,0,196
Lorain County LF 7,0,0,72
Lorain County LF 6,0,0,72
Lorain County LF 8,1,3,0
Lorain County LF 10,1,2,0
Lorain County LF 4,0,0,72
Lorain County LF 2,1,4,0
Lorain County LF 1,0,0,72
Lorain County LF 5,1,13,0
Lorain County LF 3,0,0,72
Cumberland County LF,0,0,196
Shippensburg LF (Community Refuse),1,24,0
Northern Tier LF,1,39,0
Stafford LF,0,0,196
Broad Mountain 2 LF (Hegins),1,29,0
Pioneer Crossing LF,1,24,0
Arden LF,1,38,0
William Penn LF (Middle Peninsula),1,38,0
King George LF,1,12,0
Cleveland County CT 1,0,0,196
Glendon LF,0,0,196
Erie County LF 1,0,0,196
Henrico County LF,0,0,196
Geneva LF 2,1,12,0
Geneva LF 5,1,7,0
Geneva LF 4,0,0,196
Geneva LF 3,1,39,0
Geneva LF 1,1,39,0
Mahoning LF 3,1,24,0
Mahoning LF 4,1,24,0
Mahoning LF 2,1,24,0
Mahoning LF 1,1,24,0
Mahoning LF 5,0,0,196
Bellefontaine LF,0,0,24
Reichs Ford LF,1,24,0
Middletown Coke (Yankee 1 emkts),1,96,0
Salem County LF,0,0,196
Pleasantville 2,0,0,196
Pleasantville 3,0,0,196
Pleasantville 1,1,16,0
Sussex County LF,1,24,0
Burlington Cty LF 4,0,0,196
Burlington Cty LF 5,0,0,196
Burlington Cty LF 2,0,0,196
Burlington Cty LF 1,0,0,196
Burlington Cty LF 3,0,0,196
Northeast LF 4,1,7,0
Northeast LF 3,1,39,0
Northeast LF 1,1,39,0
Northeast LF 2,1,8,0
Evergreen 1,1,96,0
Edgeboro LF,1,24,0
Millersville LF 2,1,39,0
Millersville LF 1,1,33,0
Christiana 11,0,0,196
Christiana 14,0,0,196
Woodbine LF 2 (Cape May),0,0,196
Woodbine LF 1 (Cape May),0,0,196
Woodbine LF 3 (Cape May),0,0,196
Delaware City 03,0,0,24
Delaware City 06,0,0,24
Delaware City 10,0,0,24
Delaware City 07,0,0,196
Edge Moor 03,1,32,0
Edge Moor 10,0,0,196
Edge Moor 05,0,0,24
Edge Moor 04,1,24,0
Cleveland County CT 4,0,0,196
Indian River 10,0,0,196
Indian River 04,1,96,0
Berrien Springs LF 3,1,24,0
Berrien Springs LF 1,0,0,196
Berrien Springs LF 2,1,24,0
West 1,0,0,196
Orchard Hills LF 1,1,39,0
Orchard Hills LF 2,1,39,0
Dover McKee Run 3,1,31,0
Dover McKee Run 1,1,24,0
Dover McKee Run 2,1,30,0
Cook 1,1,96,0
Cook 2,1,96,0
Pleasants 1,1,96,0
Pleasants 2,1,96,0
Racine 1,1,96,0
Racine 2,1,96,0
Calvert Cliffs 1,1,96,0
Calvert Cliffs 2,1,96,0
Duck Creek 1,1,9,0
Newton 2,1,16,0
Newton 1,1,16,0
East Bend 2,1,96,0
Zimmer 1,0,0,196
Brandon Shores 2,1,96,0
Brandon Shores 1,1,96,0
Perry 1,1,96,0
Braidwood 2,1,96,0
Braidwood 1,1,96,0
Byron 2,1,96,0
Byron 1,1,96,0
Lasalle 2,1,96,0
Lasalle 1,1,96,0
Killen GT 1,0,0,196
Killen 2,1,96,0
Catawba 1,1,96,0
Beaver Valley 1,0,0,48
Beaver Valley 2,1,96,0
Spurlock 3,1,96,0
Spurlock 1,1,96,0
Spurlock 2,1,96,0
Spurlock 4,1,31,0
Big Cajun II 2,1,96,0
Big Cajun II 1,1,96,0
Big Cajun II 3,1,96,0
Trimble 2,1,96,0
Trimble 1,1,96,0
Mansfield 3,1,96,0
Mansfield 2,1,96,0
Mansfield 1,1,41,0
Susquehanna 2,1,96,0
Susquehanna 1,1,96,0
Limerick 2,1,96,0
Limerick 1,1,96,0
Gibson 5,1,36,0
Hope Creek 1,1,96,0
Davis Besse 1,1,96,0
Rockport 2,1,96,0
Rockport 1,1,96,0
Bath County 3,0,0,2
Bath County 6,0,0,2
Bath County 5,0,0,196
Bath County 2,0,0,1
Bath County 1,0,0,3
Bath County 4,0,0,3
North Anna 1,1,96,0
North Anna 2,1,96,0
Laurel,1,96,0
Mountaineer 1,1,96,0
Ocracoke 1,0,0,196
Center Hill 1,1,96,0
Center Hill 3,1,96,0
Center Hill 2,1,96,0
Cheatham 3,1,96,0
Cheatham 2,1,96,0
Cheatham 1,1,96,0
Yards Creek 3,0,0,196
Yards Creek 1,0,0,72
Yards Creek 2,0,0,72
London 1,1,96,0
London 2,1,96,0
London 3,1,96,0
Marmet 3,1,96,0
Marmet 1,1,96,0
Marmet 2,1,96,0
Winfield 3,1,96,0
Winfield 2,0,0,196
Winfield 1,1,96,0
Lake Lynn 3,1,40,0
Lake Lynn 2,1,96,0
Lake Lynn 1,1,96,0
Lake Lynn 4,0,0,5
Vineland Jet 1,0,0,196
Gravel Neck 3,0,0,196
Gravel Neck 4,0,0,24
Gravel Neck 5,0,0,24
Gravel Neck 2,0,0,196
Gravel Neck 1,0,0,196
Gravel Neck 6,0,0,24
Raystown,1,96,0
Forked River C1,1,16,0
Forked River C2,0,0,196
Hay Road CT6,0,0,196
Hay Road ST8,0,0,196
Hay Road CT3,1,16,0
Hay Road CT1,0,0,196
Hay Road CT2,1,15,0
Hay Road CT7,0,0,196
Hay Road CT5,1,24,0
Hay Road ST4,1,16,0
Woodsdale GT 3,1,20,0
Woodsdale GT 4,1,20,0
Woodsdale GT 6,1,20,0
Woodsdale GT 2,1,19,0
Woodsdale GT 1,1,19,0
Woodsdale GT 5,1,20,0
Darbytown 4,0,0,24
Darbytown 2,0,0,24
Darbytown 1,0,0,24
Darbytown 3,0,0,24
Clover 2,1,96,0
Clover 1,1,96,0
Lincoln 2,1,7,0
Lincoln 1,0,0,196
Lincoln 8,1,6,0
Lincoln 7,1,6,0
Lincoln 3,1,7,0
Lincoln 4,0,0,196
Lincoln 5,0,0,196
Lincoln 6,0,0,196
Sherman Avenue CT 1,0,0,196
Dover Parkland 11,0,0,196
Richmond CT 2,0,0,196
Richmond CT 1,0,0,196
Anderson CT 2,0,0,196
Anderson CT 3,0,0,196
Anderson CT 1,0,0,196
Bellville 1,1,96,0
Bellville 2,1,96,0
Pennsbury 1,0,0,196
Pennsbury 2,0,0,196
Fairless Hills B,1,96,0
Fairless Hills A,1,23,0
Tilton CT 2,0,0,196
Tilton CT 1,0,0,196
Tilton CT 4,0,0,196
Tilton CT 3,0,0,196
Montpelier 3,0,0,196
Montpelier 1,0,0,196
Montpelier 4,0,0,196
Montpelier 2,0,0,196
Rowan CT 2,0,0,196
Rowan CT 1,1,6,0
Rowan 4 CC,1,96,0
Rock Springs CT1,0,0,196
Rock Springs CT4,0,0,196
Rock Springs CT3,0,0,196
Rock Springs CT2,0,0,196
Marsh Run CT 2,0,0,24
Marsh Run CT 3,0,0,196
Marsh Run CT 1,0,0,24
Louisa CT 5,1,3,0
Louisa CT 2,0,0,24
Louisa CT 3,0,0,24
Louisa CT 4,0,0,196
Louisa CT 1,0,0,24
Remington 3,0,0,196
Remington 2,1,8,0
Remington 1,0,0,24
Remington 4,0,0,24
Ladysmith GT 2,1,31,0
Ladysmith GT 1,1,14,0
Ladysmith GT 3,0,0,196
Ladysmith GT 4,1,31,0
Ladysmith GT 5,1,30,0
Mone 1,1,30,0
Mone 3,1,11,0
Mone 2,1,5,0
Amelia Landfill,1,39,0
Clayton 2,0,0,196
Clayton 1 (Beasley),0,0,196
Mickleton CT 1,0,0,196
Three Mile Island 1,1,42,0
Croydon 11,0,0,196
Croydon 21,0,0,24
Croydon 32,0,0,196
Croydon 12,1,19,0
Croydon 22,0,0,196
Croydon 31,0,0,196
Croydon 41,0,0,196
Croydon 42,0,0,196
Gavin 1,1,96,0
Gavin 2,1,48,0
Seneca 1,0,0,72
Seneca 3,0,0,2
Seneca 2,0,0,3
Cheswick 1,1,96,0
Glen Gardner A3,0,0,196
Glen Gardner B8,0,0,196
Glen Gardner B6,0,0,196
Glen Gardner A4,0,0,196
Glen Gardner B7,0,0,196
Glen Gardner B5,0,0,196
Glen Gardner A2,0,0,196
Glen Gardner A1,0,0,196
E.D. Edwards 3,1,96,0
E.D. Edwards 1,0,0,196
E.D. Edwards 2,1,96,0
Coffeen 1,1,96,0
Coffeen 2,1,6,0
Dresden 3,1,96,0
Dresden 2,0,0,48
Joliet 6,1,96,0
Kincaid 1,1,96,0
Kincaid 2,1,96,0
Powerton 6,1,96,0
Powerton 5,1,96,0
Quad Cities 1,1,96,0
Quad Cities 2,1,96,0
Waukegan 7,1,96,0
Waukegan 32,0,0,196
Waukegan 31,0,0,196
Waukegan 8,1,96,0
Will County 4,1,96,0
Will County 3,1,96,0
Fisk 34,0,0,196
Fisk 33,0,0,196
Fisk 32,0,0,196
Fisk 31,0,0,196
Joppa 6,1,96,0
Joppa 5,1,96,0
Joppa 3,1,23,0
Joppa 2,1,96,0
Joppa 4,1,96,0
Joppa 1,1,96,0
Hennepin 2,1,62,0
Hennepin 1,1,96,0
Clifty Creek 6,1,96,0
Clifty Creek 4,1,96,0
Clifty Creek 3,0,0,196
Clifty Creek 5,1,96,0
Clifty Creek 1,1,96,0
Clifty Creek 2,1,96,0
Elkhart 3,1,96,0
Elkhart 2,0,0,196
Elkhart 1,1,96,0
Tanners Ck 2,1,96,0
Tanners Ck 1,1,48,0
Tanners Ck 3,0,0,48
Tanners Ck 4,1,96,0
Twinbrnch 5,0,0,196
Twinbrnch 2,0,0,9
Twinbrnch 4,1,96,0
Twinbrnch 1,0,0,39
Twinbrnch 8,0,0,56
Twinbrnch 6,1,96,0
Twinbrnch 7,1,96,0
Twinbrnch 3,1,96,0
DR1,0,0,48
DR2,1,20,0
DR3,1,3,0
DR4,1,5,0
DR5,0,0,14
