Gen_Index,Fuel_Cost	,Pmin,start_cost,Can_Spin,Min_Up,Min_Down
Wolf Hills 1,55.10614861150201,0.25,1400.0,1,2,1
Wolf Hills 2,55.10614861150201,0.25,1400.0,1,2,1
Morgan ST 1,36.3840432002064,0.4,27100.0,1,5,4
Morgan CT 1,36.3840432002064,0.4,17800.0,1,5,4
Morgan CT 2,36.3840432002064,0.4,17800.0,1,5,4
Morgan CT 3,36.3840432002064,0.4,17800.0,1,5,4
River Energy CT 1 (Calumet),52.043404557504,0.25,5000.0,1,2,1
River Energy CT 2 (Calumet),52.043404557504,0.25,5000.0,1,2,1
New Covert 2,35.7975392126304,0.4,39000.0,1,5,4
New Covert 1,35.7975392126304,0.4,39000.0,1,5,4
New Covert 3,35.7975392126304,0.4,39000.0,1,5,4
Ford Mill Block 1,35.156739871443605,0.4,62400.0,1,5,4
Ford Mill Block 2,35.156739871443605,0.4,63000.0,1,5,4
Ironwood CT 2,35.6102271275754,0.4,22500.0,1,5,4
Ironwood CT 1,35.6102271275754,0.4,22500.0,1,5,4
Ironwood CC 3,35.6102271275754,0.4,22300.0,1,5,4
South Bend 1 (Armstrong),53.165502579468004,0.25,3985.0,1,2,1
South Bend 2 (Armstrong),53.165502579468004,0.25,3967.4999999999995,1,2,1
South Bend 3 (Armstrong),53.165502579468004,0.25,4027.5,1,2,1
South Bend 4 (Armstrong),53.165502579468004,0.25,3990.0,1,2,1
Troy 1,47.5076082014244,0.25,4000.0,1,2,1
Troy 2,47.5076082014244,0.25,4000.0,1,2,1
Troy 3,47.5076082014244,0.25,4000.0,1,2,1
Troy 4,47.5076082014244,0.25,4000.0,1,2,1
Oak Grove 1 (Pleasants),53.015085861372,0.25,4004.9999999999995,1,2,1
Oak Grove 2 (Pleasants),53.015085861372,0.25,4027.5,1,2,1
Dresden 1A,33.9269863698786,0.4,16210.0,1,5,4
Dresden 1S,33.9269863698786,0.4,25300.0,1,5,4
Dresden 1B,33.9269863698786,0.4,16210.0,1,5,4
Cottonwood CT 3,36.3050974272048,0.4,16500.0,1,5,4
Cottonwood CT 2,36.3050974272048,0.4,15000.0,1,5,4
Cottonwood ST 3,36.3050974272048,0.4,15000.0,1,5,4
Cottonwood CT 1,36.3050974272048,0.4,15000.0,1,5,4
Cottonwood ST 1,36.3050974272048,0.4,16500.0,1,5,4
Cottonwood ST 2,36.3050974272048,0.4,16500.0,1,5,4
Cottonwood ST 4,36.3050974272048,0.4,15000.0,1,5,4
Cottonwood CT 4,36.3050974272048,0.4,16500.0,1,5,4
Gans 8 (AE8),51.807476573040006,0.25,1100.0,1,2,1
Gans 9 (AE9),51.807476573040006,0.25,1100.0,1,2,1
ComChes 6,50.21650584225,0.25,1125.0,1,2,1
ComChes 5,50.21650584225,0.25,1125.0,1,2,1
ComChes 4,50.21650584225,0.25,1125.0,1,2,1
ComChes 2,50.21650584225,0.25,1125.0,1,2,1
ComChes 3,50.21650584225,0.25,1125.0,1,2,1
ComChes 1,50.21650584225,0.25,1125.0,1,2,1
ComChes 7,50.21650584225,0.25,1125.0,1,2,1
Rockgen Peaker GT 2,49.798605658674,0.25,3900.0,1,2,1
Rockgen Peaker GT 3,49.798605658674,0.25,3900.0,1,2,1
Rockgen Peaker GT 1,49.798605658674,0.25,3900.0,1,2,1
Zion GT 3,54.134115728699996,0.25,4375.0,1,2,1
Zion GT 2,54.134115728699996,0.25,4375.0,1,2,1
Zion GT 1,54.134115728699996,0.25,4375.0,1,2,1
Washington 13,35.0289068921034,0.4,66500.0,1,5,4
Rolling Hills 1 (Flatlick),53.407971048228,0.25,4875.0,1,2,1
Rolling Hills 2 (Flatlick),53.407971048228,0.25,4875.0,1,2,1
Rolling Hills 5 (Flatlick),53.407971048228,0.25,4875.0,1,2,1
Rolling Hills 4 (Flatlick),53.407971048228,0.25,4875.0,1,2,1
Rolling Hills 3 (Flatlick),53.407971048228,0.25,4875.0,1,2,1
Bayou Cove CT 2,63.797087952636005,0.25,2000.0,1,2,1
Bayou Cove CT 4,63.797087952636005,0.25,2000.0,1,2,1
Bayou Cove CT 3,63.797087952636005,0.25,2000.0,1,2,1
Elgin 3,60.795312644148,0.25,3375.0,1,2,1
Elgin 2,60.795312644148,0.25,3375.0,1,2,1
Elgin 1,60.795312644148,0.25,3375.0,1,2,1
Elgin 4,60.795312644148,0.25,3375.0,1,2,1
Fluvanna GT 32,35.053524163611,0.4,17280.0,1,5,4
Fluvanna GT 22,35.053524163611,0.4,16700.0,1,5,4
Fluvanna GS 12,35.053524163611,0.4,40080.0,1,5,4
Fluvanna GT 12,35.053524163611,0.4,16630.0,1,5,4
Lawrenceburg 2S,35.1499297000788,0.4,25700.0,1,5,4
Lawrenceburg 1B,35.1499297000788,0.4,16610.0,1,5,4
Lawrenceburg 2B,35.1499297000788,0.4,16610.0,1,5,4
Lawrenceburg 2A,35.1499297000788,0.4,16610.0,1,5,4
Lawrenceburg 1S,35.1499297000788,0.4,25700.0,1,5,4
Lawrenceburg 1A,35.1499297000788,0.4,16610.0,1,5,4
Waterford CT 1,34.587040813666796,0.4,16800.0,1,5,4
Waterford ST 1,34.587040813666796,0.4,37200.0,1,5,4
Waterford CT 3,34.587040813666796,0.4,16800.0,1,5,4
Waterford CT 2,34.587040813666796,0.4,16800.0,1,5,4
Ronco (Fayette),35.2341178710594,0.4,66500.0,1,5,4
York CT 2 (Delta),39.5386850291976,0.4,12700.0,1,5,4
York CT 1 (Delta),39.5386850291976,0.4,12500.0,1,5,4
York CT 3 (Delta),39.5386850291976,0.4,12700.0,1,5,4
York ST 4 (Delta),39.5386850291976,0.4,19500.0,1,5,4
UPark 6 (North),53.988558148530004,0.25,1125.0,1,2,1
UPark 4 (North),53.988558148530004,0.25,1125.0,1,2,1
UPark 10 (North),53.988558148530004,0.25,1125.0,1,2,1
UPark 11 (North),53.988558148530004,0.25,1125.0,1,2,1
UPark 7 (North),53.988558148530004,0.25,1125.0,1,2,1
UPark 2 (North),53.988558148530004,0.25,1125.0,1,2,1
UPark 9 (North),53.988558148530004,0.25,1125.0,1,2,1
UPark 1 (North),53.988558148530004,0.25,1125.0,1,2,1
UPark 8 (North),53.988558148530004,0.25,1125.0,1,2,1
UPark 3 (North),53.988558148530004,0.25,1125.0,1,2,1
UPark 12 (North),53.988558148530004,0.25,1125.0,1,2,1
UPark 5 (North),53.988558148530004,0.25,1125.0,1,2,1
Chambersburg 13 (Guilford AE13),50.590680254058,0.25,1100.0,1,2,1
Chambersburg 12 (Guilford AE12),50.590680254058,0.25,1100.0,1,2,1
B Chambersburg 13 (CCLP),133.17110989,0.25,175.0,1,2,1
B Chambersburg 47 (CCLP),133.17110989,0.25,560.0,1,2,1
Mt Bethel CC 3,36.0329316454332,0.4,21400.0,1,5,4
Mt Bethel CT 2,36.0329316454332,0.4,19000.0,1,5,4
Mt Bethel CT 1,36.0329316454332,0.4,19000.0,1,5,4
Bethlehem CT5,39.9808334671506,0.4,11800.0,1,5,4
Bethlehem CT7,39.9808334671506,0.4,12700.0,1,5,4
Bethlehem ST4,39.9808334671506,0.4,19500.0,1,5,4
Bethlehem CT3,39.9808334671506,0.4,12700.0,1,5,4
Bethlehem CT6,39.9808334671506,0.4,12700.0,1,5,4
Bethlehem CT2,39.9808334671506,0.4,12700.0,1,5,4
Bethlehem ST8,39.9808334671506,0.4,19500.0,1,5,4
Bethlehem CT1,39.9808334671506,0.4,11800.0,1,5,4
Fremont ST 3,62.242220511444,0.4,34300.0,1,5,4
Fremont CT 2,62.242220511444,0.4,18000.0,1,5,4
Fremont CT 1,62.242220511444,0.4,18000.0,1,5,4
Choctaw 3 CT,35.6426716010388,0.4,17300.0,1,5,4
Choctaw 4 ST,35.6426716010388,0.4,30100.0,1,5,4
Choctaw 2 CT,35.6426716010388,0.4,17300.0,1,5,4
Choctaw 1 CT,35.6426716010388,0.4,17300.0,1,5,4
Springdale 5 (AE5),35.893265829879,0.4,19000.0,1,5,4
Springdale 3 (AE3),35.893265829879,0.4,18000.0,1,5,4
Springdale 4 (AE4),35.893265829879,0.4,18000.0,1,5,4
Hanging Rock 1,35.1283540826796,0.4,66410.0,1,5,4
Hanging Rock 2,35.1283540826796,0.4,66590.0,1,5,4
Buchanan 1 (BuchanCO),48.2831100108408,0.25,1075.0,1,2,1
Buchanan 2 (BuchanCO),48.2831100108408,0.25,1075.0,1,2,1
Grand Central 2,49.798605658674,0.25,75.0,1,2,1
Grand Central 3,49.798605658674,0.25,75.0,1,2,1
Grand Central 1,49.798605658674,0.25,75.0,1,2,1
MH 750 STM 1 (Phillips),35.6460661773804,0.4,27100.0,1,5,4
MH 750 CT 1 (Phillips),35.6460661773804,0.4,18010.0,1,5,4
MH 750 CT 3 (Phillips),35.6460661773804,0.4,18010.0,1,5,4
MH 750 CT 2 (Phillips),35.6460661773804,0.4,18010.0,1,5,4
Prairie State 1,19.5204631566,0.4,81210.0,1,6,6
Prairie State 2,19.5204631566,0.4,80510.0,1,6,6
Oaks LF 2,190.10176068,0.25,17.5,1,2,1
Oaks LF 1,190.10176068,0.25,32.5,1,2,1
Rockford 2/21,51.41811018807,0.25,3825.0,1,2,1
Lakewood CT1,52.61695138719,0.25,4210.0,1,2,1
Lakewood CT2,52.61695138719,0.25,4192.5,1,2,1
Warren County RR NUG,14.4696438915,0.4,1000.0,1,6,6
Warren County LF 1,133.02623425,0.25,47.5,1,2,1
Hunterstown CC 201,35.226119581183795,0.4,17710.0,1,5,4
Hunterstown CC 401,35.226119581183795,0.4,31500.0,1,5,4
Hunterstown CC 101,35.226119581183795,0.4,16500.0,1,5,4
Hunterstown CC 301,35.226119581183795,0.4,17710.0,1,5,4
Hamlet CT 6,58.065799341114,0.25,1415.0,1,2,1
Hamlet CT 4,58.065799341114,0.25,1415.0,1,2,1
Hamlet CT 2,58.065799341114,0.25,1415.0,1,2,1
Hamlet CT 5,58.065799341114,0.25,1415.0,1,2,1
Hamlet CT 1,58.065799341114,0.25,1415.0,1,2,1
Hamlet CT 3,58.065799341114,0.25,1415.0,1,2,1
Tosco (Linden CoGen),45.499309033719,0.25,4300.0,1,2,1
Summersville 2,0.0,0.0,0.0,1,10,8
Summersville 1,0.0,0.0,0.0,1,10,8
Hunlock 4,624.82059175704,0.25,1115.0,1,2,1
Columbus Renick Run 1,133.02623425,0.25,34.0,1,2,1
Columbus Renick Run 2,133.02623425,0.25,34.0,1,2,1
Columbus ST 8,133.02623425,0.25,45.75,1,2,1
Columbus ST 1,133.02623425,0.25,27.500000000000004,1,2,1
Columbus Dodge Park,133.02623425,0.25,45.75,1,2,1
Southern LF 5,141.89373367000002,0.25,25.0,1,2,1
Southern LF,141.89373367000002,0.25,102.49999999999999,1,2,1
Central LF,147.3898478,0.25,75.0,1,2,1
Greater Lebanon LF,142.90315273,0.25,50.0,1,2,1
Bethel Energy,153.05947943,0.25,110.00000000000001,1,2,1
Longview 1,18.497987823000003,0.4,70000.0,1,6,6
Newland Park LF,145.90218643,0.25,150.0,1,2,1
Brunswick LF,141.33446769,0.25,275.0,1,2,1
Charles City Landfill,136.43443047,0.25,400.0,1,2,1
Chesterfield Landfill,154.72233946,0.25,400.0,1,2,1
King and Queen LF,130.07590063,0.25,295.0,1,2,1
Upton,149.37633633000002,0.25,375.0,1,2,1
Pine Grove LF,170.88242574,0.25,150.0,1,2,1
Rockville Diesel,101.62195122300001,0.25,100.0,1,2,1
Virginia Beach Landfill,156.93047031999998,0.25,300.0,1,2,1
Winnebago 3,133.02623425,0.25,40.0,1,2,1
Winnebago 4,133.02623425,0.25,40.0,1,2,1
Winnebago 2,133.02623425,0.25,40.0,1,2,1
Winnebago 1,133.02623425,0.25,40.0,1,2,1
Bear Garden,32.2018534882692,0.4,61200.0,1,5,4
Virginia City 1,21.101522421,0.4,61000.0,1,6,6
Haverhill 1,21.70291473,0.4,6100.0,1,6,6
Ottawa County LF 1,138.66666671,0.25,34.0,1,2,1
Ottawa County LF 2,138.66666671,0.25,34.0,1,2,1
Ottawa County LF 3,138.66666671,0.25,34.0,1,2,1
Carbon Limestone LF 16,181.72495081,0.25,32.5,1,2,1
Carbon Limestone LF 7,181.72495081,0.25,34.0,1,2,1
Carbon Limestone LF 5,181.72495081,0.25,34.0,1,2,1
Carbon Limestone LF 1,181.72495081,0.25,34.0,1,2,1
Carbon Limestone LF 15,181.72495081,0.25,32.5,1,2,1
Carbon Limestone LF 9,181.72495081,0.25,34.0,1,2,1
Carbon Limestone LF 6,181.72495081,0.25,34.0,1,2,1
Carbon Limestone LF 10,181.72495081,0.25,34.0,1,2,1
Carbon Limestone LF 4,181.72495081,0.25,34.0,1,2,1
Carbon Limestone LF 3,181.72495081,0.25,34.0,1,2,1
Carbon Limestone LF 8,181.72495081,0.25,34.0,1,2,1
Carbon Limestone LF 12,181.72495081,0.25,34.0,1,2,1
Carbon Limestone LF 13,181.72495081,0.25,34.0,1,2,1
Carbon Limestone LF 14,181.72495081,0.25,34.0,1,2,1
Carbon Limestone LF 2,181.72495081,0.25,34.0,1,2,1
Carbon Limestone LF 11,181.72495081,0.25,34.0,1,2,1
Lorain County LF 9,147.20009603,0.25,40.0,1,2,1
Lorain County LF 7,147.20009603,0.25,40.0,1,2,1
Lorain County LF 6,147.20009603,0.25,40.0,1,2,1
Lorain County LF 8,147.20009603,0.25,40.0,1,2,1
Lorain County LF 10,147.20009603,0.25,40.0,1,2,1
Lorain County LF 4,147.20009603,0.25,40.0,1,2,1
Lorain County LF 2,147.20009603,0.25,40.0,1,2,1
Lorain County LF 1,147.20009603,0.25,40.0,1,2,1
Lorain County LF 5,147.20009603,0.25,40.0,1,2,1
Lorain County LF 3,147.20009603,0.25,40.0,1,2,1
Cumberland County LF,144.82681993,0.25,100.0,1,2,1
Shippensburg LF (Community Refuse),150.09717411,0.25,140.0,1,2,1
Northern Tier LF,140.6726672,0.25,25.0,1,2,1
Stafford LF,141.65530379,0.25,50.0,1,2,1
Broad Mountain 2 LF (Hegins),77.946955819242,0.25,262.5,1,2,1
Pioneer Crossing LF,149.79770559,0.25,165.0,1,2,1
Arden LF,158.17165338,0.25,110.00000000000001,1,2,1
William Penn LF (Middle Peninsula),148.05423087,0.25,150.0,1,2,1
King George LF,86.52698131596001,0.25,250.0,1,2,1
Cleveland County CT 1,52.072161531444,0.25,5250.0,1,2,1
Glendon LF,135.72638365,0.25,80.0,1,2,1
Erie County LF 1,141.05558974,0.25,50.0,1,2,1
Henrico County LF,141.51833501,0.25,100.0,1,2,1
Geneva LF 2,158.77990427,0.25,20.0,1,2,1
Geneva LF 5,158.77990427,0.25,20.0,1,2,1
Geneva LF 4,158.77990427,0.25,20.0,1,2,1
Geneva LF 3,158.77990427,0.25,20.0,1,2,1
Geneva LF 1,158.77990427,0.25,20.0,1,2,1
Mahoning LF 3,159.35645011,0.25,20.0,1,2,1
Mahoning LF 4,159.35645011,0.25,20.0,1,2,1
Mahoning LF 2,159.35645011,0.25,20.0,1,2,1
Mahoning LF 1,159.35645011,0.25,20.0,1,2,1
Mahoning LF 5,159.35645011,0.25,20.0,1,2,1
Bellefontaine LF,163.65898808999998,0.25,112.5,1,2,1
Reichs Ford LF,236.58345386,0.25,50.0,1,2,1
Middletown Coke (Yankee 1 emkts),21.70291473,0.4,4700.0,1,6,6
Salem County LF,154.85453594,0.25,47.5,1,2,1
Pleasantville 2,133.02623425,0.25,47.5,1,2,1
Pleasantville 3,133.02623425,0.25,45.0,1,2,1
Pleasantville 1,133.02623425,0.25,37.5,1,2,1
Sussex County LF,177.73032407,0.25,50.0,1,2,1
Burlington Cty LF 4,133.02623425,0.25,35.0,1,2,1
Burlington Cty LF 5,133.02623425,0.25,35.0,1,2,1
Burlington Cty LF 2,133.02623425,0.25,35.0,1,2,1
Burlington Cty LF 1,133.02623425,0.25,35.0,1,2,1
Burlington Cty LF 3,133.02623425,0.25,35.0,1,2,1
Northeast LF 4,162.07463310999998,0.25,40.0,1,2,1
Northeast LF 3,162.07463310999998,0.25,40.0,1,2,1
Northeast LF 1,162.07463310999998,0.25,40.0,1,2,1
Northeast LF 2,162.07463310999998,0.25,40.0,1,2,1
Evergreen 1,21.70291473,0.4,2500.0,1,6,6
Edgeboro LF,157.00114729,0.25,240.0,1,2,1
Millersville LF 2,141.19165385,0.25,40.0,1,2,1
Millersville LF 1,141.19165385,0.25,40.0,1,2,1
Christiana 11,49.798605658674,0.25,625.0,1,2,1
Christiana 14,49.798605658674,0.25,625.0,1,2,1
Woodbine LF 2 (Cape May),193.85811614,0.25,25.0,1,2,1
Woodbine LF 1 (Cape May),193.85811614,0.25,25.0,1,2,1
Woodbine LF 3 (Cape May),193.85811614,0.25,25.0,1,2,1
Delaware City 03,21.70291473,0.4,7200.0,1,6,6
Delaware City 06,49.798605658674,0.25,1500.0,1,2,1
Delaware City 10,49.798605658674,0.25,450.0,1,2,1
Delaware City 07,49.798605658674,0.25,2250.0,1,2,1
Edge Moor 03,25.306706775000002,0.4,8600.0,1,6,6
Edge Moor 10,59.51414384715,0.25,375.0,1,2,1
Edge Moor 05,25.306706775000002,0.4,45000.0,1,6,6
Edge Moor 04,25.306706775000002,0.4,17400.0,1,6,6
Cleveland County CT 4,49.798605658674,0.25,4875.0,1,2,1
Indian River 10,66.130281272514,0.25,525.0,1,2,1
Indian River 04,28.120032129000002,0.4,42510.0,1,6,6
Berrien Springs LF 3,131.03892204,0.25,40.0,1,2,1
Berrien Springs LF 1,131.03892204,0.25,40.0,1,2,1
Berrien Springs LF 2,131.03892204,0.25,40.0,1,2,1
West 1,49.798605658674,0.25,475.0,1,2,1
Orchard Hills LF 1,128.447098975,0.25,40.0,1,2,1
Orchard Hills LF 2,128.447098975,0.25,40.0,1,2,1
Dover McKee Run 3,24.105011574000002,0.4,10200.0,1,6,6
Dover McKee Run 1,21.70291473,0.4,1700.0,1,6,6
Dover McKee Run 2,21.70291473,0.4,1700.0,1,6,6
Cook 1,5.229563825,0.9,541550.0,1,20,20
Cook 2,5.229563825,0.9,591550.0,1,20,20
Pleasants 1,21.659645679,0.4,64510.0,1,6,6
Pleasants 2,21.659645679,0.4,64010.0,1,6,6
Racine 1,0.0,0.0,0.0,1,10,8
Racine 2,0.0,0.0,0.0,1,10,8
Calvert Cliffs 1,5.229563795,0.9,450000.0,1,20,20
Calvert Cliffs 2,5.229563795,0.9,440000.0,1,20,20
Duck Creek 1,23.495879694000003,0.4,43300.0,1,6,6
Newton 2,21.70291473,0.4,61210.0,1,6,6
Newton 1,22.026290097,0.4,61010.0,1,6,6
East Bend 2,22.941706809000003,0.4,60000.0,1,6,6
Zimmer 1,20.6896227531,0.4,132110.0,1,6,6
Brandon Shores 2,23.830538466,0.4,64810.0,1,6,6
Brandon Shores 1,23.830538466,0.4,66510.0,1,6,6
Perry 1,5.22956382,0.9,665000.0,1,20,20
Braidwood 2,5.229563875,0.9,602550.0,1,20,20
Braidwood 1,5.229563875,0.9,613500.0,1,20,20
Byron 2,5.229563855,0.9,595050.0,1,20,20
Byron 1,5.229563855,0.9,610550.0,1,20,20
Lasalle 2,5.229563815,0.9,582000.0,1,20,20
Lasalle 1,5.229563815,0.9,575300.0,1,20,20
Killen GT 1,51.74512032786,0.25,450.0,1,2,1
Killen 2,22.00314921,0.4,60000.0,1,6,6
Catawba 1,5.229563849999999,0.9,581500.0,1,20,20
Beaver Valley 1,5.22956375,0.9,485000.0,1,20,20
Beaver Valley 2,5.22956375,0.9,485000.0,1,20,20
Spurlock 3,21.144364794,0.4,26800.0,1,6,6
Spurlock 1,21.144364794,0.4,30510.000000000004,1,6,6
Spurlock 2,21.144364794,0.4,51000.0,1,6,6
Spurlock 4,21.144364794,0.4,26800.0,1,6,6
Big Cajun II 2,23.148915342000002,0.4,57500.0,1,6,6
Big Cajun II 1,23.148915342000002,0.4,58000.0,1,6,6
Big Cajun II 3,23.148915342000002,0.4,58800.0,1,6,6
Trimble 2,20.9005786059,0.4,78500.0,1,6,6
Trimble 1,20.9005786059,0.4,51500.0,1,6,6
Mansfield 3,22.982206569000002,0.4,91000.0,1,6,6
Mansfield 2,22.982206569000002,0.4,91000.0,1,6,6
Mansfield 1,22.982206569000002,0.4,91000.0,1,6,6
Susquehanna 2,5.22956384,0.9,627550.0,1,20,20
Susquehanna 1,5.22956384,0.9,630050.0,1,20,20
Limerick 2,5.22956381,0.9,597050.0,1,20,20
Limerick 1,5.22956381,0.9,591000.0,1,20,20
Gibson 5,21.666904644000002,0.4,62500.0,1,6,6
Hope Creek 1,5.22956376,0.9,586000.0,1,20,20
Davis Besse 1,5.229563835,0.9,475000.0,1,20,20
Rockport 2,20.8913744319,0.4,130000.0,1,6,6
Rockport 1,20.8913744319,0.4,131500.0,1,6,6
Bath County 3,0.0,0.0,0.0,1,10,8
Bath County 6,0.0,0.0,0.0,1,10,8
Bath County 5,0.0,0.0,0.0,1,10,8
Bath County 2,0.0,0.0,0.0,1,10,8
Bath County 1,0.0,0.0,0.0,1,10,8
Bath County 4,0.0,0.0,0.0,1,10,8
North Anna 1,5.22946509,0.9,474000.0,1,20,20
North Anna 2,5.22946509,0.9,488050.0,1,20,20
Laurel,0.0,0.0,0.0,1,10,8
Mountaineer 1,20.545694011500004,0.4,131510.0,1,6,6
Ocracoke 1,5996.9928577,0.25,75.0,1,2,1
Center Hill 1,0.0,0.0,0.0,1,10,8
Center Hill 3,0.0,0.0,0.0,1,10,8
Center Hill 2,0.0,0.0,0.0,1,10,8
Cheatham 3,0.0,0.0,0.0,1,10,8
Cheatham 2,0.0,0.0,0.0,1,10,8
Cheatham 1,0.0,0.0,0.0,1,10,8
Yards Creek 3,0.0,0.0,0.0,1,10,8
Yards Creek 1,0.0,0.0,0.0,1,10,8
Yards Creek 2,0.0,0.0,0.0,1,10,8
London 1,0.0,0.0,0.0,1,10,8
London 2,0.0,0.0,0.0,1,10,8
London 3,0.0,0.0,0.0,1,10,8
Marmet 3,0.0,0.0,0.0,1,10,8
Marmet 1,0.0,0.0,0.0,1,10,8
Marmet 2,0.0,0.0,0.0,1,10,8
Winfield 3,0.0,0.0,0.0,1,10,8
Winfield 2,0.0,0.0,0.0,1,10,8
Winfield 1,0.0,0.0,0.0,1,10,8
Lake Lynn 3,0.0,0.0,0.0,1,10,8
Lake Lynn 2,0.0,0.0,0.0,1,10,8
Lake Lynn 1,0.0,0.0,0.0,1,10,8
Lake Lynn 4,0.0,0.0,0.0,1,10,8
Vineland Jet 1,85.979654155692,0.25,800.0,1,2,1
Gravel Neck 3,64.755192699402,0.25,2300.0,1,2,1
Gravel Neck 4,64.755192699402,0.25,2300.0,1,2,1
Gravel Neck 5,64.755192699402,0.25,2300.0,1,2,1
Gravel Neck 2,64.755192699402,0.25,700.0,1,2,1
Gravel Neck 1,64.755192699402,0.25,425.0,1,2,1
Gravel Neck 6,64.755192699402,0.25,2300.0,1,2,1
Raystown,0.0,0.0,0.0,1,10,8
Forked River C1,68.02015118742,0.25,1100.0,1,2,1
Forked River C2,68.02015118742,0.25,1050.0,1,2,1
Hay Road CT6,40.260749714911206,0.4,12600.0,1,5,4
Hay Road ST8,40.260749714911206,0.4,18700.0,1,5,4
Hay Road CT3,40.260749714911206,0.4,12600.0,1,5,4
Hay Road CT1,40.260749714911206,0.4,12600.0,1,5,4
Hay Road CT2,40.260749714911206,0.4,12600.0,1,5,4
Hay Road CT7,40.260749714911206,0.4,12600.0,1,5,4
Hay Road CT5,40.260749714911206,0.4,12600.0,1,5,4
Hay Road ST4,40.260749714911206,0.4,18700.0,1,5,4
Woodsdale GT 3,189.879274823496,0.25,2350.0,1,2,1
Woodsdale GT 4,189.879274823496,0.25,2350.0,1,2,1
Woodsdale GT 6,189.879274823496,0.25,2350.0,1,2,1
Woodsdale GT 2,189.879274823496,0.25,2350.0,1,2,1
Woodsdale GT 1,189.879274823496,0.25,2350.0,1,2,1
Woodsdale GT 5,189.879274823496,0.25,2350.0,1,2,1
Darbytown 4,61.177340368290004,0.25,2300.0,1,2,1
Darbytown 2,61.177340368290004,0.25,2300.0,1,2,1
Darbytown 1,61.177340368290004,0.25,2300.0,1,2,1
Darbytown 3,61.177340368290004,0.25,2300.0,1,2,1
Clover 2,21.619488345000004,0.4,44100.0,1,6,6
Clover 1,21.619488345000004,0.4,44100.0,1,6,6
Lincoln 2,96.59209193464201,0.25,1925.0,1,2,1
Lincoln 1,96.59209193464201,0.25,1925.0,1,2,1
Lincoln 8,96.59209193464201,0.25,1925.0,1,2,1
Lincoln 7,96.59209193464201,0.25,1925.0,1,2,1
Lincoln 3,96.59209193464201,0.25,1925.0,1,2,1
Lincoln 4,96.59209193464201,0.25,1925.0,1,2,1
Lincoln 5,96.59209193464201,0.25,1925.0,1,2,1
Lincoln 6,96.59209193464201,0.25,1925.0,1,2,1
Sherman Avenue CT 1,67.92647345209201,0.25,2400.0,1,2,1
Dover Parkland 11,70.55047025726401,0.25,1125.0,1,2,1
Richmond CT 2,74.9434352589,0.25,950.0,1,2,1
Richmond CT 1,74.9434352589,0.25,950.0,1,2,1
Anderson CT 2,61.22408298264,0.25,950.0,1,2,1
Anderson CT 3,61.22408298264,0.25,2100.0,1,2,1
Anderson CT 1,61.22408298264,0.25,950.0,1,2,1
Bellville 1,0.0,0.0,0.0,1,10,8
Bellville 2,0.0,0.0,0.0,1,10,8
Pennsbury 1,49.798605658674,0.25,75.0,1,2,1
Pennsbury 2,49.798605658674,0.25,75.0,1,2,1
Fairless Hills B,31.964360421000002,0.4,3000.0,1,6,6
Fairless Hills A,31.964360421000002,0.4,3000.0,1,6,6
Tilton CT 2,52.504971002718,0.25,1125.0,1,2,1
Tilton CT 1,52.504971002718,0.25,1125.0,1,2,1
Tilton CT 4,52.504971002718,0.25,1125.0,1,2,1
Tilton CT 3,52.504971002718,0.25,1125.0,1,2,1
Montpelier 3,50.791697225736,0.25,1475.0,1,2,1
Montpelier 1,50.791697225736,0.25,1475.0,1,2,1
Montpelier 4,50.791697225736,0.25,1475.0,1,2,1
Montpelier 2,50.791697225736,0.25,1475.0,1,2,1
Rowan CT 2,35.686734224835604,0.25,4450.0,1,2,1
Rowan CT 1,49.798605658674,0.25,4975.0,1,2,1
Rowan 4 CC,35.686734224835604,0.4,59400.0,1,5,4
Rock Springs CT1,51.926092411085996,0.25,4100.0,1,2,1
Rock Springs CT4,51.926092411085996,0.25,4160.0,1,2,1
Rock Springs CT3,51.926092411085996,0.25,4090.0,1,2,1
Rock Springs CT2,51.926092411085996,0.25,4075.0,1,2,1
Marsh Run CT 2,53.701644798456,0.25,3982.5000000000005,1,2,1
Marsh Run CT 3,53.701644798456,0.25,4025.0,1,2,1
Marsh Run CT 1,53.701644798456,0.25,4025.0,1,2,1
Louisa CT 5,57.652340934377996,0.25,3950.0,1,2,1
Louisa CT 2,57.652340934377996,0.25,1925.0,1,2,1
Louisa CT 3,57.652340934377996,0.25,1932.5,1,2,1
Louisa CT 4,57.652340934377996,0.25,1930.0,1,2,1
Louisa CT 1,57.652340934377996,0.25,1912.5,1,2,1
Remington 3,49.754326911864005,0.25,4450.0,1,2,1
Remington 2,49.754326911864005,0.25,4450.0,1,2,1
Remington 1,49.754326911864005,0.25,4450.0,1,2,1
Remington 4,49.754326911864005,0.25,4450.0,1,2,1
Ladysmith GT 2,48.8756295589188,0.25,4450.0,1,2,1
Ladysmith GT 1,48.8756295589188,0.25,4450.0,1,2,1
Ladysmith GT 3,48.8756295589188,0.25,3995.0000000000005,1,2,1
Ladysmith GT 4,48.8756295589188,0.25,4000.0,1,2,1
Ladysmith GT 5,48.8756295589188,0.25,4015.0,1,2,1
Mone 1,54.043412610924,0.25,4377.5,1,2,1
Mone 3,54.043412610924,0.25,4377.5,1,2,1
Mone 2,54.043412610924,0.25,4250.0,1,2,1
