timepoint,zone,wind,solar,curtailment
1,EAST,6.3924431340000005,0.0,0.0
1,WEST,3544.0866997284,0.0,0.0
1,DC_BGE_PEP,69.73574328000001,0.0,0.0
1,VA_DOM,0.0,0.0,0.0
1,PA_METED_PPL,774.938447199,0.0,0.0
2,EAST,6.3924431340000005,0.0,0.0
2,WEST,3544.0866997284,0.0,0.0
2,DC_BGE_PEP,69.73574328000001,0.0,0.0
2,VA_DOM,0.0,0.0,0.0
2,PA_METED_PPL,774.938447199,0.0,0.0
3,EAST,6.309441787,0.0,0.0
3,WEST,3498.0692438362003,0.0,0.0
3,DC_BGE_PEP,68.83027404,0.0,0.0
3,VA_DOM,0.0,0.0,0.0
3,PA_METED_PPL,764.8764202695,0.0,0.0
4,EAST,6.121840713999999,0.0,0.0
4,WEST,3394.0597980364,0.0,0.0
4,DC_BGE_PEP,66.78371688,0.0,0.0
4,VA_DOM,0.0,0.0,0.0
4,PA_METED_PPL,742.134053829,0.0,0.0
5,EAST,6.15477467,0.0,0.0
5,WEST,3412.3189820420002,0.0,0.0
5,DC_BGE_PEP,67.1429964,0.0,0.0
5,VA_DOM,0.0,0.0,0.0
5,PA_METED_PPL,746.1265474950001,0.0,0.0
6,EAST,6.293585364,0.0,0.0
6,WEST,3489.2781546264005,0.0,0.0
6,DC_BGE_PEP,68.65729488000001,0.0,0.0
6,VA_DOM,0.0,0.0,0.0
6,PA_METED_PPL,762.954189354,0.0,0.0
7,EAST,6.363530701,0.0,0.0
7,WEST,3528.0571211926003,0.0,0.0
7,DC_BGE_PEP,69.42033492,0.0,0.0
7,VA_DOM,0.0,0.0,0.0
7,PA_METED_PPL,771.4334717985,0.0,0.0
8,EAST,6.363530701,0.0,0.0
8,WEST,3528.0571211926003,0.0,0.0
8,DC_BGE_PEP,69.42033492,0.0,0.0
8,VA_DOM,0.0,0.0,0.0
8,PA_METED_PPL,771.4334717985,0.0,0.0
9,EAST,6.099812906,44.71988866140001,3.552713678800501e-15
9,WEST,3381.8471807756005,12.1075681092,0.0
9,DC_BGE_PEP,66.54341352,6.855473623800001,0.0
9,VA_DOM,0.0,4.7176347726,0.0
9,PA_METED_PPL,739.4636827410001,5.467933984800001,0.0
10,EAST,5.535435003999999,109.51501851510004,-6.217248937900877e-15
10,WEST,3068.9458104903997,29.6503543578,0.0
10,DC_BGE_PEP,60.386563679999995,16.788443426700002,0.0
10,VA_DOM,0.0,11.5530667659,0.0
10,PA_METED_PPL,671.0456888939999,13.390482613200001,0.0
11,EAST,4.911139233,148.01321430600004,0.0
11,WEST,2722.8248842158,40.073446668,0.0
11,DC_BGE_PEP,53.57606436,22.690143402,-7.105427357601002e-15
11,VA_DOM,0.0,15.614356554,0.0
11,PA_METED_PPL,595.3640152004999,18.097685592,0.0
12,EAST,4.788721036,160.08486104940002,-1.7763568394002505e-15
12,WEST,2654.9540100136005,43.3417527732,0.0
12,DC_BGE_PEP,52.24059312,24.5407038198,0.0
12,VA_DOM,0.0,16.8878306646,0.0
12,PA_METED_PPL,580.523591046,19.573694800800002,0.0
13,EAST,4.863845085,171.50115538670002,7.993605777301127e-15
13,WEST,2696.604148671,46.4326272226,0.0
13,DC_BGE_PEP,53.0601282,26.2907999639,-7.105427357601002e-15
13,VA_DOM,0.0,18.0921696903,0.0
13,PA_METED_PPL,589.6306746225,20.969573584400003,0.0
14,EAST,4.863845085,164.94095428110003,7.993605777301127e-15
14,WEST,2696.604148671,44.656502905800004,0.0
