timepoint,zone,wind,solar,curtailment
1,EAST,4.48887153,0.0,0.0
1,WEST,2488.711992078,0.0,0.0
1,DC_BGE_PEP,48.9695076,0.0,0.0
1,VA_DOM,0.0,0.0,0.0
1,PA_METED_PPL,544.173653205,0.0,0.0
2,EAST,4.48887153,0.0,0.0
2,WEST,2488.711992078,0.0,0.0
2,DC_BGE_PEP,48.9695076,0.0,0.0
2,VA_DOM,0.0,0.0,0.0
2,PA_METED_PPL,544.173653205,0.0,0.0
3,EAST,4.143864516,0.0,0.0
3,WEST,2297.4338306616,0.0,0.0
3,DC_BGE_PEP,45.20579472,0.0,0.0
3,VA_DOM,0.0,0.0,0.0
3,PA_METED_PPL,502.349393826,0.0,0.0
4,EAST,3.864658567,0.0,0.0
4,WEST,2142.6369760642,0.0,0.0
4,DC_BGE_PEP,42.159911640000004,0.0,0.0
4,VA_DOM,0.0,0.0,0.0
4,PA_METED_PPL,468.50201809950005,0.0,0.0
5,EAST,3.774610884,0.0,0.0
5,WEST,2092.7129033784,0.0,0.0
5,DC_BGE_PEP,41.17757328,0.0,0.0
5,VA_DOM,0.0,0.0,0.0
5,PA_METED_PPL,457.585783074,0.0,0.0
6,EAST,3.69380649,0.0,0.0
6,WEST,2047.9134781740001,0.0,0.0
6,DC_BGE_PEP,40.2960708,0.0,0.0
6,VA_DOM,0.0,0.0,0.0
6,PA_METED_PPL,447.790086765,0.0,0.0
7,EAST,3.7272648379999995,0.0,0.0
7,WEST,2066.4633946388,0.0,0.0
7,DC_BGE_PEP,40.661070959999996,0.0,0.0
7,VA_DOM,0.0,0.0,0.0
7,PA_METED_PPL,451.84615104299996,0.0,0.0
8,EAST,3.7272648379999995,0.0,0.0
8,WEST,2066.4633946388,0.0,0.0
8,DC_BGE_PEP,40.661070959999996,0.0,0.0
8,VA_DOM,0.0,0.0,0.0
8,PA_METED_PPL,451.84615104299996,0.0,0.0
9,EAST,3.4927814900000005,6.989204049300001,0.0
9,WEST,1936.4615631740003,1.8922735854,0.0
9,DC_BGE_PEP,38.103070800000005,1.0714316481000001,0.0
9,VA_DOM,0.0,0.7373120337,0.0
9,PA_METED_PPL,423.420374265,0.8545751676000001,0.0
10,EAST,2.901793862,17.972059163300003,-1.7763568394002505e-15
10,WEST,1608.8072769812002,4.8657976774,0.0
10,DC_BGE_PEP,31.65593304,2.7550823861000002,0.0
10,VA_DOM,0.0,1.8959262597,0.0
10,PA_METED_PPL,351.776555907,2.1974570156,0.0
