timepoint,zone,gross_load,wind_cf,solar_cf
1,EAST,17663.1444,0.45139340200000005,0.0
2,EAST,16841.865599999997,0.45139340200000005,0.0
3,EAST,16350.836399999998,0.423882811,0.0
4,EAST,16045.811999999998,0.41863006799999997,0.0
5,EAST,15879.427199999998,0.408508069,0.0
6,EAST,15864.715799999998,0.39557102200000005,0.0
7,EAST,16048.382399999999,0.380897647,0.0
8,EAST,16426.5012,0.380897647,0.0
9,EAST,16899.3108,0.35211029200000005,0.07130927
10,EAST,17286.1938,0.29177756899999996,0.188668876
11,EAST,17606.709,0.256006313,0.131260477
12,EAST,17717.891399999997,0.244698203,0.085677122
13,EAST,17674.106399999997,0.24439325899999997,0.104214604
14,EAST,17664.6636,0.24439325899999997,0.126559931
15,EAST,17559.621,0.271942642,0.09136614400000001
16,EAST,17466.8058,0.296212275,0.048713751
17,EAST,17490.8268,0.34400926200000004,0.04784333
18,EAST,18003.528000000002,0.39018151,0.0
19,EAST,19062.701999999997,0.42845598799999995,0.0
20,EAST,19277.082,0.42845598799999995,0.0
21,EAST,18973.26,0.444486605,0.0
22,EAST,18579.078,0.45674343700000003,0.0
23,EAST,17807.036399999997,0.47249096100000004,0.0
24,EAST,16935.8076,0.476111414,0.0
1,WEST,47199.84698,0.45139340200000005,0.0
2,WEST,45005.20752,0.45139340200000005,0.0
3,WEST,43693.068380000004,0.423882811,0.0
4,WEST,42877.9754,0.41863006799999997,0.0
5,WEST,42433.35824,0.408508069,0.0
6,WEST,42394.04611,0.39557102200000005,0.0
7,WEST,42884.84408,0.380897647,0.0
8,WEST,43895.26154,0.380897647,0.0
9,WEST,45158.71386,0.35211029200000005,0.07130927
10,WEST,46192.551210000005,0.29177756899999996,0.188668876
11,WEST,47049.03905000001,0.256006313,0.131260477
12,WEST,47346.143130000004,0.244698203,0.085677122
13,WEST,47229.13988,0.24439325899999997,0.104214604
14,WEST,47203.90662000001,0.24439325899999997,0.126559931
15,WEST,46923.20945,0.271942642,0.09136614400000001
16,WEST,46675.186610000004,0.296212275,0.048713751
17,WEST,46739.37606,0.34400926200000004,0.04784333
18,WEST,48109.42760000001,0.39018151,0.0
19,WEST,50939.7759,0.42845598799999995,0.0
20,WEST,51512.6469,0.42845598799999995,0.0
21,WEST,50700.76700000001,0.444486605,0.0
22,WEST,49647.42510000001,0.45674343700000003,0.0
23,WEST,47584.358380000005,0.47249096100000004,0.0
24,WEST,45256.241420000006,0.476111414,0.0
1,DC_BGE_PEP,8537.186459999999,0.45139340200000005,0.0
2,DC_BGE_PEP,8140.23504,0.45139340200000005,0.0
3,DC_BGE_PEP,7902.904259999999,0.423882811,0.0
4,DC_BGE_PEP,7755.475799999999,0.41863006799999997,0.0
5,DC_BGE_PEP,7675.056479999999,0.408508069,0.0
6,DC_BGE_PEP,7667.945969999999,0.39557102200000005,0.0
7,DC_BGE_PEP,7756.7181599999985,0.380897647,0.0
8,DC_BGE_PEP,7939.475579999999,0.380897647,0.0
