timepoint,zone,gross_load,wind_cf,solar_cf
9,DC_BGE_PEP,8168.000219999999,0.35211029200000005,0.07130927
10,DC_BGE_PEP,8354.99367,0.29177756899999996,0.188668876
11,DC_BGE_PEP,8509.90935,0.256006313,0.131260477
12,DC_BGE_PEP,8563.647509999999,0.244698203,0.085677122
13,DC_BGE_PEP,8542.48476,0.24439325899999997,0.104214604
14,DC_BGE_PEP,8537.92074,0.24439325899999997,0.126559931
15,DC_BGE_PEP,8487.15015,0.271942642,0.09136614400000001
16,DC_BGE_PEP,8442.28947,0.296212275,0.048713751
17,DC_BGE_PEP,8453.899619999998,0.34400926200000004,0.04784333
18,DC_BGE_PEP,8701.7052,0.39018151,0.0
19,DC_BGE_PEP,9213.639299999999,0.42845598799999995,0.0
20,DC_BGE_PEP,9317.2563,0.42845598799999995,0.0
21,DC_BGE_PEP,9170.409,0.444486605,0.0
22,DC_BGE_PEP,8979.8877,0.45674343700000003,0.0
23,DC_BGE_PEP,8606.73426,0.47249096100000004,0.0
24,DC_BGE_PEP,8185.64034,0.476111414,0.0
1,VA_DOM,16191.2157,0.45139340200000005,0.0
2,VA_DOM,15438.3768,0.45139340200000005,0.0
3,VA_DOM,14988.2667,0.423882811,0.0
4,VA_DOM,14708.661,0.41863006799999997,0.0
5,VA_DOM,14556.141599999999,0.408508069,0.0
6,VA_DOM,14542.65615,0.39557102200000005,0.0
7,VA_DOM,14711.0172,0.380897647,0.0
8,VA_DOM,15057.6261,0.380897647,0.0
9,VA_DOM,15491.0349,0.35211029200000005,0.07130927
10,VA_DOM,15845.677650000001,0.29177756899999996,0.188668876
11,VA_DOM,16139.483250000001,0.256006313,0.131260477
12,VA_DOM,16241.400450000001,0.244698203,0.085677122
13,VA_DOM,16201.2642,0.24439325899999997,0.104214604
14,VA_DOM,16192.608300000002,0.24439325899999997,0.126559931
15,VA_DOM,16096.31925,0.271942642,0.09136614400000001
16,VA_DOM,16011.238650000001,0.296212275,0.048713751
17,VA_DOM,16033.2579,0.34400926200000004,0.04784333
18,VA_DOM,16503.234,0.39018151,0.0
19,VA_DOM,17474.1435,0.42845598799999995,0.0
20,VA_DOM,17670.6585,0.42845598799999995,0.0
21,VA_DOM,17392.155000000002,0.444486605,0.0
22,VA_DOM,17030.821500000002,0.45674343700000003,0.0
23,VA_DOM,16323.1167,0.47249096100000004,0.0
24,VA_DOM,15524.490300000001,0.476111414,0.0
1,PA_METED_PPL,8537.186459999999,0.45139340200000005,0.0
2,PA_METED_PPL,8140.23504,0.45139340200000005,0.0
3,PA_METED_PPL,7902.904259999999,0.423882811,0.0
4,PA_METED_PPL,7755.475799999999,0.41863006799999997,0.0
5,PA_METED_PPL,7675.056479999999,0.408508069,0.0
6,PA_METED_PPL,7667.945969999999,0.39557102200000005,0.0
7,PA_METED_PPL,7756.7181599999985,0.380897647,0.0
8,PA_METED_PPL,7939.475579999999,0.380897647,0.0
9,PA_METED_PPL,8168.000219999999,0.35211029200000005,0.07130927
10,PA_METED_PPL,8354.99367,0.29177756899999996,0.188668876
11,PA_METED_PPL,8509.90935,0.256006313,0.131260477
12,PA_METED_PPL,8563.647509999999,0.244698203,0.085677122
13,PA_METED_PPL,8542.48476,0.24439325899999997,0.104214604
14,PA_METED_PPL,8537.92074,0.24439325899999997,0.126559931
15,PA_METED_PPL,8487.15015,0.271942642,0.09136614400000001
16,PA_METED_PPL,8442.28947,0.296212275,0.048713751
17,PA_METED_PPL,8453.899619999998,0.34400926200000004,0.04784333
18,PA_METED_PPL,8701.7052,0.39018151,0.0
19,PA_METED_PPL,9213.639299999999,0.42845598799999995,0.0
20,PA_METED_PPL,9317.2563,0.42845598799999995,0.0
21,PA_METED_PPL,9170.409,0.444486605,0.0
22,PA_METED_PPL,8979.8877,0.45674343700000003,0.0
23,PA_METED_PPL,8606.73426,0.47249096100000004,0.0
24,PA_METED_PPL,8185.64034,0.476111414,0.0
