Gen_Index,commitinit,upinit,downinit
Wolf Creek 3,1,24,0
Cooper 2,0,0,124
Cooper 1,1,24,0
Dale 2,0,0,124
Dale 3,0,0,124
Dale 4,0,0,124
Dale 1,0,0,124
Charles Crane CT 1,0,0,124
Charles Crane 1,1,24,0
Charles Crane 2,1,24,0
Gould St 3,0,0,124
Herbert Wagner 4,0,0,124
Herbert Wagner 2,1,24,0
Herbert Wagner 3,1,24,0
Herbert Wagner 1,0,0,124
Herbert Wagner CT 1,0,0,124
Notch Cliff 3,0,0,124
Notch Cliff 2,0,0,124
Notch Cliff 5,0,0,124
Notch Cliff 7,0,0,124
Notch Cliff 6,0,0,124
Notch Cliff 8,0,0,124
Notch Cliff 1,0,0,124
Notch Cliff 4,0,0,124
Perryman 2,0,0,124
Perryman 51,0,0,124
Perryman 1,0,0,124
Perryman 4,0,0,124
Perryman 3,0,0,124
Philadelphia Road 4,0,0,124
Philadelphia Road 1,0,0,124
Philadelphia Road 3,0,0,124
Philadelphia Road 2,0,0,124
Riverside 7,0,0,124
Riverside 1 (Zelda 1),0,0,124
Riverside 2 (Zelda 2),0,0,124
Riverside 8,0,0,124
Riverside 6,0,0,124
Riverside 3 (Zelda 3),0,0,124
Riverside 4,0,0,124
Westport 5,0,0,124
Crisfield 14,0,0,124
Vienna 10,0,0,124
Vienna 08,0,0,124
Deep Creek 2,1,24,0
Deep Creek 1,1,24,0
Chalk Point CT 1,0,0,124
Chalk Point SMECO CT,0,0,124
Chalk Point CT 2,0,0,124
Chalk Point CT 3,0,0,124
Chalk Point 2,1,24,0
Chalk Point 3,0,0,124
Chalk Point CT 6,0,0,124
Chalk Point CT 4,0,0,124
Chalk Point 4,0,0,124
Chalk Point 1,1,24,0
Chalk Point CT 5,0,0,124
Dickerson CT,0,0,124
Dickerson H CT 2,0,0,124
Dickerson 1,1,24,0
Dickerson 3,0,0,124
Dickerson H CT 1,0,0,124
Dickerson 2,1,24,0
Morgantown CT 5,0,0,124
Morgantown CT 4,0,0,124
Morgantown CT 6,0,0,124
Morgantown CT 3,0,0,124
Morgantown CT 2,0,0,124
Morgantown 2,1,24,0
Morgantown 1,1,24,0
Morgantown CT 1,0,0,124
Conowingo 10,0,0,1
Conowingo 01,1,24,0
Conowingo 11,1,4,0
Conowingo 09,0,0,1
Conowingo 07,0,0,1
Conowingo 04,1,16,0
Conowingo 05,0,0,1
Conowingo 06,0,0,1
Conowingo 02,1,24,0
Conowingo 08,0,0,1
Conowingo 03,1,16,0
Easton 12,0,0,124
Easton 11,0,0,124
Easton 07,0,0,124
Easton101,0,0,124
Easton 13,0,0,124
Easton 10,0,0,124
Easton102,0,0,124
Easton 14,0,0,124
Easton 08,0,0,124
Easton 09,0,0,124
Berr Sprg 12,1,24,0
Berr Sprg 09,0,0,124
Berr Sprg 01,1,24,0
Berr Sprg 02,0,0,124
Berr Sprg 05,1,24,0
Berr Sprg 07,0,0,124
Berr Sprg 04,0,0,124
Berr Sprg 10,0,0,124
Berr Sprg 11,1,24,0
Berr Sprg 08,1,24,0
Berr Sprg 06,0,0,124
Berr Sprg 03,0,0,124
Buchanan 10,1,24,0
Buchanan 01,0,0,124
Buchanan 06,1,24,0
Buchanan 05,1,24,0
Buchanan 04,1,24,0
Buchanan 08,1,24,0
Buchanan 09,1,24,0
Buchanan 07,1,24,0
Buchanan 03,1,14,0
Buchanan 02,0,0,124
Constantine 2,0,0,6
Constantine 1,1,24,0
Constantine 4,1,24,0
Constantine 3,0,0,124
Mottville 1,1,24,0
Mottville 4,0,0,124
Mottville 2,0,0,2
Mottville 3,1,24,0
Clinton 1,1,24,0
England Diesel 4,0,0,124
England Diesel 2,0,0,124
England Diesel 3,0,0,124
England 2,1,24,0
England Diesel 1,0,0,124
England 1,0,0,124
England 3,0,0,124
Carll s Corner 1,0,0,124
Carll s Corner 2,0,0,124
Cedar Station 2,0,0,124
Cedar Station 1,0,0,124
Middle Station 1,0,0,124
Middle Station 3,0,0,124
Middle Station 2,0,0,124
Missouri Ave C,0,0,124
Missouri Ave B,0,0,124
Missouri Ave D,0,0,124
Deepwater 1,0,0,124
Deepwater 6/8,0,0,124
Werner C3,0,0,124
Werner C2,0,0,124
Werner C4,0,0,124
Werner C1,0,0,124
Oyster Creek 1,1,24,0
Sayreville C4,0,0,124
Sayreville C3,0,0,124
Sayreville C1,0,0,124
Sayreville C2,0,0,124
Gilbert 6,0,0,124
Gilbert C4,0,0,124
Gilbert C3,0,0,124
Gilbert C1,0,0,124
Gilbert 7,0,0,124
Gilbert 5,0,0,124
Gilbert 4,0,0,124
Gilbert C2,0,0,124
Gilbert CT 9,0,0,124
Gilbert 8CC,0,0,124
Bergen 3,0,0,124
Bergen 2CC,0,0,124
Bergen 1CC,0,0,124
Burlington 092,0,0,124
Burlington 093,0,0,124
Burlington 124,0,0,124
Burlington 091,0,0,124
Burlington 112,0,0,124
Burlington 123,0,0,124
Burlington 113,0,0,124
Burlington 008,0,0,124
Burlington 122,0,0,124
Burlington 111,0,0,124
Burlington 094,0,0,124
Burlington 114,0,0,124
Burlington 121,0,0,124
Edison 32,0,0,124
Edison 34,0,0,124
Edison 13,0,0,124
Edison 31,0,0,124
Edison 24,0,0,124
Edison 14,0,0,124
Edison 33,0,0,124
Edison 21,0,0,124
Edison 12,0,0,124
Edison 11,0,0,124
Edison 22,0,0,124
Edison 23,0,0,124
Essex 123,0,0,124
Essex 122,0,0,124
Essex 114,0,0,124
Essex 103,0,0,124
Essex 121,0,0,124
Essex 101,0,0,124
Essex 9,0,0,124
Essex 104,0,0,124
Essex 124,0,0,124
Essex 112,0,0,124
Essex 111,0,0,124
Essex 113,0,0,124
Essex 102,0,0,124
Hudson 2,1,24,0
Kearney 133,0,0,124
Kearney 132,0,0,124
Kearney 134,0,0,124
Kearney 142,0,0,124
Kearney 124,0,0,124
Kearney 131,0,0,124
Kearney 09,0,0,124
Kearney 122,0,0,124
Kearney 121,0,0,124
Kearney 141,0,0,124
Kearney 123,0,0,124
Linden 1,0,0,124
Linden 2,0,0,124
Linden 8,0,0,124
Linden 7,0,0,124
Linden 6,0,0,124
Linden 5,0,0,124
Mercer 1,0,0,124
Mercer 2,1,24,0
Mercer 3,0,0,124
National Park,0,0,124
Salem 1,1,24,0
Salem 3,0,0,124
Salem 2,1,24,0
Sewaren 1,0,0,124
Sewaren 2,0,0,124
Sewaren 6,0,0,124
Sewaren 3,0,0,124
Sewaren 4,0,0,124
Vineland CT 11,0,0,124
Gaston 4,0,0,14
Gaston 2,0,0,1
Gaston 1,0,0,15
Gaston 3,0,0,4
Roanoke Rapids 1,1,24,0
Roanoke Rapids 3,0,0,2
Roanoke Rapids 4,0,0,2
Roanoke Rapids 2,0,0,2
Buxton 3,0,0,124
Buxton 1,0,0,124
Buxton 2,0,0,124
Buxton 5,0,0,124
Buxton 4,0,0,124
Cardinal 1,1,24,0
Cardinal 3,0,0,124
Cardinal 2,1,24,0
Beckjord 5,1,24,0
Beckjord GT 4,0,0,124
Beckjord GT 1,0,0,124
Beckjord 6,1,24,0
Beckjord 4,0,0,124
Beckjord GT 3,0,0,124
Beckjord GT 2,0,0,124
Dicks Creek 5,0,0,124
Dicks Creek 4,0,0,124
Dicks Creek 3,0,0,124
Dicks Creek 1,0,0,124
Miami Fort 6,1,24,0
Miami Fort GT 4,0,0,124
Miami Fort GT 3,0,0,124
Miami Fort 7,1,24,0
Miami Fort GT 5,0,0,124
Miami Fort 8,1,24,0
Miami Fort GT 6,0,0,124
Ashtabula 5,0,0,124
Avon Lake 7,0,0,124
Avon Lake 10,0,0,124
Avon Lake 9,1,24,0
Eastlake 2,0,0,124
Eastlake 6 CT,0,0,124
Eastlake 3,0,0,124
Eastlake 1,1,24,0
Lake Shore D2,0,0,124
Lake Shore 18,0,0,124
Lake Shore D1,0,0,124
Conesville 6,0,0,124
Conesville 4,1,24,0
Conesville 5,1,24,0
Picway 5,0,0,124
Tait GT 2,0,0,124
Tait GT 3,0,0,124
Tait GT 1,0,0,124
Tait D 4,0,0,124
Tait D 1,0,0,124
Tait D 3,0,0,124
Tait D 2,0,0,124
Hutchings CT 7,0,0,124
Hutchings 3,0,0,124
Hutchings 6,0,0,124
Hutchings 1,0,0,124
Hutchings 2,0,0,124
Hutchings 5,0,0,124
Stuart 1,1,24,0
Stuart 4,1,24,0
Stuart 2,1,23,0
Stuart D 2,0,0,124
Stuart D 1,0,0,124
Stuart 3,0,0,124
Stuart D 4,0,0,124
Stuart D 3,0,0,124
Monument D 3,0,0,124
Monument D 5,0,0,124
Monument D 2,0,0,124
Monument D 1,0,0,124
Monument D 4,0,0,124
Sidney D 3,0,0,124
Sidney D 2,0,0,124
Sidney D 4,0,0,124
Sidney D 1,0,0,124
Sidney D 5,0,0,124
Yankee GT 4,0,0,124
Yankee GT 7,0,0,124
Yankee GT 5,0,0,124
Yankee GT 2,0,0,124
Yankee GT 1,0,0,124
Yankee GT 6,0,0,124
Yankee GT 3,0,0,124
Niles CT A,0,0,124
Burger B2,0,0,124
Burger B1,0,0,124
Burger A,0,0,124
Sammis B2,0,0,124
Sammis B3,0,0,124
Sammis 3,1,24,0
Sammis 6,1,24,0
Sammis 2,0,0,124
Sammis 1,1,24,0
Sammis A,0,0,124
Sammis 5,1,24,0
Sammis B1,0,0,124
Sammis 4,1,24,0
Sammis B4,0,0,124
Sammis 7,1,24,0
West Lorain 2,0,0,124
West Lorain A (Beaver),0,0,124
West Lorain 4,0,0,124
West Lorain B (Beaver),0,0,124
West Lorain 5,0,0,124
West Lorain 3,0,0,124
West Lorain 6,0,0,124
Muskigum Rv 1,0,0,124
Muskigum Rv 2,0,0,124
Muskigum Rv 4,0,0,124
Muskigum Rv 5,1,24,0
Muskigum Rv 3,0,0,124
Kyger Creek 5,0,0,124
Kyger Creek 1,1,24,0
Kyger Creek 3,1,24,0
Kyger Creek 2,1,24,0
Kyger Creek 4,1,24,0
Bay Shore 1,1,24,0
Bay Shore CT,0,0,124
Richland 6,0,0,124
Richland 2,0,0,124
Richland 5,0,0,124
Richland 4,0,0,124
Richland 3,0,0,124
Richland 1,0,0,124
Stryker 1,0,0,124
Brunot Island 1A,0,0,124
Brunot Island 1B,0,0,124
Brunot Island 1C,0,0,124
Brunot Island 2B,0,0,124
Brunot Island 4,0,0,124
Brunot Island 2A,0,0,124
Brunot Island 3,0,0,124
Elrama 4,0,0,124
Elrama 1,0,0,124
Elrama 3,0,0,124
Elrama 2,0,0,124
Hamilton 1,0,0,124
Hunterstown 3,0,0,124
Hunterstown 2,0,0,124
Hunterstown 1,0,0,124
Mountain 2,0,0,124
Mountain 1,0,0,124
Orrtanna 1,0,0,124
Portland 4,0,0,124
Portland 1,0,0,124
Portland 2,0,0,124
Portland 3,0,0,124
Portland 5,0,0,124
Shawnee 1,0,0,124
Titus 5,0,0,124
Titus 4,0,0,124
Tolna 2,0,0,124
Tolna 1,0,0,124
York Haven Hydro,1,24,0
Conemaugh Diesel B,0,0,124
Conemaugh Diesel D,0,0,124
Conemaugh Diesel A,0,0,124
Conemaugh 2,1,24,0
Conemaugh Diesel C,0,0,124
Conemaugh 1,1,24,0
Blossburg CT,0,0,124
Homer City 3,1,24,0
Homer City 2,1,24,0
Homer City 1,1,24,0
Piney 2,1,24,0
Piney 1,1,24,0
Piney 3,1,24,0
Seward 1,1,24,0
Shawville 3,0,0,124
Shawville 7,0,0,124
Shawville 5,0,0,124
Shawville 1,1,23,0
Shawville 6,0,0,124
Shawville 4,1,24,0
Shawville 2,1,24,0
Warren CT,0,0,124
Keystone 2,1,24,0
Keystone Diesel 6,0,0,124
Keystone 1,1,24,0
Keystone Diesel 5,0,0,124
Keystone Diesel 3,0,0,124
Keystone Diesel 4,0,0,124
New Castle 5,1,24,0
New Castle 4,0,0,124
New Castle 3,1,24,0
New Castle EMD B,0,0,124
New Castle EMD A,0,0,124
Allentown 4,0,0,124
Allentown 2,0,0,124
Allentown 1,0,0,124
Allentown 3,0,0,124
Brunner Island Diesel 1,0,0,124
Brunner Island Diesel 3,0,0,124
Brunner Island 2,1,24,0
Brunner Island 3,1,24,0
Brunner Island Diesel 2,0,0,124
Brunner Island 1,1,24,0
Fishbach 2,0,0,124
Fishbach 1,0,0,124
Harrisburg 1,0,0,124
Harrisburg 4,1,16,0
Harrisburg 3,0,0,124
Harrisburg 2,0,0,124
Harwood 1,0,0,124
Harwood 2,0,0,124
Holtwood 01,1,24,0
Holtwood 03,1,24,0
Holtwood 13,1,24,0
Holtwood 02,1,24,0
Holtwood 05,1,24,0
Holtwood 11,1,24,0
Holtwood 04,1,24,0
Holtwood 08,1,24,0
Holtwood 09,1,24,0
Holtwood 06,1,24,0
Holtwood 10,1,24,0
Holtwood 07,1,24,0
Jenkins(Georgetown) 2,0,0,124
Jenkins(Georgetown) 1,0,0,124
Lockhaven 1,0,0,124
Martins Creek CTG 3,0,0,124
Martins Creek CTG 4,0,0,124
Martins Creek 4,1,24,0
Martins Creek CTG 2,0,0,124
Martins Creek CTG 1,0,0,124
Martins Creek 3,1,24,0
Montour 2,1,24,0
Montour 1,1,24,0
Montour ATG,0,0,124
Sunbury CTG 2,0,0,124
Sunbury Diesel 1,0,0,124
Sunbury Diesel 2,0,0,124
Sunbury 1,0,0,124
Sunbury CTG 1,0,0,124
Sunbury 2,0,0,124
Sunbury 4,0,0,124
Sunbury 3,0,0,124
Wallenpaupack 2,1,24,0
Wallenpaupack 1,1,24,0
West Shore 1,0,0,124
West Shore 2,0,0,124
Williamsport 1,0,0,124
Williamsport 2,0,0,124
Chester 9,0,0,124
Chester 8,0,0,124
Chester 7,0,0,124
Delaware 12,0,0,124
Delaware 11,0,0,124
Delaware 09,0,0,124
Delaware 10,0,0,124
Eddystone 10,0,0,124
Eddystone 30,0,0,124
Eddystone 20,0,0,124
Eddystone 04,0,0,124
Eddystone 40,0,0,124
Eddystone 03,0,0,124
Falls 2,0,0,124
Falls 1,0,0,124
Falls 3,0,0,124
Moser 2,0,0,124
Moser 3,0,0,124
Moser 1,0,0,124
Muddy Run 2,0,0,124
Muddy Run 3,1,24,0
Muddy Run 1,1,22,0
Muddy Run 4,0,0,124
Muddy Run 5,0,0,124
Muddy Run 7,0,0,124
Muddy Run 8,1,2,0
Muddy Run 6,1,10,0
Peach Bottom 3,1,24,0
Peach Bottom 2,1,24,0
Richmond 91,0,0,124
Richmond 92,0,0,124
Schuylkill 10,0,0,124
Schuylkill 11,0,0,124
Southwark 6,0,0,124
Southwark 3,0,0,124
Southwark 4,0,0,124
Southwark 5,0,0,124
Safe Harbor 08,1,24,0
Safe Harbor 05,1,24,0
Safe Harbor 10,1,24,0
Safe Harbor 09,1,24,0
Safe Harbor 07,1,24,0
Safe Harbor 01,1,24,0
Safe Harbor 11,0,0,124
Safe Harbor 06,1,24,0
Safe Harbor 12,0,0,124
Safe Harbor 04,1,24,0
Safe Harbor 02,1,24,0
Safe Harbor 03,1,24,0
Hunlock 3,0,0,124
Hunlock 5,0,0,124
Hunlock 6,0,0,124
Cordell Hull 3,1,24,0
Cordell Hull 1,1,24,0
Cordell Hull 2,1,24,0
Dale Hollow 3,1,24,0
Dale Hollow 2,1,24,0
Dale Hollow 1,1,24,0
Old Hickory 1,1,24,0
Old Hickory 2,1,24,0
Old Hickory 3,1,24,0
Old Hickory 4,0,0,124
J Percy Priest,1,24,0
Buck 1,0,0,124
Buck 3,1,24,0
Buck 2,1,24,0
Byllesby 1,0,0,124
Byllesby 3,0,0,124
Byllesby 2,0,0,124
Byllesby 4,0,0,124
Claytor 2,0,0,124
Claytor 3,1,24,0
Claytor 4,1,24,0
Claytor 1,1,24,0
Clinch River 2,1,24,0
Clinch River 1,0,0,124
Clinch River 3,1,24,0
Glen Lyn 5,0,0,124
Glen Lyn 6,0,0,124
Leesville 2,1,24,0
Leesville 1,0,0,124
Niagara 1,1,24,0
Niagara 2,0,0,124
Reusens 5,0,0,124
Reusens 2,0,0,124
Reusens 3,0,0,124
Reusens 4,0,0,124
Reusens 1,0,0,124
Smith Mtn 3,0,0,8
Smith Mtn 5,0,0,2
Smith Mtn 1,0,0,8
Smith Mtn 4,0,0,124
Smith Mtn 2,0,0,124
Bayview 16,0,0,124
Tasley 10,0,0,124
Bremo 3,0,0,124
Bremo 4,0,0,124
Chesterfield 6,1,24,0
Chesterfield 4,1,24,0
Chesterfield 3,0,0,124
Chesterfield 5,1,24,0
Chesterfield 7,1,24,0
Chesterfield 8,1,24,0
Cushaw 1,1,24,0
Low Moor GT 1,0,0,124
Low Moor GT 2,0,0,124
Low Moor GT 4,0,0,124
Low Moor GT 3,0,0,124
Northern Neck GT 2,0,0,124
Northern Neck GT 3,0,0,124
Northern Neck GT 1,0,0,124
Northern Neck GT 4,0,0,124
Chesapeake GT4,0,0,124
Chesapeake GT1,0,0,124
Chesapeake 1,1,24,0
Chesapeake 2,0,0,124
Chesapeake GT6,0,0,124
Chesapeake 4,0,0,124
Chesapeake 3,1,24,0
Chesapeake GT2,0,0,124
Possum Point GT 2,0,0,124
Possum Point GT 4,0,0,124
Possum Point GT 1,0,0,124
Possum Point 5,0,0,124
Possum Point GT 3,0,0,124
Possum Point 4,0,0,124
Possum Point 3,0,0,124
Possum Point GT 6,0,0,124
Possum Point GT 5,0,0,124
Possum Point 6,1,24,0
Surry 2,1,24,0
Surry 1,1,24,0
Yorktown 1,1,24,0
Yorktown 2,1,24,0
Yorktown 3,0,0,124
Kerr Dam 2,1,24,0
Kerr Dam 5,1,24,0
Kerr Dam 4,1,24,0
Kerr Dam 3,1,24,0
Kerr Dam 6,1,24,0
Kerr Dam 7,1,24,0
Kerr Dam 1,1,24,0
Philpott 1,1,24,0
Philpott 3,1,24,0
Philpott 2,1,24,0
Joliet 7,1,24,0
Joliet 8,1,24,0
Amos 1,1,24,0
Amos 3,0,0,124
Amos 2,1,24,0
Kanawha Rv 2,1,24,0
Kanawha Rv 1,1,24,0
Sporn 4,0,0,124
Sporn 2,0,0,124
Sporn 1,0,0,124
Sporn 3,1,24,0
WVU/MEA,1,24,0
Fort Martin 2,0,0,124
Fort Martin 1,1,24,0
Harrison 2,1,24,0
Harrison 3,1,24,0
Harrison 1,1,24,0
Kammer Block 200,1,24,0
Kammer 1,1,24,0
Kammer 3,0,0,124
Kammer 2,0,0,124
Mitchell (AEP) 1,0,0,124
Mitchell (AEP) 2,1,24,0
Mount Storm 3,1,24,0
Mount Storm 2,1,24,0
Mount Storm GT 1,0,0,124
Mount Storm 1,0,0,124
Easton 21,0,0,124
Easton201,0,0,124
Easton 24,0,0,124
Easton202,0,0,124
Easton 23,0,0,124
Easton 204,0,0,124
Easton 22,0,0,124
Easton 203,0,0,124
Greenup 1,1,24,0
Greenup 2,0,0,124
Greenup 3,0,0,124
Glen Ferris 6 (Hawks Nest),0,0,124
Glen Ferris 2 (Hawks Nest),0,0,124
Glen Ferris 5 (Hawks Nest),0,0,124
Glen Ferris 1 (Hawks Nest),0,0,124
Glen Ferris 4 (Hawks Nest),0,0,124
Glen Ferris 3 (Hawks Nest),1,24,0
Glen Ferris 7 (Hawks Nest),1,24,0
Glen Ferris 8 (Hawks Nest),1,24,0
Hannibal Dam,1,24,0
NEPCO NUG,1,24,0
MH50 (Sunoil),0,0,124
York County RR NUG,0,0,124
Archbald,1,24,0
PEI 5,1,16,0
Archbald 2,0,0,124
PEI 6,1,16,0
Paxton Creek NUG,0,0,124
Newark Bay COGEN,0,0,124
Glatfelter NUG,1,24,0
Kimberly Clark,1,24,0
Bayonne COGEN NUG,0,0,124
Rosemary 1,0,0,124
Eagle Point COGEN NUG,0,0,124
Pottstown 1,0,0,124
Westwood 1,0,0,124
Mobil NUG (BtM),0,0,124
MCRRF1,1,24,0
Covanta Fairfax 1 (Ogden Martin),1,24,0
Panther Creek NUG,1,24,0
Parlin ST1,0,0,124
Parlin CT1,0,0,124
Parlin CT2,0,0,124
Parlin ST2,0,0,124
Cumberland CT 2,0,0,124
Cumberland CT 1,0,0,124
Marcal NUG,0,0,124
Lancaster County RR NUG,0,0,124
Wheelabrator-Frackville NUG,0,0,124
Gloucester NUG,0,0,124
Northampton,1,24,0
ALD 6,1,24,0
PE Hydro,1,24,0
ALD 5,1,24,0
Union County Resource Recovery,0,0,124
Bellmeade,0,0,124
Scrubgrass NUG,1,24,0
Mecklenburg 1 (Buggs Is),1,24,0
Mecklenburg 2 (Buggs Is),1,24,0
Doswell CC2 (4Rivers5),1,24,0
Doswell CC1 (4Rivers5),1,24,0
Doswell CT (4Rivers1),0,0,124
Yough Dam NUG,1,24,0
I95 LF Phase I,1,24,0
Great Falls Hydro NUG,1,24,0
Elizabeth River 2,0,0,124
Elizabeth River 1,0,0,124
Elizabeth River 3,0,0,124
Pittsylvania (Hurt),1,24,0
North Wales D 1,0,0,124
Conemaugh Hydro NUG,1,24,0
Gude LF,1,24,0
Smith CT 3,0,0,124
Smith CT 10,0,0,124
Smith CT 5,0,0,124
Smith CT 6,0,0,124
Smith CT 1,0,0,124
Smith CT 4,0,0,124
Smith CT 7,0,0,124
Smith CT 9,0,0,124
Smith CT 2,0,0,124
Rensselaer Cogen,0,0,124
Roanoke Valley 1,1,24,0
Spruance 3 (Richmond),0,0,124
Spruance 1 (Richmond),1,24,0
Spruance 2 (Richmond),1,24,0
Spruance 4 (Richmond),1,24,0
Birchwood 1,1,24,0
Covanta Plymouth (Montenay),0,0,124
Schuylkill Energy NUG,1,24,0
Willamette (PennTech)(Domtar),1,24,0
Lakewood NUG,0,0,124
Cat Tractor NUG,0,0,124
I95 LF Phase II,1,24,0
Wheelabrator Falls NUG,0,0,124
Roanoke Valley 2,1,24,0
Dinwiddie Diesel,0,0,124
Weakley Diesel,0,0,124
Grays Ferry Cogen,0,0,124
Panda,0,0,124
Gordonsville 1 (So.Anna),0,0,124
Gordonsville 2 (So.Anna),0,0,124
Santeetlah 2,1,24,0
Santeetlah 1,1,24,0
Cheoah 5,0,0,124
Cheoah 4,1,24,0
Cheoah 3,1,24,0
Cheoah 1,1,24,0
Cheoah 2,1,24,0
Calderwood 2,1,24,0
Calderwood 1,1,24,0
Calderwood 3,1,24,0
Chilhowee 1,1,24,0
Chilhowee 2,1,24,0
Chilhowee 3,1,24,0
Keystone NUG,0,0,124
Manchester,0,0,124
Ocean County LF,0,0,124
Lakeview,0,0,124
Rocky Road CT 33,0,0,124
Rocky Road CT 31,0,0,124
Rocky Road CT 34,0,0,124
Rocky Road CT 32,0,0,124
Madison 1,1,24,0
Kendall 2,0,0,124
Kendall 4,0,0,124
Kendall 3,0,0,124
Kendall 1,0,0,124
Bluegrass CT 2,0,0,124
Bluegrass CT 3,0,0,124
Bluegrass CT 1,0,0,124
Cordova ST 1,0,0,124
Cordova CT 2,0,0,124
Cordova CT 1,0,0,124
Ontelaunee ST 1,1,24,0
Ontelaunee CT 2,1,24,0
Ontelaunee CT 1,1,24,0
Springdale 1 (AE1),0,0,124
Springdale 2 (AE2),0,0,124
Foothills 5 (Zelda 5),0,0,124
Foothills 4 (Zelda 4),0,0,124
Elwood 4,0,0,124
Elwood 5,0,0,124
Elwood 8,0,0,124
Elwood 7,0,0,124
Elwood 1,0,0,124
Elwood 2,0,0,124
Elwood 3,0,0,124
Elwood 9,0,0,124
Elwood 6,0,0,124
Morris CT1 (Equistar),1,24,0
Morris CT2 (Equistar),1,24,0
Morris ST1 (Equistar),0,0,124
Morris CT3 (Equistar),0,0,124
Greenville 1,0,0,124
Greenville 2,0,0,124
Greenville 3,0,0,124
Greenville 4,0,0,124
Liberty CT2,0,0,124
Liberty CT1,0,0,124
Liberty CC3,0,0,124
Handsome Lake 2,0,0,124
Handsome Lake 1,0,0,124
Handsome Lake 3,0,0,124
Handsome Lake 5,0,0,124
Handsome Lake 4,0,0,124
Lee County 8,0,0,124
Lee County 7,0,0,124
Lee County 5,0,0,124
Lee County 1,0,0,124
Lee County 6,0,0,124
Lee County 2,0,0,124
Lee County 3,0,0,124
Lee County 4,0,0,124
Rockford 1/11,0,0,124
Rockford 1/12,0,0,124
Red Oak Plant,0,0,124
Darby 1,0,0,124
Darby 5,0,0,124
Darby 3,0,0,124
Darby 6,0,0,124
Darby 2,0,0,124
Darby 4,0,0,124
Tait GT 7,0,0,124
Tait GT 4,0,0,124
Tait GT 6,0,0,124
Tait GT 5,0,0,124
University Park 3 CT (South),0,0,124
University Park 1 CT (South),0,0,124
University Park 2 CT (South),0,0,124
University Park 5 CT (South),0,0,124
University Park 4 CT (South),0,0,124
University Park 6 CT (South),0,0,124
Crete CT 4,0,0,124
Crete CT 2,0,0,124
Crete CT 1,0,0,124
Crete CT 3,0,0,124
Ceredo 6,0,0,124
Ceredo 4,0,0,124
Ceredo 3,0,0,124
Ceredo 2,0,0,124
Ceredo 1,0,0,124
Ceredo 5,0,0,124
Aurora  6,0,0,124
Aurora  8,0,0,124
Aurora  3,0,0,124
Aurora  7,0,0,124
Aurora  9,0,0,124
Aurora  4,0,0,124
Aurora  5,0,0,124
Aurora  2,0,0,124
Aurora 10,0,0,124
Aurora  1,0,0,124
Southeast Chicago CT 12,0,0,124
Southeast Chicago CT 10,0,0,124
Southeast Chicago CT 5,0,0,124
Southeast Chicago CT 8,0,0,124
Southeast Chicago CT 11,0,0,124
Southeast Chicago CT 9,0,0,124
Southeast Chicago CT 7,0,0,124
Southeast Chicago CT 6,0,0,124
Wolf Hills 4,0,0,124
Wolf Hills 5,0,0,124
Wolf Hills 3,0,0,124
Wolf Hills 1,0,0,124
Wolf Hills 2,0,0,124
Morgan ST 1,1,24,0
Morgan CT 1,1,24,0
Morgan CT 2,1,24,0
Morgan CT 3,1,24,0
River Energy CT 1 (Calumet),0,0,124
River Energy CT 2 (Calumet),0,0,124
New Covert 2,0,0,124
New Covert 1,0,0,124
