timepoint,segments,MW,Price
1,1,1369,3499.777982323096
1,2,1369,3429.5633478009627
1,3,1369,2884.103988203828
1,4,1369,1778.6537542220822
1,5,1369,765.1695989144965
1,6,1369,233.27507218089676
1,7,1369,52.04792282857188
1,8,1369,8.76716455185352
1,9,1369,1.1444152663866887
1,10,1369,0.11824677551326597
2,1,1327,3499.1118592742164
2,2,1327,3385.2300803880594
2,3,1327,2733.9490486889995
2,4,1327,1611.7032203671827
2,5,1327,672.531678129945
2,6,1327,202.74645008391488
2,7,1327,45.55833161081495
2,8,1327,7.854883905671668
2,9,1327,1.0645276624489168
2,10,1327,0.1156453673642687
3,1,1303,3498.26135952871
3,2,1303,3353.0173818807452
3,3,1303,2643.407137818877
3,4,1303,1520.0922496710825
3,5,1303,624.121617746868
3,6,1303,187.11045246023156
3,7,1303,42.23163035640445
3,8,1303,7.378628545631244
3,9,1303,1.0212673145639737
3,10,1303,0.11409372533497736
4,1,1294,3497.7041844941696
4,2,1294,3337.597453502146
4,3,1294,2604.7011967495882
4,4,1294,1483.284014579847
4,5,1294,605.4008758949017
4,6,1294,181.21650481752982
4,7,1294,41.003211089429634
4,8,1294,7.207363182823542
4,9,1294,1.0067274343171126
4,10,1294,0.11381645198185222
5,1,1270,3497.194954856232
5,2,1270,3317.882569500575
5,3,1270,2549.309793654923
5,4,1270,1426.4261206334097
5,5,1270,574.5058337737493
5,6,1270,170.8288418033548
5,7,1270,38.6736367093984
5,8,1270,6.850222069522686
5,9,1270,0.9708961816569707
5,10,1270,0.11212260456271375
6,1,1293,3498.4528447401804
6,2,1293,3354.564898874826
6,3,1293,2641.3362411116
6,4,1293,1513.7889112454063
6,5,1293,619.1003782494488
6,6,1293,185.0436383449471
6,7,1293,41.714324803253824
6,8,1293,7.296658335259392
6,9,1293,1.0138411466956547
6,10,1293,0.1140387976474712
7,1,1352,3499.7850970019194
7,2,1352,3426.5298969301057
7,3,1352,2865.7612722096933
7,4,1352,1751.872000057506
7,5,1352,747.6794090764472
7,6,1352,226.88220671159007
7,7,1352,50.604513722027974
7,8,1352,8.561605911513073
7,9,1352,1.1280064351809216
7,10,1352,0.11821942656753179
8,1,1448,3499.9826144469707
8,2,1448,3473.824383862249
8,3,1448,3108.888579020901
8,4,1448,2086.372856944839
8,5,1448,956.4688624214962
8,6,1448,300.05357695707835
8,7,1448,66.56188437651595
8,8,1448,10.815734567785139
8,9,1448,1.3270140800927288
8,10,1448,0.12601810747058304
9,1,1528,3499.9970093035554
9,2,1528,3488.1890159579134
9,3,1528,3235.000383336586
9,4,1528,2315.1943758998086
9,5,1528,1122.3846053017423
9,6,1528,362.4392125369792
9,7,1528,80.32816507089044
9,8,1528,12.684316660086598
9,9,1528,1.4754155480406255
9,10,1528,0.12993918668288032
10,1,1551,3499.9982772371222
10,2,1551,3490.8657938453393
10,3,1551,3266.8719993463883
10,4,1551,2383.625272572226
10,5,1551,1177.3793245259894
10,6,1551,384.54624338907485
10,7,1551,85.45262738316659
10,8,1551,13.417805888893025
10,9,1551,1.5405380132047242
10,10,1551,0.1330405494813016
11,1,1579,3499.9985666306507
11,2,1579,3491.769523702826
