date,pjm_pv_jeremy_scaled_3_28,NREL_wind_scaled
1/24/2007,0,0.461495214
1/24/2007,0,0.462922245
1/24/2007,0,0.4487198
1/24/2007,0,0.427396422
1/25/2007,0,0.401947348
1/25/2007,0,0.397002309
1/25/2007,0,0.364127285
1/25/2007,0,0.329698012
1/25/2007,0,0.337591165
1/25/2007,0,0.349825646
1/25/2007,0,0.377381853
1/25/2007,0,0.377249766
1/25/2007,0.031452923,0.31584559
1/25/2007,0.133258979,0.257163553
1/25/2007,0.204187426,0.252538268
1/25/2007,0.216028031,0.275893626
1/25/2007,0.220017516,0.288056215
1/25/2007,0.19183865,0.300471718
1/25/2007,0.168213204,0.305096928
1/25/2007,0.237842287,0.299302861
1/25/2007,0.074573562,0.284954914
1/25/2007,0.007761306,0.308053001
1/25/2007,0,0.307603823
1/25/2007,0,0.298698729
1/25/2007,0,0.285798337
1/25/2007,0,0.279656057
1/25/2007,0,0.263938041
1/25/2007,0,0.294333702
1/26/2007,0,0.336661521
1/26/2007,0,0.408400195
1/26/2007,0,0.48794066
1/26/2007,0,0.557676643
1/26/2007,0,0.609525837
1/26/2007,0,0.646086417
1/26/2007,0,0.675419546
1/26/2007,0,0.700084635
1/26/2007,0.114198934,0.695563967
1/26/2007,0.230383684,0.666036628
1/26/2007,0.307120894,0.634644034
1/26/2007,0.387356364,0.644637671
1/26/2007,0.385223363,0.657864128
1/26/2007,0.290089937,0.692188457
1/26/2007,0.292122236,0.706556124
1/26/2007,0.232502479,0.705959939
1/26/2007,0.161873759,0.69828712
1/26/2007,0.030408821,0.711689843
1/26/2007,0,0.724296402
1/26/2007,0,0.718530039
1/26/2007,0,0.720010886
1/26/2007,0,0.703168044
1/26/2007,0,0.709653991
1/26/2007,0,0.70012816
1/27/2007,0,0.687583901
1/27/2007,0,0.686142269
1/27/2007,0,0.681077898
1/27/2007,0,0.686623429
1/27/2007,0,0.682727989
1/27/2007,0,0.63946306
1/27/2007,0,0.595701311
1/27/2007,0,0.572546749
1/27/2007,0.071821701,0.528052613
1/27/2007,0.157643582,0.481199857
1/27/2007,0.223057578,0.451932349
1/27/2007,0.246453268,0.473408148
1/27/2007,0.257878132,0.472171867
1/27/2007,0.21230249,0.532515896
1/27/2007,0.209699465,0.572411855
1/27/2007,0.128171222,0.589195945
1/27/2007,0.100999372,0.62458775
1/27/2007,0.019052859,0.635289349
1/27/2007,0,0.692260557
1/27/2007,0,0.678336676
1/27/2007,0,0.695691539
1/27/2007,0,0.647367424
1/27/2007,0,0.616939723
1/27/2007,0,0.569551428
1/28/2007,0,0.537948682
1/28/2007,0,0.497833323
1/28/2007,0,0.482207893
1/28/2007,0,0.457758875
1/28/2007,0,0.409272089
1/28/2007,0,0.428293312
1/28/2007,0,0.430023566
1/28/2007,0,0.479221861
1/28/2007,0.006262986,0.499994057
1/28/2007,0.076102452,0.501395821
1/28/2007,0.075692604,0.492405204
1/28/2007,0.08534899,0.531534388
1/28/2007,0.097225268,0.586772282
1/28/2007,0.112203259,0.58780312
1/28/2007,0.075464869,0.576666317
1/28/2007,0.058366983,0.550656164
1/28/2007,0.032785372,0.529263024
1/28/2007,0.004779719,0.509366023
1/28/2007,0,0.533338653
1/28/2007,0,0.544383112
1/28/2007,0,0.52498586
1/28/2007,0,0.494965985
1/28/2007,0,0.432495029
1/28/2007,0,0.377943821
1/29/2007,0,0.323239432
1/29/2007,0,0.308431975
1/29/2007,0,0.324051333
1/29/2007,0,0.346790806
1/29/2007,0,0.392723693
1/29/2007,0,0.434186127
1/29/2007,0,0.462196821
1/29/2007,0,0.517885528
1/29/2007,0.1138535,0.465807349
1/29/2007,0.251553648,0.374614724
1/29/2007,0.331361222,0.399355268
1/29/2007,0.355808814,0.42111634
1/29/2007,0.362018361,0.432447206
1/29/2007,0.346750824,0.45785795
1/29/2007,0.313995628,0.482164474
1/29/2007,0.273097271,0.468126804
1/29/2007,0.183542934,0.460386634
1/29/2007,0.048539289,0.511721965
1/29/2007,0,0.57869555
1/29/2007,0,0.575189423
1/29/2007,0,0.604381286
1/29/2007,0,0.582519608
1/29/2007,0,0.591953994
1/29/2007,0,0.570204814
1/30/2007,0,0.547080002
1/30/2007,0,0.553865206
1/30/2007,0,0.567796645
1/30/2007,0,0.590118023
1/30/2007,0,0.577373687
1/30/2007,0,0.603658351
1/30/2007,0,0.582004964
1/30/2007,0,0.583642693
1/30/2007,0.077262207,0.554289146
1/30/2007,0.187546641,0.516416671
1/30/2007,0.265485772,0.513251719
1/30/2007,0.284043737,0.507968676
1/30/2007,0.339648742,0.522477505
1/30/2007,0.325054815,0.529102625
1/30/2007,0.216445899,0.572429683
1/30/2007,0.163270405,0.558327727
1/30/2007,0.086818564,0.559466829
1/30/2007,0.025391898,0.557085965
1/30/2007,0,0.571004893
1/30/2007,0,0.590625124
1/30/2007,0,0.592162224
1/30/2007,0,0.582390926
1/30/2007,0,0.544146455
1/30/2007,0,0.504132546
1/31/2007,0,0.465795575
1/31/2007,0,0.441465725
1/31/2007,0,0.409143395
1/31/2007,0,0.393669559
1/31/2007,0,0.377896247
1/31/2007,0,0.359873026
1/31/2007,0,0.352505134
1/31/2007,0,0.339063785
1/31/2007,0.112314383,0.279595677
1/31/2007,0.249504314,0.204563376
1/31/2007,0.326936844,0.202826885
1/31/2007,0.373571139,0.229938674
1/31/2007,0.414236931,0.262405204
1/31/2007,0.398051573,0.297278783
1/31/2007,0.363700011,0.334624338
1/31/2007,0.293561732,0.338719039
1/31/2007,0.208562243,0.340609523
1/31/2007,0.063552745,0.346706505
1/31/2007,0,0.352345132
1/31/2007,0,0.38235622
1/31/2007,0,0.379244757
1/31/2007,0,0.363990329
1/31/2007,0,0.346242323
1/31/2007,0,0.326038263
2/1/2007,0,0.321131171
2/1/2007,0,0.301633001
2/1/2007,0,0.291863974
2/1/2007,0,0.29109825
2/1/2007,0,0.254481505
2/1/2007,0,0.229192393
2/1/2007,0,0.220907875
2/1/2007,0,0.213767417
2/1/2007,0.054149296,0.174339935
2/1/2007,0.147452553,0.151954629
2/1/2007,0.283691487,0.161694428
2/1/2007,0.28807613,0.157988652
2/1/2007,0.309601389,0.157360961
2/1/2007,0.274330524,0.155262707
2/1/2007,0.179239644,0.146934212
2/1/2007,0.200467933,0.134980601
2/1/2007,0.136200077,0.101802445
2/1/2007,0.037669309,0.126161011
2/1/2007,0,0.139963805
2/1/2007,0,0.152104374
2/1/2007,0,0.154887029
2/1/2007,0,0.166924899
2/1/2007,0,0.169882325
2/1/2007,0,0.204373465
2/2/2007,0,0.193036764
2/2/2007,0,0.195170313
2/2/2007,0,0.198099119
2/2/2007,0,0.204006002
2/2/2007,0,0.225720929
2/2/2007,0,0.240441302
2/2/2007,0,0.229096952
2/2/2007,0,0.290362609
2/2/2007,0.1152155,0.345300355
2/2/2007,0.206772585,0.37359875
2/2/2007,0.292871614,0.392522112
2/2/2007,0.250587122,0.426355269
2/2/2007,0.202043355,0.462300786
2/2/2007,0.148565041,0.490647114
2/2/2007,0.078977006,0.522501368
2/2/2007,0.066062785,0.54769361
2/2/2007,0.044333175,0.518410031
2/2/2007,0.009185218,0.502756335
2/2/2007,0,0.51929039
2/2/2007,0,0.535033634
2/2/2007,0,0.585242026
2/2/2007,0,0.612858947
2/2/2007,0,0.628475823
2/2/2007,0,0.624089953
2/3/2007,0,0.631376396
2/3/2007,0,0.656606352
2/3/2007,0,0.657963442
2/3/2007,0,0.663362987
2/3/2007,0,0.684814727
2/3/2007,0,0.696921051
2/3/2007,0,0.715824722
2/3/2007,0,0.735676495
2/3/2007,0.234847226,0.737987082
2/3/2007,0.463906243,0.730185269
2/3/2007,0.610434431,0.737286952
2/3/2007,0.692991295,0.752083631
2/3/2007,0.725432113,0.753485793
2/3/2007,0.713896002,0.759644189
2/3/2007,0.631397582,0.758981597
2/3/2007,0.496190104,0.742670302
2/3/2007,0.314381757,0.692879942
2/3/2007,0.101035847,0.619845216
2/3/2007,0,0.575625616
2/3/2007,0,0.554578265
2/3/2007,0,0.518236668
2/3/2007,0,0.472883878
2/3/2007,0,0.490650564
2/3/2007,0,0.501370011
2/4/2007,0,0.45927359
2/4/2007,0,0.425814074
2/4/2007,0,0.46375353
2/4/2007,0,0.514764324
2/4/2007,0,0.507203783
2/4/2007,0,0.51798303
2/4/2007,0,0.513998751
2/4/2007,0,0.489488223
2/4/2007,0.226346717,0.535998954
2/4/2007,0.450277764,0.600186802
2/4/2007,0.55190529,0.630217529
2/4/2007,0.644861095,0.638519045
2/4/2007,0.690040436,0.672997863
