"","UTILUNIT","ID6","ORISPL","RATINGMW","LAT","LON"
"310","215-781","CT","2404",46.9,40.737283,-74.096464
"311","215-137","ST","2404",150,40.737283,-74.096464
"312","215-381","CT","2404",64,40.737283,-74.096464
"313","215-723","CT","2404",44,40.737283,-74.096464
"314","215-396","CT","2406",30,40.6217,-74.2072
"315","215-393","CT","2406",65,40.6217,-74.2072
"316","215-808","CC","2406",642.9,40.6217,-74.2072
"317","215-809","CC","2406",643.1,40.6217,-74.2072
"318","215-392","CT","2406",64,40.6217,-74.2072
"319","215-800","CC","2406",180,40.6217,-74.2072
"320","215-378","CT","2406",98,40.6217,-74.2072
"321","215-394","CT","2406",65,40.6217,-74.2072
"322","215-395","CT","2406",30,40.6217,-74.2072
"323","215-391","CT","2406",64,40.6217,-74.2072
"324","215-142","ST","2406",250,40.6217,-74.2072
"325","215-377","CT","2406",98,40.6217,-74.2072
"326","215-376","CT","2406",86,40.6217,-74.2072
"327","215-375","CT","2406",86,40.6217,-74.2072
"328","215-397","CT","2406",30,40.6217,-74.2072
"329","215-373","CT","2406",24,40.6217,-74.2072
"330","215-398","CT","2406",30,40.6217,-74.2072
"331","215-151","ST","2408",325,40.1792,-74.7339
"332","215-152","ST","2408",325,40.1792,-74.7339
"333","215-359","CT","2408",140,40.1792,-74.7339
"334","215-319","CT","2409",24,39.86,-75.1853
"335","215-201","NU","2410",1174,39.4625,-75.5358
"336","215-309","CT","2410",46,39.4625,-75.5358
"337","215-202","NU","2410",1155.8,39.4625,-75.5358
"338","215-161","ST","2411",107,40.5558,-74.2469
"339","215-162","ST","2411",120,40.5558,-74.2469
"340","215-366","CT","2411",140,40.5558,-74.2469
"341","215-163","ST","2411",109,40.5558,-74.2469
"342","215-164","ST","2411",127,40.5558,-74.2469
"343","209-391","CT","2434",62.9,39.4889,-75.0347
"344","209-101","ST","2434",23,39.4889,-75.0347
"345","209-102","ST","2434",17,39.4889,-75.0347
"346","209-103","ST","2434",11,39.4889,-75.0347
"347","209-104","ST","2434",8,39.4889,-75.0347
"348","209-105","ST","2434",8,39.4889,-75.0347
"349","328-504","HD","2756",57,36.499147,-77.811543
"350","328-502","HD","2756",56,36.499147,-77.811543
"351","328-501","HD","2756",56,36.499147,-77.811543
"352","328-503","HD","2756",56,36.499147,-77.811543
"353","328-301","CT","2757",16,36.0667,-75.6997
"354","328-302","CT","2757",16,36.0667,-75.6997
"355","328-505","HD","2758",26,36.4789,-77.6722
"356","328-507","HD","2758",25,36.4789,-77.6722
"357","328-508","HD","2758",23,36.4789,-77.6722
"358","328-506","HD","2758",25,36.4789,-77.6722
"359","344-403","DS","2783",3,35.267222,-75.534722
"360","344-401","DS","2783",3,35.267222,-75.534722
"361","344-402","DS","2783",3,35.267222,-75.534722
"362","344-405","DS","2783",3,35.267222,-75.534722
"363","344-404","DS","2783",3,35.267222,-75.534722
"364","499-101","ST","2828",600,40.2522,-80.6486
"365","499-103","ST","2828",630,40.2522,-80.6486
"366","499-102","ST","2828",600,40.2522,-80.6486
"367","400-132","ST","2830",94,38.9917,-84.2981
"368","400-135","ST","2830",238,38.9917,-84.2981
"369","400-334","CT","2830",61,38.9917,-84.2981
"370","400-331","CT","2830",61,38.9917,-84.2981
"371","400-131","ST","2830",94,38.9917,-84.2981
"372","400-136","ST","2830",420,38.9917,-84.2981
"373","400-134","ST","2830",150,38.9917,-84.2981
"374","400-333","CT","2830",61,38.9917,-84.2981
"375","400-133","ST","2830",128,38.9917,-84.2981
"376","400-332","CT","2830",61,38.9917,-84.2981
"377","400-345","CT","2831",21,39.465,-84.3778
"378","400-344","CT","2831",21,39.465,-84.3778
"379","400-343","CT","2831",20,39.465,-84.3778
"380","400-341","CT","2831",110,39.465,-84.3778
"381","430-156","ST","2832",163,39.1128,-84.8036
"382","400-354","CT","2832",20,39.1128,-84.8036
"383","400-353","CT","2832",20,39.1128,-84.8036
"384","400-157","ST","2832",510,39.1128,-84.8036
"385","400-355","CT","2832",20,39.1128,-84.8036
"386","400-158","ST","2832",510,39.1128,-84.8036
"387","400-356","CT","2832",20,39.1128,-84.8036
"388","404-128","ST","2835",268,41.9086,-80.7697
"389","431-121","ST","2836",94,41.504453,-82.054619
"390","431-336","CT","2836",29,41.504453,-82.054619
"391","431-133","ST","2836",640,41.504453,-82.054619
"392","404-125","ST","2837",145,41.6711,-81.4425
"393","404-335","CT","2837",31,41.6711,-81.4425
"394","404-126","ST","2837",145,41.6711,-81.4425
"395","404-134","ST","2837",656,41.6711,-81.4425
"396","404-127","ST","2837",264,41.6711,-81.4425
"397","404-124","ST","2837",145,41.6711,-81.4425
"398","404-432","DS","2838",2,41.5356,-81.6419
"399","404-130","ST","2838",268,41.5356,-81.6419
"400","404-431","DS","2838",2,41.5356,-81.6419
"401","405-101","ST","2840",125,40.1842,-81.8811
"402","499-116","ST","2840",405,40.1842,-81.8811
"403","499-114","ST","2840",780,40.1842,-81.8811
"404","420-113","ST","2840",165,40.1842,-81.8811
"405","405-102","ST","2840",125,40.1842,-81.8811
"406","499-115","ST","2840",405,40.1842,-81.8811
"407","499-125","ST","2843",96.1,39.7933,-83.0097
"408","407-332","CT","2847",102,39.727249,-84.211084
"409","407-333","CT","2847",102,39.727249,-84.211084
"410","407-331","CT","2847",100,39.727249,-84.211084
"411","407-464","DS","2847",2.5,39.727249,-84.211084
"412","407-461","DS","2847",2.5,39.727249,-84.211084
"413","407-463","DS","2847",2.5,39.727249,-84.211084
"414","407-462","DS","2847",2.5,39.727249,-84.211084
"415","407-319","CT","2848",25,39.6088,-84.2921
"416","407-110","ST","2848",63,39.6088,-84.2921
"417","407-113","ST","2848",63,39.6088,-84.2921
"418","407-108","ST","2848",58,39.6088,-84.2921
"419","407-109","ST","2848",55,39.6088,-84.2921
"420","407-112","ST","2848",63,39.6088,-84.2921
"421","407-111","ST","2848",63,39.6088,-84.2921
"422","407-129","ST","2850",585,38.6361,-83.6939
"423","407-131","ST","2850",585,38.6361,-83.6939
"424","405-195","ST","2850",152,38.6361,-83.6939
"425","407-128","ST","2850",585,38.6361,-83.6939
"426","407-491","DS","2850",2.5,38.6361,-83.6939
"427","405-196","ST","2850",152,38.6361,-83.6939
"428","407-490","DS","2850",2.5,38.6361,-83.6939
"429","405-198","ST","2850",152,38.6361,-83.6939
"430","407-130","ST","2850",585,38.6361,-83.6939
"431","405-197","ST","2850",152,38.6361,-83.6939
"432","407-493","DS","2850",2.5,38.6361,-83.6939
"433","407-492","DS","2850",2.5,38.6361,-83.6939
"434","407-473","DS","2851",2.4,39.7667,-84.1739
"435","407-475","DS","2851",2.4,39.7667,-84.1739
"436","407-472","DS","2851",2.4,39.7667,-84.1739
"437","407-471","DS","2851",2.4,39.7667,-84.1739
"438","407-474","DS","2851",2.4,39.7667,-84.1739
"439","407-483","DS","2852",2.4,40.27917,-84.19097
"440","407-482","DS","2852",2.4,40.27917,-84.19097
"441","407-484","DS","2852",2.4,40.27917,-84.19097
"442","407-481","DS","2852",2.4,40.27917,-84.19097
"443","407-485","DS","2852",2.4,40.27917,-84.19097
"444","407-323","CT","2854",18,39.7505,-84.2684
"445","407-326","CT","2854",18,39.7505,-84.2684
"446","407-324","CT","2854",18,39.7505,-84.2684
"447","407-321","CT","2854",22,39.7505,-84.2684
"448","407-320","CT","2854",22,39.7505,-84.2684
"449","407-325","CT","2854",18,39.7505,-84.2684
"450","407-322","CT","2854",22,39.7505,-84.2684
"451","419-316","CT","2857",26,41.468056,-82.186944
"452","419-315","CT","2857",26,41.468056,-82.186944
"453","419-334","CT","2860",33,39.9242,-83.8508
"454","419-335","CT","2860",33,39.9242,-83.8508
"455","431-363","CT","2861",30,41.166928,-80.74769
"456","431-162","ST","2861",108,41.166928,-80.74769
"457","431-161","ST","2861",109,41.166928,-80.74769
"458","419-409","DS","2864",2.1,39.91,-80.760833
"459","419-803","ST","2864",104,39.91,-80.760833
"460","419-408","DS","2864",3,39.91,-80.760833
"461","419-105","ST","2864",170,39.91,-80.760833
"462","419-406","DS","2864",7,39.91,-80.760833
"463","419-407","DS","2864",2.1,39.91,-80.760833
"464","419-104","ST","2864",170,39.91,-80.760833
"465","419-483","DS","2866",3,40.5317,-80.6319
"466","419-484","DS","2866",2.6,40.5317,-80.6319
"467","419-173","ST","2866",180,40.5317,-80.6319
"468","419-176","ST","2866",600,40.5317,-80.6319
"469","419-172","ST","2866",180,40.5317,-80.6319
"470","419-171","ST","2866",180,40.5317,-80.6319
"471","419-481","DS","2866",3,40.5317,-80.6319
"472","419-175","ST","2866",300,40.5317,-80.6319
"473","419-482","DS","2866",2.6,40.5317,-80.6319
"474","419-174","ST","2866",180,40.5317,-80.6319
"475","419-478","DS","2866",13,40.5317,-80.6319
"476","419-485","DS","2866",3,40.5317,-80.6319
"477","419-177","ST","2866",600,40.5317,-80.6319
"478","419-394","CT","2869",90,41.429444,-82.264444
"479","419-391","CT","2869",64,41.429444,-82.264444
"480","419-396","CT","2869",90,41.429444,-82.264444
"481","419-392","CT","2869",64,41.429444,-82.264444
"482","419-397","CT","2869",90,41.429444,-82.264444
"483","419-395","CT","2869",90,41.429444,-82.264444
"484","419-398","CT","2869",90,41.429444,-82.264444
"485","499-141","ST","2872",203.1,39.5908,-81.6797
"486","499-142","ST","2872",200.1,39.5908,-81.6797
"487","499-144","ST","2872",210.1,39.5908,-81.6797
"488","499-145","ST","2872",600,39.5908,-81.6797
"489","499-143","ST","2872",210.1,39.5908,-81.6797
"490","421-105","ST","2876",205,38.9144,-82.1289
"491","421-101","ST","2876",205,38.9144,-82.1289
"492","421-103","ST","2876",205,38.9144,-82.1289
"493","421-102","ST","2876",205,38.9144,-82.1289
"494","421-104","ST","2876",205,38.9144,-82.1289
"495","426-102","ST","2878",150,41.6917,-83.4378
"496","426-103","ST","2878",156,41.6917,-83.4378
"497","426-651","ST","2878",150,41.6917,-83.4378
"498","426-304","CT","2878",18,41.6917,-83.4378
"499","426-104","ST","2878",236,41.6917,-83.4378
"500","476-316","CT","2880",135,41.305203,-84.334622
"501","476-302","CT","2880",15,41.305203,-84.334622
"502","476-315","CT","2880",135,41.305203,-84.334622
"503","476-314","CT","2880",135,41.305203,-84.334622
"504","476-303","CT","2880",18,41.305203,-84.334622
"505","476-301","CT","2880",15,41.305203,-84.334622
"506","476-305","CT","2881",19,41.5014,-84.4283
"507","431-301","CT","3096",20,40.464851,-80.043761
"508","431-302","CT","3096",20,40.464851,-80.043761
"509","431-303","CT","3096",20,40.464851,-80.043761
"510","431-802","CC","3096",58,40.464851,-80.043761
"511","431-804","CC","3096",147,40.464851,-80.043761
"512","431-801","CC","3096",58,40.464851,-80.043761
"513","431-803","CC","3096",58,40.464851,-80.043761
"514","431-114","ST","3098",175,40.251829,-79.918022
"515","431-111","ST","3098",96.1,40.251829,-79.918022
"516","431-113","ST","3098",110.1,40.251829,-79.918022
"517","431-112","ST","3098",98.1,40.251829,-79.918022
"518","237-351","CT","3109",26,39.908732,-76.988454
"519","237-354","CT","3110",27,39.8662,-77.1648
"520","237-353","CT","3110",27,39.8662,-77.1648
"521","237-352","CT","3110",27,39.8662,-77.1648
"522","237-356","CT","3111",27,40.122941,-77.172292
"523","237-355","CT","3111",27,40.122941,-77.172292
"524","237-357","CT","3112",26,39.8442,-77.3508
"525","237-314","CT","3113",26,40.910205,-75.079398
"526","237-111","ST","3113",158,40.910205,-75.079398
"527","237-112","ST","3113",243,40.910205,-75.079398
"528","237-313","CT","3113",19,40.910205,-75.079398
"529","237-315","CT","3113",156,40.910205,-75.079398
