"","UTILUNIT","ID6","ORISPL","RATINGMW","LAT","LON"
"744","401-525","HD","3779",2,37.4639,-79.1856
"745","401-522","HD","3779",2,37.4639,-79.1856
"746","401-523","HD","3779",2,37.4639,-79.1856
"747","401-524","HD","3779",2,37.4639,-79.1856
"748","401-521","HD","3779",2,37.4639,-79.1856
"749","401-528","HD","3780",105,37.0413,-79.5356
"750","401-530","HD","3780",70,37.0413,-79.5356
"751","401-526","HD","3780",70,37.0413,-79.5356
"752","401-529","HD","3780",185,37.0413,-79.5356
"753","401-527","HD","3780",185,37.0413,-79.5356
"754","250-460","DS","3782",12.5,37.2717,-75.9682
"755","250-381","CT","3785",33,37.7061,-75.7031
"756","235-134","ST","3788",102,38.8078,-77.0372
"757","235-133","ST","3788",102,38.8078,-77.0372
"758","235-135","ST","3788",102,38.8078,-77.0372
"759","235-131","ST","3788",88,38.8078,-77.0372
"760","235-132","ST","3788",88,38.8078,-77.0372
"761","328-101","ST","3796",74,37.7089,-78.2878
"762","328-102","ST","3796",160,37.7089,-78.2878
"763","328-108","ST","3797",671,37.3822,-77.3833
"764","328-106","ST","3797",171,37.3822,-77.3833
"765","328-105","ST","3797",105,37.3822,-77.3833
"766","328-107","ST","3797",336.8,37.3822,-77.3833
"767","328-801","CC","3797",232,37.3822,-77.3833
"768","328-802","CC","3797",235,37.3822,-77.3833
"769","328-515","HD","3798",2,37.592887,-79.380823
"770","328-303","CT","3799",12,37.777,-79.892
"771","328-304","CT","3799",12,37.777,-79.892
"772","328-306","CT","3799",12,37.777,-79.892
"773","328-305","CT","3799",12,37.777,-79.892
"774","328-309","CT","3800",19,37.95,-76.711
"775","328-310","CT","3800",19,37.95,-76.711
"776","328-308","CT","3800",19,37.95,-76.711
"777","328-311","CT","3800",19,37.95,-76.711
"778","328-314","CT","3803",18,36.7711,-76.3019
"779","328-312","CT","3803",19,36.7711,-76.3019
"780","328-319","CT","3803",29,36.7711,-76.3019
"781","328-112","ST","3803",111,36.7711,-76.3019
"782","328-113","ST","3803",111,36.7711,-76.3019
"783","328-315","CT","3803",18,36.7711,-76.3019
"784","328-317","CT","3803",29,36.7711,-76.3019
"785","328-115","ST","3803",221,36.7711,-76.3019
"786","328-318","CT","3803",29,36.7711,-76.3019
"787","328-316","CT","3803",29,36.7711,-76.3019
"788","328-114","ST","3803",162,36.7711,-76.3019
"789","328-313","CT","3803",18,36.7711,-76.3019
"790","328-116","ST","3804",74,38.5367,-77.2806
"791","328-321","CT","3804",16,38.5367,-77.2806
"792","328-117","ST","3804",71,38.5367,-77.2806
"793","328-323","CT","3804",16,38.5367,-77.2806
"794","328-320","CT","3804",16,38.5367,-77.2806
"795","328-120","ST","3804",791.1,38.5367,-77.2806
"796","328-322","CT","3804",16,38.5367,-77.2806
"797","328-119","ST","3804",221,38.5367,-77.2806
"798","328-118","ST","3804",105,38.5367,-77.2806
"799","328-325","CT","3804",16,38.5367,-77.2806
"800","328-324","CT","3804",16,38.5367,-77.2806
"801","328-804","CC","3804",610,38.5367,-77.2806
"802","328-204","NU","3806",868.1,37.1661,-76.6986
"803","328-203","NU","3806",863.1,37.1661,-76.6986
"804","328-121","ST","3809",163,37.2144,-76.4611
"805","328-122","ST","3809",172,37.2144,-76.4611
"806","328-123","ST","3809",820,37.2144,-76.4611
"807","341-501","HD","3833",42,36.59943,-78.3005
"808","341-504","HD","3833",42,36.59943,-78.3005
"809","341-503","HD","3833",42,36.59943,-78.3005
"810","341-502","HD","3833",42,36.59943,-78.3005
"811","341-505","HD","3833",42,36.59943,-78.3005
"812","341-506","HD","3833",42,36.59943,-78.3005
"813","341-500","HD","3833",15,36.59943,-78.3005
"814","341-507","HD","3834",7,36.7803,-80.0281
"815","341-509","HD","3834",1,36.7803,-80.0281
"816","341-508","HD","3834",7,36.7803,-80.0281
"817","510-810","ST","384",518,41.494636,-88.123827
"818","510-811","ST","384",518,41.494636,-88.123827
"819","401-101","ST","3935",800,38.4731,-81.8233
"820","401-103","ST","3935",1330,38.4731,-81.8233
"821","401-102","ST","3935",800,38.4731,-81.8233
"822","401-132","ST","3936",200,38.2056,-81.4211
"823","401-131","ST","3936",200,38.2056,-81.4211
"824","499-104","ST","3938",148.1,38.9669,-81.9231
"825","499-100","ST","3938",150.1,38.9669,-81.9231
"826","402-101","ST","3938",145,38.9669,-81.9231
"827","402-103","ST","3938",146.1,38.9669,-81.9231
"828","402-105","ST","3938",450.1,38.9669,-81.9231
"829","417-103","ST","3942",50,39.488611,-79.636944
"830","427-101","ST","3942",76,39.488611,-79.636944
"831","427-103","ST","3942",140,39.488611,-79.636944
"832","427-102","ST","3942",76,39.488611,-79.636944
"833","427-107","ST","3943",561.1,39.710833,-79.9275
"834","427-106","ST","3943",552,39.710833,-79.9275
"835","427-109","ST","3944",651,39.384167,-80.3325
"836","427-110","ST","3944",661.1,39.384167,-80.3325
"837","427-108","ST","3944",659.1,39.384167,-80.3325
"838","427-122","ST","3945",46,39.531389,-80.113056
"839","427-123","ST","3945",91,39.531389,-80.113056
"840","427-129","ST","3946",181,39.367222,-81.3
"841","427-128","ST","3946",54,39.367222,-81.3
"842","499-124","ST","3947",420,39.8461,-80.8186
"843","499-126","ST","3947",210,39.8461,-80.8186
"844","499-121","ST","3947",205.1,39.8461,-80.8186
"845","499-123","ST","3947",208.1,39.8461,-80.8186
"846","499-122","ST","3947",208.1,39.8461,-80.8186
"847","427-116","ST","3948",72,39.8297,-80.8153
"848","414-131","ST","3948",800,39.8297,-80.8153
"849","427-118","ST","3948",288.1,39.8297,-80.8153
"850","427-117","ST","3948",82,39.8297,-80.8153
"851","414-132","ST","3948",800,39.8297,-80.8153
"852","328-111","ST","3954",536,39.2008,-79.2636
"853","328-110","ST","3954",553.3,39.2008,-79.2636
"854","328-307","CT","3954",16,39.2008,-79.2636
"855","328-109","ST","3954",551,39.2008,-79.2636
"856","206-495","DS","4257",6.3,38.795,-76.07
"857","206-473","DS","4257",1.5,38.795,-76.07
"858","206-498","DS","4257",6.3,38.795,-76.07
"859","206-474","DS","4257",1.5,38.795,-76.07
"860","206-497","DS","4257",6.3,38.795,-76.07
"861","206-302","CT","4257",5.1,38.795,-76.07
"862","206-496","DS","4257",6.3,38.795,-76.07
"863","206-301","CT","4257",5.1,38.795,-76.07
"864","441-503","HD","4258",23.4,38.6472,-82.8594
"865","441-504","HD","4258",23.4,38.6472,-82.8594
"866","441-505","HD","4258",23.4,38.6472,-82.8594
"867","262-521","HD","50010",0.33,38.1483,-81.2147
"868","262-517","HD","50010",0.33,38.1483,-81.2147
"869","262-520","HD","50010",0.33,38.1483,-81.2147
"870","262-516","HD","50010",0.33,38.1483,-81.2147
"871","262-519","HD","50010",0.33,38.1483,-81.2147
"872","262-518","HD","50010",0.33,38.1483,-81.2147
"873","262-522","HD","50010",1.75,38.1483,-81.2147
"874","262-523","HD","50010",1.75,38.1483,-81.2147
"875","417-501","HD","50036",30.1,39.6672,-80.8642
"876","276-189","ST","50039",52,40.873399,-75.993494
"877","223-301","CT","50074",53,39.8103,-75.4281
"878","215-850","DS","50094",12,40.2167,-74.7667
"879","208-185","ST","50215",30,40.0017,-76.7183
"880","222-100","ST","50279",26.9,41.485,-75.5406
"881","222-302","CT","50279",4.6,41.485,-75.5406
"882","222-301","CT","50279",50,41.485,-75.5406
"883","222-303","CT","50279",4.6,41.485,-75.5406
"884","212-180","ST","50279",18,41.485,-75.5406
"885","242-490","DS","50373",12,40.2733,-76.8844
"886","256-859","CC","50385",147,40.7197,-74.13
"887","208-181","ST","50397",35,39.870935,-76.868117
"888","277-650","ST","50410",55,39.843743,-75.358801
"889","256-855","CC","50497",177.3,40.655325,-74.112442
"890","328-807","CC","50555",198,36.4517,-77.6594
"891","280-857","CC","50561",237,39.8746,-75.1592
"892","213-363","CT","50578",5,40.27244,-75.670351
"893","208-899","ST","50611",30,40.6191,-76.45
"894","230-650","ST","50611",32.5,40.6191,-76.45
"895","201-802","CC","50628",12,39.84,-75.2583
"896","201-808","CC","50628",44,39.84,-75.2583
"897","201-801","CC","50628",20,39.84,-75.2583
"898","201-803","CC","50628",12,39.84,-75.2583
"899","288-892","ST","50657",52,39.2006,-77.4556
"900","328-614","ST","50658",70,38.695,-77.2411
"901","272-193","ST","50771",16,40.9172,-76.8146
"902","208-184","ST","50776",80,40.8556,-75.8781
"903","212-194","ST","50782",1,41.387778,-75.717222
"904","250-711","CC","50797",39,40.7919,-74.2438
"905","250-111","CC","50797",18,40.7919,-74.2438
"906","205-893","CC","50797",52,40.7919,-74.2438
"907","205-891","CC","50799",114,40.460717,-74.327161
"908","270-131","CC","50799",23,40.460717,-74.327161
"909","270-731","CC","50799",39,40.460717,-74.327161
"910","270-732","CC","50799",39,40.460717,-74.327161
"911","270-132","CC","50799",23,40.460717,-74.327161
"912","250-371","CT","5083",92,39.3757,-74.9654
"913","250-370","CT","5083",96,39.3757,-74.9654
"914","267-896","CC","50852",70,40.905337,-74.130448
"915","208-182","ST","50859",30,40.0711,-76.6436
"916","271-192","ST","50879",43,40.782377,-76.176184
"917","205-895","ST","50885",12,39.8733,-75.1381
"918","218-650","ST","50888",112,40.6917,-75.4792
"919","297-506","HD","50894",8,40.716389,-79.577222
"920","297-517","HD","50894",9.2,40.716389,-79.577222
"921","297-505","HD","50894",7,40.716389,-79.577222
"922","215-860","ST","50960",39,40.601264,-74.266372
"923","328-803","CC","50966",267,37.4964,-77.4317
"924","282-650","ST","50974",85,41.2691,-79.8134
"925","328-129","ST","52007",69,36.6,-78.53
"926","328-130","ST","52007",69,36.6,-78.53
"927","371-802","CC","52019",363,37.820805,-77.446246
"928","371-801","CC","52019",363,37.820805,-77.446246
"929","371-301","CT","52019",182,37.820805,-77.446246
"930","211-583","HD","52036",5,39.801637,-79.368214
"931","215-481","DS","52051",3,38.6892,-77.2375
"932","924-501","HD","52068",11,40.915319,-74.180986
"933","328-701","CT","52087",125,36.775,-76.3083
"934","328-702","CT","52087",125,36.775,-76.3083
"935","328-343","CT","52087",125,36.775,-76.3083
"936","328-342","CT","52087",125,36.775,-76.3083
"937","328-700","CT","52087",125,36.775,-76.3083
"938","328-344","CT","52087",125,36.775,-76.3083
"939","328-131","ST","52118",83,37.104141,-79.276958
"940","328-613","ST","52118",40,37.104141,-79.276958
"941","328-612","ST","52118",40,37.104141,-79.276958
"942","915-401","DS","52149",2,40.220453,-75.301645
"943","211-581","HD","52173",8,40.46439,-79.365703
"944","905-403","DS","52203",0.8,39.144,-77.2059
"945","905-401","DS","52203",1,39.144,-77.2059
"946","905-402","DS","52203",1,39.144,-77.2059
"947","410-303","CT","54",142,37.8833,-84.1017
"948","410-310","CT","54",107,37.8833,-84.1017
"949","410-305","CT","54",98,37.8833,-84.1017
"950","410-306","CT","54",98,37.8833,-84.1017
"951","410-301","CT","54",142,37.8833,-84.1017
"952","410-304","CT","54",98,37.8833,-84.1017
"953","410-307","CT","54",98,37.8833,-84.1017
"954","410-309","CT","54",107,37.8833,-84.1017
"955","410-302","CT","54",142,37.8833,-84.1017
"956","1A3-821","CC","54034",82.7,42.625325,-73.749955
"957","328-616","ST","54035",167,36.4364,-77.6167
"958","345-401","DS","54045",3,37.2081,-77.3955
"959","345-402","DS","54047",3,37.3926,-77.5615
"960","328-608","ST","54081",47,37.4556,-77.4308
"961","328-606","ST","54081",58,37.4556,-77.4308
"962","328-607","ST","54081",58,37.4556,-77.4308
"963","328-609","ST","54081",47,37.4556,-77.4308
"964","212-186","ST","54089",22,41.2206,-77.6191
"965","211-650","ST","54144",31,41.1764,-79.4414
"966","498-618","ST","54304",238,38.2667,-77.3147
"967","215-853","CC","54367",3,40.2809,-74.7131
"968","244-101","ST","54625",28,40.0967,-75.3103
"969","212-191","ST","54634",88,40.8222,-76.1736
"970","224-101","ST","54638",49,41.491466,-78.675759
"971","205-889","CC","54640",282,40.0613,-74.1686
"972","208-898","CC","54693",58.1,39.985641,-76.676158
"973","215-482","DS","54723",3,38.6892,-77.2375
"974","505-100","ST","54746",48,40.162633,-74.768164
"975","328-617","ST","54755",45,36.4364,-77.6167
"976","345-404","DS","54766",3,37.193584,-77.467185
"977","345-409","DS","54766",8.1,37.193584,-77.467185
"978","213-801","CC","54785",163,39.942219,-75.188069
"979","209-805","CC","54807",46,39.3729,-75.1305
"980","210-891","CC","54832",230,38.6681,-76.8678
"981","328-805","CC","54844",144,38.124688,-78.203543
"982","328-806","CC","54844",144,38.124688,-78.203543
"983","488-504","HD","54898",21,35.4475,-83.863889
"984","488-503","HD","54898",21,35.4475,-83.863889
"985","488-509","HD","54899",33.6,35.4478,-83.9383
"986","488-508","HD","54899",27.5,35.4478,-83.9383
"987","488-507","HD","54899",27.5,35.4478,-83.9383
"988","488-505","HD","54899",27.5,35.4478,-83.9383
"989","488-506","HD","54899",27.5,35.4478,-83.9383
"990","488-501","HD","54900",52,35.4923,-83.9806
"991","488-500","HD","54900",52,35.4923,-83.9806
"992","488-502","HD","54900",52,35.4923,-83.9806
"993","488-510","HD","54901",17,35.5453,-84.0503
"994","488-511","HD","54901",17,35.5453,-84.0503
"995","488-512","HD","54901",17,35.5453,-84.0503
"996","212-496","DS","54934",5,41.436308,-75.598437
"997","205-888","DS","54980",5,40.0081,-74.3306
"998","215-499","DS","54980",9.6,40.0081,-74.3306
"999","211-889","DS","55074",5,42.0786,-80.0708
"1000","458-302","CC","55088",150,42.3026,-83.154
"1001","458-303","CC","55088",250,42.3026,-83.154
"1002","458-300","CT","55088",150,42.3026,-83.154
"1003","458-301","CC","55088",150,42.3026,-83.154
"1004","215-862","ST","55092",9,40.4301,-74.4144
"1005","556-363","CT","55109",30,42.0931,-88.2397
"1006","556-361","CT","55109",110,42.0931,-88.2397
"1007","556-364","CT","55109",110,42.0931,-88.2397
"1008","556-362","CT","55109",110,42.0931,-88.2397
"1009","430-381","CT","55110",88,39.4522,-84.4647
"1010","430-386","CT","55110",88,39.4522,-84.4647
"1011","430-382","CT","55110",88,39.4522,-84.4647
"1012","430-384","CT","55110",88,39.4522,-84.4647
"1013","430-387","CT","55110",88,39.4522,-84.4647
"1014","430-388","CT","55110",88,39.4522,-84.4647
"1015","430-385","CT","55110",88,39.4522,-84.4647
"1016","430-383","CT","55110",88,39.4522,-84.4647
"1017","534-801","CC","55131",305,41.4797,-88.2581
"1018","534-803","CC","55131",320,41.4797,-88.2581
"1019","534-802","CC","55131",306,41.4797,-88.2581
"1020","534-800","CC","55131",320,41.4797,-88.2581
"1021","208-892","CT","55142",8,39.9578,-76.7408
"1022","243-404","DS","55159",2,40.9529,-74.0837
"1023","243-405","DS","55159",2,40.9529,-74.0837
"1024","410-322","CT","55164",202,38.3902,-85.4133
"1025","410-323","CT","55164",202,38.3902,-85.4133
"1026","410-321","CT","55164",202,38.3902,-85.4133
"1027","2A2-302","CC","55183",175.7,41.774444,-89.607222
"1028","2A2-802","CC","55183",139,41.774444,-89.607222
"1029","2A2-301","CC","55183",175.7,41.774444,-89.607222
"1030","2A2-801","CC","55183",139,41.774444,-89.607222
"1031","502-101","CC","55188",150,41.712216,-90.279679
"1032","502-782","CC","55188",175,41.712216,-90.279679
"1033","502-781","CC","55188",175,41.712216,-90.279679
"1034","260-141","CC","55193",197.1,40.4219,-75.9356
"1035","260-742","CC","55193",191,40.4219,-75.9356
"1036","260-741","CC","55193",191,40.4219,-75.9356
"1037","427-300","CT","55196",44,40.546667,-79.768333
"1038","427-301","CT","55196",44,40.546667,-79.768333
"1039","445-335","CT","55198",208,38.191661,-82.604586
"1040","445-334","CT","55198",208,38.191661,-82.604586
"1041","509-304","CT","55199",154,41.4388,-88.1236
"1042","509-305","CT","55199",190,41.4388,-88.1236
"1043","509-308","CT","55199",190,41.4388,-88.1236
"1044","509-307","CT","55199",190,41.4388,-88.1236
"1045","509-301","CT","55199",154,41.4388,-88.1236
"1046","509-302","CT","55199",155,41.4388,-88.1236
"1047","509-303","CT","55199",154,41.4388,-88.1236
"1048","509-309","CT","55199",155,41.4388,-88.1236
"1049","509-306","CT","55199",190,41.4388,-88.1236
"1050","504-309","CT","55201",120,40.4705,-88.3987
"1051","504-310","CT","55201",120,40.4705,-88.3987
"1052","537-701","CC","55216",38,41.411944,-88.332778
"1053","537-702","CC","55216",38,41.411944,-88.332778
"1054","537-101","CC","55216",62,41.411944,-88.332778
"1055","920-403","DS","55216",1.9,41.411944,-88.332778
"1056","537-703","CC","55216",38,41.411944,-88.332778
"1057","427-318","CT","55224",128,38.6716,-87.2931
"1058","427-315","CT","55224",128,38.6716,-87.2931
"1059","427-316","CT","55224",128,38.6716,-87.2931
"1060","427-317","CT","55224",128,38.6716,-87.2931
"1061","450-360","CT","55228",59,40.075783,-84.615136
"1062","450-361","CT","55228",59,40.075783,-84.615136
"1063","450-362","CT","55228",59,40.075783,-84.615136
"1064","450-363","CT","55228",59,40.075783,-84.615136
"1065","257-702","CC","55231",170.7,39.8614,-75.3358
"1066","257-801","CC","55231",521,39.8614,-75.3358
"1067","257-701","CC","55231",170.7,39.8614,-75.3358
"1068","257-124","CC","55231",223.8,39.8614,-75.3358
"1069","202-372","CT","55233",53.5,41.2908,-79.8061
"1070","202-371","CT","55233",53.5,41.2908,-79.8061
"1071","202-373","CT","55233",53.5,41.2908,-79.8061
"1072","202-375","CT","55233",53.5,41.2908,-79.8061
"1073","202-374","CT","55233",53.5,41.2908,-79.8061
"1074","527-308","CT","55236",80,41.8287,-89.4054
"1075","527-307","CT","55236",80,41.8287,-89.4054
"1076","527-305","CT","55236",80,41.8287,-89.4054
"1077","527-301","CT","55236",80,41.8287,-89.4054
"1078","527-306","CT","55236",80,41.8287,-89.4054
"1079","527-302","CT","55236",80,41.8287,-89.4054
"1080","527-303","CT","55236",80,41.8287,-89.4054
"1081","527-304","CT","55236",80,41.8287,-89.4054
"1082","535-360","CT","55238",150,42.238558,-89.101202
"1083","535-361","CT","55238",150,42.238558,-89.101202
"1084","249-802","CC","55239",802.1,40.448674,-74.348879
"1085","2B2-311","CT","55247",94,39.7139,-83.1778
"1086","2B2-315","CT","55247",94,39.7139,-83.1778
"1087","2B2-313","CT","55247",94,39.7139,-83.1778
"1088","2B2-316","CT","55247",94,39.7139,-83.1778
"1089","2B2-312","CT","55247",94,39.7139,-83.1778
"1090","2B2-314","CT","55247",94,39.7139,-83.1778
"1091","440-337","CT","55248",94,39.727679,-84.209489
"1092","440-334","CT","55248",94,39.727679,-84.209489
"1093","440-336","CT","55248",94,39.727679,-84.209489
"1094","440-335","CT","55248",94,39.727679,-84.209489
"1095","501-703","CT","55250",53.2,41.440893,-87.753189
"1096","501-701","CT","55250",53.1,41.440893,-87.753189
"1097","501-702","CT","55250",53.2,41.440893,-87.753189
"1098","501-705","CT","55250",53.2,41.440893,-87.753189
"1099","501-704","CT","55250",53.2,41.440893,-87.753189
"1100","501-706","CT","55250",53.2,41.440893,-87.753189
"1101","327-306","CT","55251",180,36.2454,-88.612
"1102","327-304","CT","55251",185,36.2454,-88.612
"1103","327-305","CT","55251",185,36.2454,-88.612
"1104","531-304","CT","55253",75.2,41.429444,-87.6187
"1105","531-302","CT","55253",75.2,41.429444,-87.6187
"1106","531-301","CT","55253",231.3,41.429444,-87.6187
"1107","531-303","CT","55253",75.2,41.429444,-87.6187
"1108","401-306","CT","55276",91,38.3681,-82.5339
"1109","401-304","CT","55276",91,38.3681,-82.5339
"1110","401-303","CT","55276",91,38.3681,-82.5339
"1111","401-302","CT","55276",91,38.3681,-82.5339
"1112","401-301","CT","55276",90,38.3681,-82.5339
"1113","401-305","CT","55276",91,38.3681,-82.5339
"1114","526-306","CT","55279",45,41.8151,-88.2265
"1115","526-308","CT","55279",45,41.8151,-88.2265
"1116","526-303","CT","55279",152,41.8151,-88.2265
"1117","526-307","CT","55279",45,41.8151,-88.2265
"1118","526-309","CT","55279",45,41.8151,-88.2265
"1119","526-304","CT","55279",152,41.8151,-88.2265
"1120","526-305","CT","55279",45,41.8151,-88.2265
"1121","526-302","CT","55279",152,41.8151,-88.2265
"1122","526-310","CT","55279",45,41.8151,-88.2265
"1123","526-301","CT","55279",152,41.8151,-88.2265
"1124","506-312","CT","55281",44,41.7181,-87.5449
"1125","506-310","CT","55281",44,41.7181,-87.5449
"1126","506-305","CT","55281",116.1,41.7181,-87.5449
"1127","506-308","CT","55281",44,41.7181,-87.5449
"1128","506-311","CT","55281",44,41.7181,-87.5449
"1129","506-309","CT","55281",129.1,41.7181,-87.5449
"1130","506-307","CT","55281",44,41.7181,-87.5449
"1131","506-306","CT","55281",44,41.7181,-87.5449
"1132","449-384","CT","55285",56,36.6644,-82.1044
"1133","449-385","CT","55285",56,36.6644,-82.1044
"1134","449-383","CT","55285",56,36.6644,-82.1044
"1135","449-381","CT","55285",56,36.6644,-82.1044
"1136","449-382","CT","55285",56,36.6644,-82.1044
"1137","332-181","CC","55293",271,34.6397,-87.0639
"1138","332-781","CC","55293",178,34.6397,-87.0639
"1139","332-782","CC","55293",178,34.6397,-87.0639
"1140","332-783","CC","55293",178,34.6397,-87.0639
"1141","260-300","CT","55296",200,41.6835,-87.5563
"1142","260-301","CT","55296",200,41.6835,-87.5563
"1143","453-802","CC","55297",390,42.32238,-86.29368
"1144","453-801","CC","55297",390,42.32238,-86.29368
"1145","453-803","CC","55297",390,42.32238,-86.29368
"1146","253-800","CC","55298",624,40.1475,-74.7411
"1147","253-801","CC","55298",630,40.1475,-74.7411
"1148","2B7-702","CC","55337",225,40.3509,-76.3658
"1149","2B7-701","CC","55337",225,40.3509,-76.3658
"1150","249-801","CC","55337",685.1,40.3509,-76.3658
"1151","2B7-101","CC","55337",223,40.3509,-76.3658
"1152","2B6-372","CT","55347",159.4,40.638021,-79.351725
"1153","2B6-373","CT","55347",158.7,40.638021,-79.351725
"1154","2B6-374","CT","55347",161.1,40.638021,-79.351725
"1155","2B6-375","CT","55347",159.6,40.638021,-79.351725
"1156","2B5-376","CT","55348",160,41.47724,-83.45983
"1157","2B5-377","CT","55348",160,41.47724,-83.45983
"1158","2B5-378","CT","55348",160,41.47724,-83.45983
"1159","2B5-379","CT","55348",160,41.47724,-83.45983
"1160","260-370","CT","55349",160.2,39.3325,-81.3642
"1161","260-371","CT","55349",161.1,39.3325,-81.3642
"1162","401-701","CC","55350",162.1,40.0928,-82.0276
"1163","401-142","CC","55350",253,40.0928,-82.0276
"1164","401-702","CC","55350",162.1,40.0928,-82.0276
"1165","740-703","CC","55358",165,30.2588,-93.7353
"1166","740-702","CC","55358",150,30.2588,-93.7353
"1167","740-113","CC","55358",150,30.2588,-93.7353
"1168","740-701","CC","55358",150,30.2588,-93.7353
"1169","740-111","CC","55358",165,30.2588,-93.7353
"1170","740-112","CC","55358",165,30.2588,-93.7353
"1171","740-114","CC","55358",150,30.2588,-93.7353
"1172","740-704","CC","55358",165,30.2588,-93.7353
"1173","438-702","CC","55364",200,39.3931,-87.5108
"1174","438-171","CC","55364",175.1,39.3931,-87.5108
"1175","438-701","CC","55364",200,39.3931,-87.5108
"1176","427-302","CT","55377",44,39.7475,-79.838888
"1177","427-303","CT","55377",44,39.7475,-79.838888
"1178","388-307","CC","55380",160,33.296146,-92.589364
"1179","388-301","CC","55380",160,33.296146,-92.589364
"1180","388-308","CC","55380",160,33.296146,-92.589364
"1181","388-104","CC","55380",235,33.296146,-92.589364
"1182","388-103","CC","55380",235,33.296146,-92.589364
"1183","388-306","CC","55380",160,33.296146,-92.589364
"1184","388-302","CC","55380",160,33.296146,-92.589364
"1185","388-303","CC","55380",160,33.296146,-92.589364
"1186","388-101","CC","55380",235,33.296146,-92.589364
"1187","388-305","CC","55380",160,33.296146,-92.589364
"1188","388-102","CC","55380",235,33.296146,-92.589364
"1189","388-304","CC","55380",160,33.296146,-92.589364
"1190","234-306","CT","55381",45,37.9892,-75.54
"1191","234-305","CT","55381",45,37.9892,-75.54
"1192","234-304","CT","55381",45,37.9892,-75.54
"1193","234-302","CT","55381",45,37.9892,-75.54
"1194","234-303","CT","55381",45,37.9892,-75.54
"1195","234-301","CT","55381",45,37.9892,-75.54
"1196","234-307","CT","55381",45,37.9892,-75.54
"1197","524-302","CT","55391",156,42.9767,-89.0492
"1198","524-303","CT","55391",156,42.9767,-89.0492
"1199","524-301","CT","55391",156,42.9767,-89.0492
"1200","524-313","CT","55392",175,42.4776,-87.895
"1201","524-312","CT","55392",175,42.4776,-87.895
"1202","524-311","CT","55392",175,42.4776,-87.895
"1203","437-804","CC","55397",665,39.58,-81.6564
"1204","449-351","CT","55401",195,39.0839,-82.3328
"1205","449-352","CT","55401",195,39.0839,-82.3328
"1206","449-355","CT","55401",195,39.0839,-82.3328
"1207","449-354","CT","55401",195,39.0839,-82.3328
"1208","449-353","CT","55401",195,39.0839,-82.3328
"1209","445-313","CT","55402",191,43.1864,-84.8429
"1210","445-312","CT","55402",191,43.1864,-84.8429
"1211","445-314","CT","55402",191,43.1864,-84.8429
"1212","445-311","CT","55402",191,43.1864,-84.8429
"1213","740-344","CT","55433",80,30.2825,-92.5997
"1214","740-346","CT","55433",80,30.2825,-92.5997
"1215","740-345","CT","55433",80,30.2825,-92.5997
"1216","504-303","CT","55438",135,42.000061,-88.244572
"1217","504-302","CT","55438",135,42.000061,-88.244572
"1218","504-301","CT","55438",135,42.000061,-88.244572
"1219","504-304","CT","55438",135,42.000061,-88.244572
"1220","342-703","CC","55439",172.8,37.8667,-78.3813
"1221","342-702","CC","55439",167,37.8667,-78.3813
"1222","342-101","CC","55439",400.8,37.8667,-78.3813
"1223","342-701","CC","55439",166.3,37.8667,-78.3813
"1224","446-805","CC","55502",540,39.0911,-84.8669
"1225","2B2-135","CC","55502",257,39.0911,-84.8669
"1226","2B2-705","CC","55502",166.1,39.0911,-84.8669
"1227","2B2-707","CC","55502",166.1,39.0911,-84.8669
"1228","2B2-706","CC","55502",166.1,39.0911,-84.8669
"1229","2B2-134","CC","55502",257,39.0911,-84.8669
"1230","2B2-704","CC","55502",166.1,39.0911,-84.8669
"1231","446-806","CC","55502",540,39.0911,-84.8669
"1232","446-804","CC","55503",810,39.5333,-81.7178
"1233","2B2-701","CC","55503",168,39.5333,-81.7178
"1234","2B2-133","CC","55503",372,39.5333,-81.7178
"1235","2B2-703","CC","55503",168,39.5333,-81.7178
"1236","2B2-702","CC","55503",168,39.5333,-81.7178
"1237","437-801","CC","55516",665,39.8592,-79.9182
"1238","250-782","CC","55524",127,39.7375,-76.306666
"1239","250-781","CC","55524",125,39.7375,-76.306666
"1240","250-783","CC","55524",127,39.7375,-76.306666
"1241","250-181","CC","55524",195,39.7375,-76.306666
"1242","243-401","DS","55604",1,40.9529,-74.0837
"1243","243-403","DS","55604",1,40.9529,-74.0837
"1244","243-402","DS","55604",1,40.9529,-74.0837
"1246","518-306","CT","55640",45,41.4425,-87.7514
"1247","518-304","CT","55640",45,41.4425,-87.7514
"1248","518-310","CT","55640",45,41.4425,-87.7514
"1249","518-311","CT","55640",45,41.4425,-87.7514
"1250","518-307","CT","55640",45,41.4425,-87.7514
"1251","518-302","CT","55640",45,41.4425,-87.7514
"1252","518-309","CT","55640",45,41.4425,-87.7514
"1253","518-301","CT","55640",45,41.4425,-87.7514
"1254","518-308","CT","55640",45,41.4425,-87.7514
"1255","518-303","CT","55640",45,41.4425,-87.7514
"1256","518-312","CT","55640",45,41.4425,-87.7514
"1257","518-305","CT","55640",45,41.4425,-87.7514
"1258","427-320","CT","55654",44,39.866944,-77.685833
"1259","427-319","CT","55654",44,39.866944,-77.685833
"1260","261-401","DS","55654",7,39.866944,-77.685833
"1261","261-402","DS","55654",22.4,39.866944,-77.685833
"1262","212-153","CC","55667",214,40.801924,-75.107563
"1263","212-752","CC","55667",190,40.801924,-75.107563
"1264","212-751","CC","55667",190,40.801924,-75.107563
