timepoint,zone,wind,solar,curtailment
1,EAST,5.0690085929999995,0.0,0.0
1,WEST,2810.3505277518,0.0,0.0
1,DC_BGE_PEP,55.29827555999999,0.0,0.0
1,VA_DOM,0.0,0.0,0.0
1,PA_METED_PPL,614.5020871605,0.0,0.0
2,EAST,5.0690085929999995,0.0,0.0
2,WEST,2810.3505277518,0.0,0.0
2,DC_BGE_PEP,55.29827555999999,0.0,0.0
2,VA_DOM,0.0,0.0,0.0
2,PA_METED_PPL,614.5020871605,0.0,0.0
3,EAST,4.863831599,0.0,0.0
3,WEST,2696.5966717874003,0.0,0.0
3,DC_BGE_PEP,53.05998108,0.0,0.0
3,VA_DOM,0.0,0.0,0.0
3,PA_METED_PPL,589.6290397514999,0.0,0.0
4,EAST,4.974624919,0.0,0.0
4,WEST,2758.0225028194,0.0,0.0
4,DC_BGE_PEP,54.26863548,0.0,0.0
4,VA_DOM,0.0,0.0,0.0
4,PA_METED_PPL,603.0602117715,0.0,0.0
5,EAST,4.936519379,0.0,0.0
5,WEST,2736.8960986154,0.0,0.0
5,DC_BGE_PEP,53.85293868,0.0,0.0
5,VA_DOM,0.0,0.0,0.0
5,PA_METED_PPL,598.4407810815,0.0,0.0
6,EAST,5.07311145,0.0,0.0
6,WEST,2812.6252262700004,0.0,0.0
6,DC_BGE_PEP,55.343034,0.0,0.0
6,VA_DOM,0.0,0.0,0.0
6,PA_METED_PPL,614.9994653250001,0.0,0.0
7,EAST,5.1306030929999995,0.0,0.0
7,WEST,2844.4996384518,0.0,0.0
7,DC_BGE_PEP,55.97021555999999,0.0,0.0
7,VA_DOM,0.0,0.0,0.0
7,PA_METED_PPL,621.9690204105,0.0,0.0
8,EAST,5.1306030929999995,0.0,0.0
8,WEST,2844.4996384518,0.0,0.0
8,DC_BGE_PEP,55.97021555999999,0.0,0.0
8,VA_DOM,0.0,0.0,0.0
8,PA_METED_PPL,621.9690204105,0.0,0.0
9,EAST,4.954095454,29.99909162290001,-2.6645352591003757e-15
9,WEST,2746.6405941604003,8.1220248062,0.0
9,DC_BGE_PEP,54.04467768,4.5988035193000005,0.0
9,VA_DOM,0.0,3.1646938761000003,0.0
9,PA_METED_PPL,600.571480719,3.6680112028000007,0.0
10,EAST,4.5830280320000005,66.60324577200001,8.881784197001252e-16
10,WEST,2540.9140687232,18.032319816,0.0
10,DC_BGE_PEP,49.996669440000005,10.210150524,0.0
10,VA_DOM,0.0,7.026175547999999,0.0
10,PA_METED_PPL,555.5879891520001,8.143628304,0.0
11,EAST,4.478066537999999,111.60263571180003,-6.217248937900877e-15
11,WEST,2482.7215080588,30.215560760400002,0.0
11,DC_BGE_PEP,48.85163495999999,17.1084711606,-7.105427357601002e-15
11,VA_DOM,0.0,11.7732957462,0.0
11,PA_METED_PPL,542.8637934929999,13.645737117600001,0.0
12,EAST,4.374528246,138.58138713820003,1.1546319456101628e-14
12,WEST,2425.3179964596,37.5198515396,0.0
12,DC_BGE_PEP,47.72212632,21.244262289399998,0.0
12,VA_DOM,0.0,14.6193649038,0.0
12,PA_METED_PPL,530.312128731,16.9444490824,0.0
13,EAST,4.396390569999999,132.40810392880002,-5.329070518200751e-15
13,WEST,2437.438866382,35.8484822864,0.0
13,DC_BGE_PEP,47.9606244,20.297909749600002,-7.105427357601002e-15
13,VA_DOM,0.0,13.9681267992,0.0
13,PA_METED_PPL,532.962438645,16.1896371616,0.0
14,EAST,4.396390569999999,129.70985651460003,-5.329070518200751e-15
14,WEST,2437.438866382,35.1179524188,0.0
14,DC_BGE_PEP,47.9606244,19.8842735682,0.0
14,VA_DOM,0.0,13.683480611399998,0.0
14,PA_METED_PPL,532.962438645,15.8597204472,0.0
15,EAST,4.5170706460000005,124.03207606270003,-7.105427357601002e-15
15,WEST,2504.3460946996006,33.5807367506,0.0
15,DC_BGE_PEP,49.27713432,19.013880655900003,-7.105427357601002e-15
15,VA_DOM,0.0,13.0845145743,0.0
15,PA_METED_PPL,547.592155131,15.165494016400002,0.0
16,EAST,4.477942656,94.54223026590002,-3.552713678800501e-15
16,WEST,2482.6528256256,25.5965863602,0.0
16,DC_BGE_PEP,48.85028352,14.4931435503,0.0
16,VA_DOM,0.0,9.973542563099999,0.0
16,PA_METED_PPL,542.848775616,11.5597486788,0.0
17,EAST,4.678103803999999,47.78268678610001,-3.552713678800501e-15
17,WEST,2593.6258053704,12.9367972958,0.0
17,DC_BGE_PEP,51.03385967999999,7.3249947337,0.0
17,VA_DOM,0.0,5.040738504899999,0.0
17,PA_METED_PPL,567.113765694,5.8424245852,0.0
18,EAST,5.126041074,0.14076616260000002,0.0
18,WEST,2841.9703721724004,0.0381113628,0.0
18,DC_BGE_PEP,55.92044808,0.0215791842,0.0
18,VA_DOM,0.0,0.014849843399999998,0.0
18,PA_METED_PPL,621.415979289,0.017211583199999998,0.0
19,EAST,5.4381610579999995,0.0,0.0
19,WEST,3015.0153662108,0.0,0.0
19,DC_BGE_PEP,59.32539335999999,0.0,0.0
19,VA_DOM,0.0,0.0,0.0
19,PA_METED_PPL,659.2534337129999,0.0,0.0
20,EAST,5.4381610579999995,0.0,0.0
20,WEST,3015.0153662108,0.0,0.0
20,DC_BGE_PEP,59.32539335999999,0.0,0.0
20,VA_DOM,0.0,0.0,0.0
20,PA_METED_PPL,659.2534337129999,0.0,0.0
21,EAST,5.421946618,0.0,0.0
21,WEST,3006.0257858668,0.0,0.0
21,DC_BGE_PEP,59.148508559999996,0.0,0.0
21,VA_DOM,0.0,0.0,0.0
21,PA_METED_PPL,657.287801373,0.0,0.0
22,EAST,5.188103932000001,0.0,0.0
22,WEST,2876.3791490632007,0.0,0.0
22,DC_BGE_PEP,56.597497440000005,0.0,0.0
22,VA_DOM,0.0,0.0,0.0
22,PA_METED_PPL,628.939690302,0.0,0.0
23,EAST,5.076959206000001,0.0,0.0
23,WEST,2814.7584921556004,0.0,0.0
23,DC_BGE_PEP,55.385009520000004,0.0,0.0
23,VA_DOM,0.0,0.0,0.0
23,PA_METED_PPL,615.4659182910001,0.0,0.0
24,EAST,4.91821099,0.0,0.0
24,WEST,2726.7455948740003,0.0,0.0
24,DC_BGE_PEP,53.653210800000004,0.0,0.0
24,VA_DOM,0.0,0.0,0.0
24,PA_METED_PPL,596.221305015,0.0,0.0
