timepoint,segments,MW,Price
21,6,1587,415.84133732197336
21,7,1587,92.70434054301474
21,8,1587,14.416924185052896
21,9,1587,1.6194480919456307
21,10,1587,0.13526081559337744
22,1,1557,3499.998215599462
22,2,1557,3490.7057227467885
22,3,1557,3266.146753501208
22,4,1557,2384.915017174066
22,5,1557,1180.6777957765207
22,6,1557,386.74282658154294
22,7,1557,86.15181847338997
22,8,1557,13.543111757574934
22,9,1557,1.5537024741610654
22,10,1557,0.13375245241267747
23,1,1512,3499.9944568665883
23,2,1512,3484.656103250195
23,3,1512,3201.104194466746
23,4,1512,2251.966144999459
23,5,1512,1076.6904898284022
23,6,1512,345.65545339973966
23,7,1512,76.76593873564512
23,8,1512,12.22587162124311
23,9,1512,1.4415457024679674
23,10,1512,0.1291872488216636
24,1,1443,3499.981108134251
24,2,1443,3471.624655683473
24,3,1443,3092.5522034381825
24,4,1443,2060.686578212663
24,5,1443,939.588078169183
24,6,1443,294.0174291442505
24,7,1443,65.21656170874407
24,8,1443,10.612747207146954
24,9,1443,1.3050412953268964
24,10,1443,0.12422631991174753
