timepoint,zone,wind,solar,curtailment
1,EAST,4.370125617,0.0,0.0
1,WEST,2422.8770988942,0.0,0.0
1,DC_BGE_PEP,47.67409764000001,0.0,0.0
1,VA_DOM,0.0,0.0,0.0
1,PA_METED_PPL,529.7784100245001,0.0,0.0
2,EAST,4.370125617,0.0,0.0
2,WEST,2422.8770988942,0.0,0.0
2,DC_BGE_PEP,47.67409764000001,0.0,0.0
2,VA_DOM,0.0,0.0,0.0
2,PA_METED_PPL,529.7784100245001,0.0,0.0
3,EAST,3.9820473659999998,0.0,0.0
3,WEST,2207.7194605716,0.0,0.0
3,DC_BGE_PEP,43.44051672,0.0,0.0
3,VA_DOM,0.0,0.0,0.0
3,PA_METED_PPL,482.732742051,0.0,0.0
4,EAST,3.966824356,0.0,0.0
4,WEST,2199.2795470456003,0.0,0.0
4,DC_BGE_PEP,43.27444752,0.0,0.0
4,VA_DOM,0.0,0.0,0.0
4,PA_METED_PPL,480.887298066,0.0,0.0
5,EAST,3.9071830489999995,0.0,0.0
5,WEST,2166.2133220574,0.0,0.0
5,DC_BGE_PEP,42.62381507999999,0.0,0.0
5,VA_DOM,0.0,0.0,0.0
5,PA_METED_PPL,473.65714507649994,0.0,0.0
6,EAST,3.911032521,0.0,0.0
6,WEST,2168.3475393246003,0.0,0.0
6,DC_BGE_PEP,42.66580932,0.0,0.0
6,VA_DOM,0.0,0.0,0.0
6,PA_METED_PPL,474.1238060685,0.0,0.0
7,EAST,4.036151086,0.0,0.0
7,WEST,2237.7155466436,0.0,0.0
7,DC_BGE_PEP,44.03073912000001,0.0,0.0
7,VA_DOM,0.0,0.0,0.0
7,PA_METED_PPL,489.29158847100007,0.0,0.0
8,EAST,4.036151086,0.0,0.0
8,WEST,2237.7155466436,0.0,0.0
8,DC_BGE_PEP,44.03073912000001,0.0,0.0
8,VA_DOM,0.0,0.0,0.0
8,PA_METED_PPL,489.29158847100007,0.0,0.0
9,EAST,3.8461829889999994,26.945019863800006,-4.440892098500626e-16
9,WEST,2132.3937797014,7.2951582164,0.0
9,DC_BGE_PEP,41.958359879999996,4.1306201446,0.0
9,VA_DOM,0.0,2.8425107142,0.0
9,PA_METED_PPL,466.26227416649994,3.2945875816,0.0
10,EAST,3.2943191379999996,88.07215533920001,6.217248937900877e-15
10,WEST,1826.4304268188,23.844863017599998,0.0
10,DC_BGE_PEP,35.938026959999995,13.5012934064,0.0
10,VA_DOM,0.0,9.2909950128,0.0
10,PA_METED_PPL,399.36132459299995,10.7686478144,0.0
11,EAST,3.045329078,123.97921054250003,-5.329070518200751e-15
11,WEST,1688.3858104628,33.566423815,0.0
11,DC_BGE_PEP,33.221771759999996,19.005776472500003,0.0
11,VA_DOM,0.0,13.0789376325,0.0
11,PA_METED_PPL,369.176938683,15.159030110000002,0.0
12,EAST,3.021603288,145.1275627953,-5.773159728050814e-15
12,WEST,1675.2318011088003,39.292178573399994,0.0
12,DC_BGE_PEP,32.96294496,22.2477785301,0.0
12,VA_DOM,0.0,15.309940547699998,0.0
12,PA_METED_PPL,366.30072586800003,17.7448548396,0.0
13,EAST,3.0993271539999996,168.72544320360004,8.43769498715119e-15
13,WEST,1718.3233255804,45.681124360800005,0.0
13,DC_BGE_PEP,33.810841679999996,25.865288581200005,0.0
13,VA_DOM,0.0,17.7993515124,0.0
13,PA_METED_PPL,375.722978169,20.630185195200003,0.0
14,EAST,3.0993271539999996,159.64310750020005,8.43769498715119e-15
14,WEST,1718.3233255804,43.222151375600006,0.0
14,DC_BGE_PEP,33.810841679999996,24.472983843400005,0.0
14,VA_DOM,0.0,16.8412287618,0.0
14,PA_METED_PPL,375.722978169,19.519681266400003,0.0
15,EAST,3.170131305,132.82375713430002,1.2434497875801753e-14
15,WEST,1757.5784342430002,35.9610172154,0.0
15,DC_BGE_PEP,34.5832506,20.3616285931,0.0
15,VA_DOM,0.0,14.0119752987,0.0
15,PA_METED_PPL,384.3063722925,16.2404593876,0.0
16,EAST,3.2896204879999997,97.87657691120002,-2.6645352591003757e-15
16,WEST,1823.8254098288,26.4993352336,0.0
16,DC_BGE_PEP,35.88676896,15.0042925304,0.0
16,VA_DOM,0.0,10.3252927608,0.0
16,PA_METED_PPL,398.791720068,11.967441718400002,0.0
17,EAST,3.5446298360000004,55.346227186400014,-1.7763568394002505e-15
17,WEST,1965.2072288936001,14.9845680592,0.0
17,DC_BGE_PEP,38.66868912,8.484471048800001,0.0
17,VA_DOM,0.0,5.8386389976,0.0
17,PA_METED_PPL,429.705807846,6.767224284800001,0.0
18,EAST,4.135572936,0.34366591050000006,0.0
18,WEST,2292.8368279536003,0.093044919,0.0
18,DC_BGE_PEP,45.115341120000004,0.0526833285,0.0
18,VA_DOM,0.0,0.0362543445,0.0
18,PA_METED_PPL,501.344228196,0.042020286000000004,0.0
19,EAST,4.624847347999999,0.0,0.0
19,WEST,2564.0994578648,0.0,0.0
19,DC_BGE_PEP,50.45288015999999,0.0,0.0
19,VA_DOM,0.0,0.0,0.0
19,PA_METED_PPL,560.657630778,0.0,0.0
20,EAST,4.624847347999999,0.0,0.0
20,WEST,2564.0994578648,0.0,0.0
20,DC_BGE_PEP,50.45288015999999,0.0,0.0
20,VA_DOM,0.0,0.0,0.0
20,PA_METED_PPL,560.657630778,0.0,0.0
21,EAST,4.756854212,0.0,0.0
21,WEST,2637.2864633912004,0.0,0.0
21,DC_BGE_PEP,51.892955040000004,0.0,0.0
21,VA_DOM,0.0,0.0,0.0
21,PA_METED_PPL,576.660462882,0.0,0.0
22,EAST,4.684491119,0.0,0.0
22,WEST,2597.1670489394,0.0,0.0
22,DC_BGE_PEP,51.10353948,0.0,0.0
22,VA_DOM,0.0,0.0,0.0
22,PA_METED_PPL,567.8880824715,0.0,0.0
23,EAST,4.650878276,0.0,0.0
23,WEST,2578.5314776376003,0.0,0.0
23,DC_BGE_PEP,50.73685392,0.0,0.0
23,VA_DOM,0.0,0.0,0.0
23,PA_METED_PPL,563.813289186,0.0,0.0
24,EAST,4.558908188999999,0.0,0.0
24,WEST,2527.5415892214,0.0,0.0
24,DC_BGE_PEP,49.73354387999999,0.0,0.0
24,VA_DOM,0.0,0.0,0.0
24,PA_METED_PPL,552.6640063665,0.0,0.0
