Gen_Index,Name,Zone,Category,Capacity,Fuel_Cost,Can_Spin
778,Chesapeake GT4,VA_DOM,CT,18,50,1
779,Chesapeake GT1,VA_DOM,CT,19,50,1
783,Chesapeake GT6,VA_DOM,CT,18,50,1
789,Chesapeake GT2,VA_DOM,CT,18,50,1
791,Possum Point GT 2,DC_BGE_PEP,CT,16,50,1
793,Possum Point GT 4,DC_BGE_PEP,CT,16,50,1
794,Possum Point GT 1,DC_BGE_PEP,CT,16,50,1
795,Possum Point 5,DC_BGE_PEP,ST,786,25,1
796,Possum Point GT 3,DC_BGE_PEP,CT,16,50,1
797,Possum Point 4,DC_BGE_PEP,ST,221,25,1
798,Possum Point 3,DC_BGE_PEP,ST,105,25,1
799,Possum Point GT 6,DC_BGE_PEP,CT,16,50,1
800,Possum Point GT 5,DC_BGE_PEP,CT,16,50,1
801,Possum Point 6,DC_BGE_PEP,CC,610,30,1
802,Surry 2,VA_DOM,NU,815,10,0
803,Surry 1,VA_DOM,NU,810,10,0
804,Yorktown 1,VA_DOM,ST,163,25,1
805,Yorktown 2,VA_DOM,ST,172,25,1
806,Yorktown 3,VA_DOM,ST,820,25,1
807,Kerr Dam 2,VA_DOM,HD,37,5,0
808,Kerr Dam 5,VA_DOM,HD,37,5,0
809,Kerr Dam 4,VA_DOM,HD,37,5,0
810,Kerr Dam 3,VA_DOM,HD,37,5,0
811,Kerr Dam 6,VA_DOM,HD,37,5,0
812,Kerr Dam 7,VA_DOM,HD,37,5,0
813,Kerr Dam 1,VA_DOM,HD,14,5,0
814,Philpott 1,WEST,HD,7,5,0
815,Philpott 3,WEST,HD,1,5,0
816,Philpott 2,WEST,HD,7,5,0
817,Joliet 7,WEST,ST,518,25,1
818,Joliet 8,WEST,ST,518,25,1
819,Amos 1,WEST,ST,800,25,1
820,Amos 3,WEST,ST,1300,25,1
821,Amos 2,WEST,ST,800,25,1
829,WVU/MEA,WEST,ST,50,25,1
833,Fort Martin 2,WEST,ST,557,25,1
834,Fort Martin 1,WEST,ST,552,25,1
835,Harrison 2,WEST,ST,642,25,1
836,Harrison 3,WEST,ST,651,25,1
837,Harrison 1,WEST,ST,640,25,1
848,Mitchell (AEP) 1,WEST,ST,800,25,1
851,Mitchell (AEP) 2,WEST,ST,800,25,1
852,Mount Storm 3,WEST,ST,536,25,1
853,Mount Storm 2,WEST,ST,536,25,1
854,Mount Storm GT 1,WEST,CT,16,50,1
855,Mount Storm 1,WEST,ST,536,25,1
856,Easton 21,EAST,DS,6.3,80,1
857,Easton201,EAST,DS,1.5,80,1
858,Easton 24,EAST,DS,6.3,80,1
859,Easton202,EAST,DS,1.5,80,1
860,Easton 23,EAST,DS,6.3,80,1
861,Easton 204,EAST,CT,5.1,50,1
862,Easton 22,EAST,DS,6.3,80,1
863,Easton 203,EAST,CT,5.1,50,1
864,Greenup 1,WEST,HD,23.4,5,0
865,Greenup 2,WEST,HD,23.4,5,0
866,Greenup 3,WEST,HD,23.4,5,0
867,Glen Ferris 6 (Hawks Nest),WEST,HD,0.33,5,0
868,Glen Ferris 2 (Hawks Nest),WEST,HD,0.33,5,0
869,Glen Ferris 5 (Hawks Nest),WEST,HD,0.33,5,0
870,Glen Ferris 1 (Hawks Nest),WEST,HD,0.33,5,0
871,Glen Ferris 4 (Hawks Nest),WEST,HD,0.33,5,0
872,Glen Ferris 3 (Hawks Nest),WEST,HD,0.33,5,0
873,Glen Ferris 7 (Hawks Nest),WEST,HD,1.68,5,0
874,Glen Ferris 8 (Hawks Nest),WEST,HD,1.68,5,0
875,Hannibal Dam,WEST,HD,29,5,0
876,NEPCO NUG,PA_METED_PPL,ST,52,25,1
877,MH50 (Sunoil),EAST,CT,53,50,1
879,York County RR NUG,PA_METED_PPL,ST,30,25,1
880,Archbald,PA_METED_PPL,ST,19,25,1
881,PEI 5,PA_METED_PPL,CT,4.6,50,1
882,Archbald 2,PA_METED_PPL,CT,44,50,1
883,PEI 6,PA_METED_PPL,CT,4.6,50,1
885,Paxton Creek NUG,PA_METED_PPL,DS,12,80,1
886,Newark Bay COGEN,EAST,CC,147,30,1
887,Glatfelter NUG,PA_METED_PPL,ST,35,25,1
888,Kimberly Clark,EAST,ST,55,25,1
889,Bayonne COGEN NUG,EAST,CC,174,30,1
890,Rosemary 1,VA_DOM,CC,198,30,1
891,Eagle Point COGEN NUG,EAST,CC,195,30,1
894,Westwood 1,PA_METED_PPL,ST,30,25,1
899,MCRRF1,DC_BGE_PEP,ST,50,25,1
900,Covanta Fairfax 1 (Ogden Martin),VA_DOM,ST,63,25,1
902,Panther Creek NUG,PA_METED_PPL,ST,80,25,1
908,Parlin ST1,EAST,CC,23,30,1
909,Parlin CT1,EAST,CC,39,30,1
910,Parlin CT2,EAST,CC,39,30,1
911,Parlin ST2,EAST,CC,23,30,1
912,Cumberland CT 2,EAST,CT,90,50,1
913,Cumberland CT 1,EAST,CT,96,50,1
914,Marcal NUG,EAST,CC,47,30,1
915,Lancaster County RR NUG,PA_METED_PPL,ST,30,25,1
916,Wheelabrator-Frackville NUG,PA_METED_PPL,ST,43,25,1
917,Gloucester NUG,EAST,ST,12,25,1
918,Northampton,PA_METED_PPL,ST,110,25,1
919,ALD 6,WEST,HD,8,5,0
920,PE Hydro,WEST,HD,3,5,0
921,ALD 5,WEST,HD,7,5,0
922,Union County Resource Recovery,EAST,ST,39,25,1
923,Bellmeade,VA_DOM,CC,250,30,1
924,Scrubgrass NUG,WEST,ST,85,25,1
925,Mecklenburg 1 (Buggs Is),VA_DOM,ST,69,25,1
926,Mecklenburg 2 (Buggs Is),VA_DOM,ST,69,25,1
927,Doswell CC2 (4Rivers5),VA_DOM,CC,363,30,1
928,Doswell CC1 (4Rivers5),VA_DOM,CC,363,30,1
929,Doswell CT (4Rivers1),VA_DOM,CT,182,50,1
930,Yough Dam NUG,WEST,HD,5,5,0
931,I95 LF Phase I,VA_DOM,DS,3,80,1
932,Great Falls Hydro NUG,EAST,HD,11,5,0
935,Elizabeth River 2,VA_DOM,CT,125,50,1
936,Elizabeth River 1,VA_DOM,CT,125,50,1
938,Elizabeth River 3,VA_DOM,CT,125,50,1
939,Pittsylvania (Hurt),VA_DOM,ST,80,25,1
942,North Wales D 1,EAST,DS,2,80,1
943,Conemaugh Hydro NUG,WEST,HD,8,5,0
947,Smith CT 3,WEST,CT,142,50,1
948,Smith CT 10,WEST,CT,107,50,1
949,Smith CT 5,WEST,CT,98,50,1
950,Smith CT 6,WEST,CT,98,50,1
951,Smith CT 1,WEST,CT,142,50,1
952,Smith CT 4,WEST,CT,98,50,1
953,Smith CT 7,WEST,CT,98,50,1
954,Smith CT 9,WEST,CT,107,50,1
955,Smith CT 2,WEST,CT,142,50,1
956,Rensselaer Cogen,WEST,CC,82.7,30,1
960,Spruance 3 (Richmond),VA_DOM,ST,47,25,1
961,Spruance 1 (Richmond),VA_DOM,ST,58,25,1
962,Spruance 2 (Richmond),VA_DOM,ST,58,25,1
963,Spruance 4 (Richmond),VA_DOM,ST,47,25,1
966,Birchwood 1,VA_DOM,ST,238,25,1
968,Covanta Plymouth (Montenay),EAST,ST,28,25,1
969,Schuylkill Energy NUG,PA_METED_PPL,ST,88,25,1
970,Willamette (PennTech)(Domtar),WEST,ST,49,25,1
971,Lakewood NUG,EAST,CC,262,30,1
972,Cat Tractor NUG,PA_METED_PPL,CC,51,30,1
973,I95 LF Phase II,VA_DOM,DS,3,80,1
974,Wheelabrator Falls NUG,EAST,ST,48,25,1
976,Dinwiddie Diesel,VA_DOM,DS,3,80,1
977,Weakley Diesel,VA_DOM,DS,7,80,1
978,Grays Ferry Cogen,EAST,CC,150,30,1
980,Panda,DC_BGE_PEP,CC,230,30,1
981,Gordonsville 1 (So.Anna),VA_DOM,CC,144,30,1
982,Gordonsville 2 (So.Anna),VA_DOM,CC,144,30,1
983,Santeetlah 2,VA_DOM,HD,21,5,0
984,Santeetlah 1,VA_DOM,HD,21,5,0
985,Cheoah 5,VA_DOM,HD,33.6,5,0
986,Cheoah 4,VA_DOM,HD,27.5,5,0
987,Cheoah 3,VA_DOM,HD,27.5,5,0
988,Cheoah 1,VA_DOM,HD,27.5,5,0
989,Cheoah 2,VA_DOM,HD,27.5,5,0
990,Calderwood 2,VA_DOM,HD,52,5,0
991,Calderwood 1,VA_DOM,HD,52,5,0
992,Calderwood 3,VA_DOM,HD,52,5,0
993,Chilhowee 1,VA_DOM,HD,17,5,0
994,Chilhowee 2,VA_DOM,HD,17,5,0
995,Chilhowee 3,VA_DOM,HD,17,5,0
996,Keystone NUG,PA_METED_PPL,DS,5,80,1
997,Manchester,EAST,DS,5,80,1
998,Ocean County LF,EAST,DS,9.6,80,1
999,Lakeview,WEST,DS,5,80,1
1005,Rocky Road CT 33,WEST,CT,30,50,1
1006,Rocky Road CT 31,WEST,CT,110,50,1
1007,Rocky Road CT 34,WEST,CT,110,50,1
1008,Rocky Road CT 32,WEST,CT,110,50,1
1009,Madison 1,WEST,CT,88,50,1
1017,Kendall 2,WEST,CC,300,30,1
1018,Kendall 4,WEST,CC,300,30,1
1019,Kendall 3,WEST,CC,305,30,1
1020,Kendall 1,WEST,CC,300,30,1
1024,Bluegrass CT 2,WEST,CT,202,50,1
1025,Bluegrass CT 3,WEST,CT,202,50,1
1026,Bluegrass CT 1,WEST,CT,202,50,1
1027,Nelson CT 2,WEST,CC,175.7,30,1
1028,Nelson ST 2,WEST,CC,139,30,1
1029,Nelson CT 1,WEST,CC,175.7,30,1
1030,Nelson ST 1,WEST,CC,139,30,1
1031,Cordova ST 1,WEST,CC,150,30,1
1032,Cordova CT 2,WEST,CC,175,30,1
1033,Cordova CT 1,WEST,CC,175,30,1
1034,Ontelaunee ST 1,PA_METED_PPL,CC,138,30,1
1035,Ontelaunee CT 2,PA_METED_PPL,CC,191,30,1
1036,Ontelaunee CT 1,PA_METED_PPL,CC,191,30,1
1037,Springdale 1 (AE1),WEST,CT,44,50,1
1038,Springdale 2 (AE2),WEST,CT,44,50,1
1039,Foothills 5 (Zelda 5),WEST,CT,208,50,1
1040,Foothills 4 (Zelda 4),WEST,CT,208,50,1
1041,Elwood 4,WEST,CT,154,50,1
1042,Elwood 5,WEST,CT,190,50,1
1043,Elwood 8,WEST,CT,190,50,1
1044,Elwood 7,WEST,CT,190,50,1
1045,Elwood 1,WEST,CT,154,50,1
1046,Elwood 2,WEST,CT,155,50,1
1047,Elwood 3,WEST,CT,154,50,1
1048,Elwood 9,WEST,CT,155,50,1
1049,Elwood 6,WEST,CT,190,50,1
1052,Morris CT1 (Equistar),WEST,CC,38,30,1
1053,Morris CT2 (Equistar),WEST,CC,38,30,1
1054,Morris ST1 (Equistar),WEST,CC,62,30,1
1055,Morris Cogen,WEST,DS,1.9,80,1
1056,Morris CT3 (Equistar),WEST,CC,38,30,1
1061,Greenville 1,WEST,CT,59,50,1
1062,Greenville 2,WEST,CT,59,50,1
1063,Greenville 3,WEST,CT,59,50,1
1064,Greenville 4,WEST,CT,59,50,1
1065,Liberty CT2,EAST,CC,152,30,1
1067,Liberty CT1,EAST,CC,152,30,1
1068,Liberty CC3,EAST,CC,217,30,1
1069,Handsome Lake 2,WEST,CT,50,50,1
1070,Handsome Lake 1,WEST,CT,50,50,1
1071,Handsome Lake 3,WEST,CT,50,50,1
1072,Handsome Lake 5,WEST,CT,50,50,1
1073,Handsome Lake 4,WEST,CT,50,50,1
1074,Lee County 8,WEST,CT,80,50,1
1075,Lee County 7,WEST,CT,80,50,1
1076,Lee County 5,WEST,CT,80,50,1
1077,Lee County 1,WEST,CT,80,50,1
1078,Lee County 6,WEST,CT,80,50,1
1079,Lee County 2,WEST,CT,80,50,1
1080,Lee County 3,WEST,CT,80,50,1
1081,Lee County 4,WEST,CT,80,50,1
1082,Rockford 1/11,WEST,CT,150,50,1
1083,Rockford 1/12,WEST,CT,150,50,1
1084,Red Oak Plant,EAST,CC,766,30,1
1085,Darby 1,WEST,CT,94,50,1
1086,Darby 5,WEST,CT,94,50,1
1087,Darby 3,WEST,CT,94,50,1
1088,Darby 6,WEST,CT,94,50,1
1089,Darby 2,WEST,CT,94,50,1
1090,Darby 4,WEST,CT,94,50,1
1091,Tait GT 7,WEST,CT,94,50,1
1092,Tait GT 4,WEST,CT,94,50,1
1093,Tait GT 6,WEST,CT,94,50,1
1094,Tait GT 5,WEST,CT,94,50,1
1095,University Park 3 CT (South),WEST,CT,50,50,1
1096,University Park 1 CT (South),WEST,CT,50,50,1
1097,University Park 2 CT (South),WEST,CT,50,50,1
1098,University Park 5 CT (South),WEST,CT,50,50,1
1099,University Park 4 CT (South),WEST,CT,50,50,1
1100,University Park 6 CT (South),WEST,CT,50,50,1
1104,Crete CT 4,WEST,CT,75.2,50,1
1105,Crete CT 2,WEST,CT,75.2,50,1
1106,Crete CT 1,WEST,CT,75.2,50,1
1107,Crete CT 3,WEST,CT,75.2,50,1
1108,Ceredo 6,WEST,CT,91,50,1
1109,Ceredo 4,WEST,CT,91,50,1
1110,Ceredo 3,WEST,CT,91,50,1
1111,Ceredo 2,WEST,CT,91,50,1
1112,Ceredo 1,WEST,CT,90,50,1
1113,Ceredo 5,WEST,CT,91,50,1
1114,Aurora  6,WEST,CT,45,50,1
1115,Aurora  8,WEST,CT,45,50,1
1116,Aurora  3,WEST,CT,152,50,1
1117,Aurora  7,WEST,CT,45,50,1
1118,Aurora  9,WEST,CT,45,50,1
1119,Aurora  4,WEST,CT,152,50,1
1120,Aurora  5,WEST,CT,45,50,1
1121,Aurora  2,WEST,CT,152,50,1
1122,Aurora 10,WEST,CT,45,50,1
1123,Aurora  1,WEST,CT,152,50,1
1124,Southeast Chicago CT 12,WEST,CT,44,50,1
1125,Southeast Chicago CT 10,WEST,CT,44,50,1
1126,Southeast Chicago CT 5,WEST,CT,44,50,1
1127,Southeast Chicago CT 8,WEST,CT,44,50,1
1128,Southeast Chicago CT 11,WEST,CT,44,50,1
1129,Southeast Chicago CT 9,WEST,CT,44,50,1
1130,Southeast Chicago CT 7,WEST,CT,44,50,1
1131,Southeast Chicago CT 6,WEST,CT,44,50,1
1132,Wolf Hills 4,WEST,CT,56,50,1
1133,Wolf Hills 5,WEST,CT,56,50,1
1134,Wolf Hills 3,WEST,CT,56,50,1
1135,Wolf Hills 1,WEST,CT,56,50,1
1136,Wolf Hills 2,WEST,CT,56,50,1
1141,River Energy CT 1 (Calumet),WEST,CT,200,50,1
1142,River Energy CT 2 (Calumet),WEST,CT,200,50,1
1143,New Covert 2,WEST,CC,390,30,1
1144,New Covert 1,WEST,CC,390,30,1
1145,New Covert 3,WEST,CC,390,30,1
1146,Ford Mill Block 1,EAST,CC,624,30,1
1147,Ford Mill Block 2,EAST,CC,630,30,1
1148,Ironwood CT 2,PA_METED_PPL,CC,225,30,1
1149,Ironwood CT 1,PA_METED_PPL,CC,225,30,1
1151,Ironwood CC 3,PA_METED_PPL,CC,223,30,1
1152,South Bend 1 (Armstrong),WEST,CT,147,50,1
1153,South Bend 2 (Armstrong),WEST,CT,146,50,1
1154,South Bend 3 (Armstrong),WEST,CT,149,50,1
1155,South Bend 4 (Armstrong),WEST,CT,147,50,1
1156,Troy 1,WEST,CT,150,50,1
1157,Troy 2,WEST,CT,150,50,1
1158,Troy 3,WEST,CT,150,50,1
1159,Troy 4,WEST,CT,150,50,1
1160,Oak Grove 1 (Pleasants),WEST,CT,155,50,1
1161,Oak Grove 2 (Pleasants),WEST,CT,151,50,1
1162,Dresden 1A,WEST,CC,148,30,1
1163,Dresden 1S,WEST,CC,249,30,1
1164,Dresden 1B,WEST,CC,148,30,1
1165,Cottonwood CT 3,VA_DOM,CC,165,30,1
1166,Cottonwood CT 2,VA_DOM,CC,150,30,1
1167,Cottonwood ST 3,VA_DOM,CC,150,30,1
1168,Cottonwood CT 1,VA_DOM,CC,150,30,1
1169,Cottonwood ST 1,VA_DOM,CC,165,30,1
1170,Cottonwood ST 2,VA_DOM,CC,165,30,1
1171,Cottonwood ST 4,VA_DOM,CC,150,30,1
1172,Cottonwood CT 4,VA_DOM,CC,165,30,1
1176,Gans 8 (AE8),WEST,CT,44,50,1
1177,Gans 9 (AE9),WEST,CT,44,50,1
1190,ComChes 6,EAST,CT,45,50,1
1191,ComChes 5,EAST,CT,45,50,1
1192,ComChes 4,EAST,CT,45,50,1
1193,ComChes 2,EAST,CT,45,50,1
1194,ComChes 3,EAST,CT,45,50,1
1195,ComChes 1,EAST,CT,45,50,1
1196,ComChes 7,EAST,CT,45,50,1
1200,Zion GT 3,WEST,CT,175,50,1
1201,Zion GT 2,WEST,CT,175,50,1
1202,Zion GT 1,WEST,CT,175,50,1
1203,Washington 13,WEST,CC,600,30,1
1204,Rolling Hills 1 (Flatlick),WEST,CT,195,50,1
1205,Rolling Hills 2 (Flatlick),WEST,CT,195,50,1
1206,Rolling Hills 5 (Flatlick),WEST,CT,195,50,1
1207,Rolling Hills 4 (Flatlick),WEST,CT,195,50,1
1208,Rolling Hills 3 (Flatlick),WEST,CT,195,50,1
1213,Bayou Cove CT 2,VA_DOM,CT,80,50,1
1214,Bayou Cove CT 4,VA_DOM,CT,80,50,1
1215,Bayou Cove CT 3,VA_DOM,CT,80,50,1
1216,Elgin 3,WEST,CT,135,50,1
1217,Elgin 2,WEST,CT,135,50,1
1218,Elgin 1,WEST,CT,135,50,1
1219,Elgin 4,WEST,CT,135,50,1
1220,Fluvanna GT 32,VA_DOM,CC,172.8,30,1
1221,Fluvanna GT 22,VA_DOM,CC,164.2,30,1
1222,Fluvanna GS 12,VA_DOM,CC,400.8,30,1
1223,Fluvanna GT 12,VA_DOM,CC,166.3,30,1
1225,Lawrenceburg 2S,WEST,CC,255,30,1
1226,Lawrenceburg 1B,WEST,CC,159,30,1
1227,Lawrenceburg 2B,WEST,CC,159,30,1
1228,Lawrenceburg 2A,WEST,CC,159,30,1
1229,Lawrenceburg 1S,WEST,CC,255,30,1
1230,Lawrenceburg 1A,WEST,CC,159,30,1
1233,Waterford CT 1,WEST,CC,160,30,1
1234,Waterford ST 1,WEST,CC,372,30,1
1235,Waterford CT 3,WEST,CC,160,30,1
1236,Waterford CT 2,WEST,CC,160,30,1
1237,Ronco (Fayette),WEST,CC,620,30,1
1238,York CT 2 (Delta),PA_METED_PPL,CC,125,30,1
1239,York CT 1 (Delta),PA_METED_PPL,CC,125,30,1
1240,York CT 3 (Delta),PA_METED_PPL,CC,125,30,1
1241,York ST 4 (Delta),PA_METED_PPL,CC,195,30,1
1246,UPark 6 (North),WEST,CT,38,50,1
1247,UPark 4 (North),WEST,CT,38,50,1
1248,UPark 10 (North),WEST,CT,38,50,1
1249,UPark 11 (North),WEST,CT,38,50,1
1250,UPark 7 (North),WEST,CT,38,50,1
1251,UPark 2 (North),WEST,CT,38,50,1
1252,UPark 9 (North),WEST,CT,38,50,1
1253,UPark 1 (North),WEST,CT,38,50,1
1254,UPark 8 (North),WEST,CT,38,50,1
1255,UPark 3 (North),WEST,CT,38,50,1
1256,UPark 12 (North),WEST,CT,38,50,1
1257,UPark 5 (North),WEST,CT,44,50,1
1258,Chambersburg 13 (Guilford AE13),WEST,CT,44,50,1
1259,Chambersburg 12 (Guilford AE12),WEST,CT,7,50,1
1260,B Chambersburg 13 (CCLP),WEST,DS,22,80,1
1261,B Chambersburg 47 (CCLP),WEST,DS,202,80,1
1262,Mt Bethel CC 3,EAST,CC,190,30,1
1263,Mt Bethel CT 2,EAST,CC,190,30,1
1264,Mt Bethel CT 1,EAST,CC,546,30,1
1266,Bethlehem CT5,PA_METED_PPL,CC,122,30,1
1267,Bethlehem CT7,PA_METED_PPL,CC,189,30,1
1268,Bethlehem ST4,PA_METED_PPL,CC,122,30,1
1269,Bethlehem CT3,PA_METED_PPL,CC,122,30,1
1270,Bethlehem CT6,PA_METED_PPL,CC,122,30,1
1271,Bethlehem CT2,PA_METED_PPL,CC,189,30,1
1272,Bethlehem ST8,PA_METED_PPL,CC,546,30,1
1274,Bethlehem CT1,PA_METED_PPL,CC,325,30,1
1275,Fremont ST 3,WEST,CC,180,30,1
1276,Fremont CT 2,WEST,CC,180,30,1
1277,Fremont CT 1,WEST,CC,173,30,1
1278,Choctaw 3 CT,VA_DOM,CC,301,30,1
1279,Choctaw 4 ST,VA_DOM,CC,173,30,1
1280,Choctaw 2 CT,VA_DOM,CC,173,30,1
1281,Choctaw 1 CT,VA_DOM,CC,190,30,1
1282,Springdale 5 (AE5),WEST,CC,180,30,1
1283,Springdale 3 (AE3),WEST,CC,180,30,1
1284,Springdale 4 (AE4),WEST,CC,620,30,1
1285,Hanging Rock 1,WEST,CC,620,30,1
1286,Hanging Rock 2,WEST,CC,43,30,1
1287,Buchanan 1 (BuchanCO),WEST,CT,43,50,1
1288,Buchanan 2 (BuchanCO),WEST,CT,3.6,50,1
1293,Countryside LF,WEST,CT,237,50,1
1294,MH 750 STM 1 (Phillips),EAST,CC,171,30,1
1295,MH 750 CT 1 (Phillips),EAST,CC,171,30,1
1296,MH 750 CT 3 (Phillips),EAST,CC,171,30,1
1297,MH 750 CT 2 (Phillips),EAST,CC,800,30,1
1298,Prairie State 1,WEST,ST,800,25,1
1299,Prairie State 2,WEST,ST,0.7,25,1
1300,Oaks LF 2,DC_BGE_PEP,DS,1.3,80,1
1301,Oaks LF 1,DC_BGE_PEP,DS,147,80,1
1302,Rockford 2/21,WEST,CT,149,50,1
1303,Lakewood CT1,EAST,CT,148,50,1
1304,Lakewood CT2,EAST,CT,1350,50,1
1305,Warren County CC,VA_DOM,CC,10,30,1
1306,Warren County RR NUG,VA_DOM,ST,1.9,25,1
1309,Hunterstown CC 201,PA_METED_PPL,CC,315,30,1
1310,Hunterstown CC 401,PA_METED_PPL,CC,165,30,1
1311,Hunterstown CC 101,PA_METED_PPL,CC,165,30,1
1312,Hunterstown CC 301,PA_METED_PPL,CC,56.6,30,1
1313,Hamlet CT 6,VA_DOM,CT,56.6,50,1
1314,Hamlet CT 4,VA_DOM,CT,56.6,50,1
1315,Hamlet CT 2,VA_DOM,CT,56.6,50,1
1316,Hamlet CT 5,VA_DOM,CT,56.6,50,1
1317,Hamlet CT 1,VA_DOM,CT,56.6,50,1
1318,Hamlet CT 3,VA_DOM,CT,172,50,1
1319,Tosco (Linden CoGen),EAST,CT,2,50,1
1321,Summersville 2,WEST,HD,40,5,0
1322,Summersville 1,WEST,HD,44,5,0
1323,Hunlock 4,PA_METED_PPL,CT,1.36,50,1
1329,Southern LF 5,EAST,DS,4.1,80,1
1330,Southern LF,EAST,DS,3,80,1
1331,Central LF,EAST,DS,3,80,1
1333,Greater Lebanon LF,PA_METED_PPL,DS,4.1,80,1
1334,Bethel Energy,VA_DOM,DS,4,80,1
1335,Eastern LF,DC_BGE_PEP,DS,5,80,1
1336,Bethlehem LF,PA_METED_PPL,CT,700,50,1
1337,Longview 1,WEST,ST,6,25,1
1338,Newland Park LF,EAST,DS,11,80,1
1339,Brunswick LF,VA_DOM,DS,16,80,1
1340,Charles City Landfill,VA_DOM,DS,16,80,1
1341,Chesterfield Landfill,VA_DOM,DS,10,80,1
1342,King and Queen LF,VA_DOM,DS,14,80,1
1343,Upton,WEST,DS,6,80,1
1344,Pine Grove LF,PA_METED_PPL,DS,4,80,1
1345,Rockville Diesel,VA_DOM,DS,12,80,1
1346,Virginia Beach Landfill,VA_DOM,DS,1.6,80,1
1351,Bear Garden,VA_DOM,CC,585,30,1
1352,Virginia City 1,WEST,ST,219,25,1
1353,Waldorf CT 10 (St Charles),DC_BGE_PEP,CC,332,30,1
1354,Waldorf ST 10 (St Charles),DC_BGE_PEP,CC,219,30,1
1355,Waldorf CT 20 (St Charles),DC_BGE_PEP,CC,61,30,1
1356,Haverhill 1,WEST,ST,1.36,25,1
1357,Ottawa County LF 1,WEST,DS,1.36,80,1
1358,Ottawa County LF 2,WEST,DS,1.36,80,1
1359,Ottawa County LF 3,WEST,DS,1.3,80,1
1360,Carbon Limestone LF 16,WEST,DS,1.36,80,1
1361,Carbon Limestone LF 7,WEST,DS,1.36,80,1
1362,Carbon Limestone LF 5,WEST,DS,1.36,80,1
1363,Carbon Limestone LF 1,WEST,DS,1.3,80,1
1364,Carbon Limestone LF 15,WEST,DS,1.36,80,1
1365,Carbon Limestone LF 9,WEST,DS,1.36,80,1
1366,Carbon Limestone LF 6,WEST,DS,1.36,80,1
1367,Carbon Limestone LF 10,WEST,DS,1.36,80,1
1368,Carbon Limestone LF 4,WEST,DS,1.36,80,1
1369,Carbon Limestone LF 3,WEST,DS,1.36,80,1
1370,Carbon Limestone LF 8,WEST,DS,1.36,80,1
1371,Carbon Limestone LF 12,WEST,DS,1.36,80,1
1372,Carbon Limestone LF 13,WEST,DS,1.36,80,1
1373,Carbon Limestone LF 14,WEST,DS,1.36,80,1
1374,Carbon Limestone LF 2,WEST,DS,1.36,80,1
1375,Carbon Limestone LF 11,WEST,DS,1.6,80,1
1376,Lorain County LF 9,WEST,DS,1.6,80,1
1377,Lorain County LF 7,WEST,DS,1.6,80,1
1378,Lorain County LF 6,WEST,DS,1.6,80,1
1379,Lorain County LF 8,WEST,DS,1.6,80,1
1380,Lorain County LF 10,WEST,DS,1.6,80,1
1381,Lorain County LF 4,WEST,DS,1.6,80,1
1382,Lorain County LF 2,WEST,DS,1.6,80,1
1383,Lorain County LF 1,WEST,DS,1.6,80,1
1384,Lorain County LF 5,WEST,DS,1.6,80,1
1385,Lorain County LF 3,WEST,DS,37.3,80,1
1386,Meldahl 2,WEST,HD,37.4,5,0
1387,Meldahl 3,WEST,HD,37.3,5,0
1388,Meldahl 1,WEST,HD,4,5,0
1389,Cumberland County LF,EAST,DS,5,80,1
1390,Shippensburg LF (Community Refuse),PA_METED_PPL,DS,1,80,1
1391,Northern Tier LF,WEST,DS,2,80,1
1392,Stafford LF,DC_BGE_PEP,DS,10.5,80,1
1393,Broad Mountain 2 LF (Hegins),PA_METED_PPL,CT,5,50,1
1394,Pioneer Crossing LF,PA_METED_PPL,DS,267,80,1
1395,Crown Point ST 3,EAST,CC,225,30,1
1396,Crown Point CT 2,EAST,CC,225,30,1
1397,Crown Point CT 1,EAST,CC,4.4,30,1
1398,Arden LF,WEST,DS,6,80,1
1399,William Penn LF (Middle Peninsula),VA_DOM,DS,10,80,1
1400,King George LF,VA_DOM,CT,187,50,1
1401,Cleveland County CT 1,WEST,CT,3.2,50,1
1402,Glendon LF,EAST,DS,1.6,80,1
1403,Erie County LF 1,WEST,DS,191,80,1
1404,Garrison CT1,EAST,CC,126,30,1
1405,Garrison ST1,EAST,CC,4,30,1
1406,Henrico County LF,VA_DOM,DS,21.6,80,1
1407,Willow Island 1,WEST,HD,21.6,5,0
1408,Willow Island 2,WEST,HD,0.8,5,0
1409,Geneva LF 2,WEST,DS,6,80,1
1411,Geneva LF 5,WEST,DS,0.8,80,1
1412,Geneva LF 4,WEST,DS,0.8,80,1
1413,Geneva LF 3,WEST,DS,0.8,80,1
1414,Geneva LF 1,WEST,DS,6,80,1
1419,Mahoning LF 3,WEST,DS,0.8,80,1
1420,Mahoning LF 4,WEST,DS,0.8,80,1
1421,Mahoning LF 2,WEST,DS,0.8,80,1
1422,Mahoning LF 1,WEST,DS,0.8,80,1
1423,Mahoning LF 5,WEST,DS,4.5,80,1
1424,Bellefontaine LF,WEST,DS,2,80,1
1425,Reichs Ford LF,WEST,DS,47,80,1
1426,Middletown Coke (Yankee 1 emkts),WEST,ST,232,25,1
1427,Raritan River CT 1 (Woodbridge),EAST,CC,232,30,1
1428,Raritan River CT 2 (Woodbridge),EAST,CC,319,30,1
1429,Raritan River ST 1 (Woodbridge),EAST,CC,1.9,30,1
1430,Salem County LF,EAST,DS,1.8,80,1
1434,Sussex County LF,EAST,DS,1.4,80,1
