Gen_Index,zone,Capacity
506,WEST,19
507,WEST,20
510,WEST,58
511,WEST,147
512,WEST,58
513,WEST,58
514,WEST,175
515,WEST,95
516,WEST,105
517,WEST,95
518,WEST,0
519,WEST,0
520,WEST,0
521,WEST,0
522,WEST,0
523,WEST,0
524,WEST,0
525,WEST,0
526,WEST,0
527,WEST,0
528,WEST,0
529,WEST,0
530,WEST,0
531,WEST,0
535,WEST,0
536,WEST,0
537,WEST,0
538,WEST,0
539,WEST,3
540,WEST,3
541,WEST,3
542,WEST,850
543,WEST,3
544,WEST,850
545,WEST,26
546,WEST,650
548,WEST,614
551,WEST,620
552,WEST,9
553,WEST,9
554,WEST,9
556,WEST,518
558,WEST,0
559,WEST,0
560,WEST,0
561,WEST,0
562,WEST,0
563,WEST,0
564,WEST,0
565,WEST,79
569,WEST,850
570,WEST,3
571,WEST,850
572,WEST,3
573,WEST,3
574,WEST,3
575,WEST,140
576,WEST,92
577,WEST,93
578,WEST,3
579,WEST,3
580,WEST,0
581,WEST,0
582,WEST,0
583,WEST,0
586,WEST,0
587,WEST,0
589,WEST,0
590,WEST,0
591,WEST,0
592,WEST,0
594,WEST,0
595,WEST,0
596,WEST,0
597,WEST,0
598,WEST,0
599,WEST,0
600,WEST,0
601,WEST,0
602,WEST,0
603,WEST,0
604,WEST,0
605,WEST,0
606,WEST,0
607,WEST,0
609,WEST,0
610,WEST,0
611,WEST,0
612,WEST,0
613,WEST,0
614,WEST,0
615,WEST,0
619,WEST,0
620,WEST,0
621,WEST,0
622,WEST,0
623,WEST,0
625,WEST,0
626,WEST,0
627,WEST,0
628,WEST,0
629,WEST,0
630,WEST,0
631,WEST,0
633,WEST,0
638,WEST,0
639,WEST,0
640,WEST,0
641,WEST,0
642,WEST,18
643,WEST,18
644,WEST,0
645,WEST,0
646,WEST,0
650,WEST,0
651,WEST,0
654,WEST,0
655,WEST,0
657,WEST,0
658,WEST,0
659,WEST,0
660,WEST,0
661,WEST,0
662,WEST,0
665,WEST,0
666,WEST,0
667,WEST,0
668,WEST,0
669,WEST,0
670,WEST,0
671,WEST,0
672,WEST,0
673,WEST,0
674,WEST,0
675,WEST,0
676,WEST,0
677,WEST,0
678,WEST,0
679,WEST,0
680,WEST,0
681,WEST,0
682,WEST,0
683,WEST,0
684,WEST,0
687,WEST,0
688,WEST,0
689,WEST,0
690,WEST,0
691,WEST,0
692,WEST,0
693,WEST,0
694,WEST,0
695,WEST,0
696,WEST,0
697,WEST,0
698,WEST,0
699,WEST,0
700,WEST,0
701,WEST,0
702,WEST,0
704,WEST,0
705,WEST,0
706,WEST,0
712,WEST,0
713,WEST,0
714,WEST,0
715,WEST,0
716,WEST,0
717,WEST,0
718,WEST,0
719,WEST,0
720,WEST,0
721,WEST,0
722,WEST,0
723,WEST,3
724,WEST,3
725,WEST,3
726,WEST,5.4
727,WEST,5.4
728,WEST,5.4
729,WEST,5.4
730,WEST,18.8
731,WEST,18.8
732,WEST,18.8
733,WEST,18.8
734,WEST,230
735,WEST,230
739,WEST,0
740,WEST,0
741,WEST,2
742,WEST,2
743,WEST,12.5
749,WEST,105
750,WEST,66
751,WEST,66
752,WEST,174
753,WEST,174
754,WEST,0
755,WEST,0
763,WEST,0
764,WEST,0
765,WEST,0
766,WEST,0
767,WEST,0
768,WEST,0
769,WEST,2
770,WEST,0
771,WEST,0
772,WEST,0
773,WEST,0
774,WEST,0
775,WEST,0
776,WEST,0
777,WEST,0
778,WEST,0
779,WEST,0
783,WEST,0
789,WEST,0
791,WEST,0
793,WEST,0
794,WEST,0
795,WEST,0
796,WEST,0
797,WEST,0
798,WEST,0
799,WEST,0
800,WEST,0
801,WEST,0
802,WEST,0
803,WEST,0
804,WEST,0
805,WEST,0
806,WEST,0
807,WEST,0
808,WEST,0
809,WEST,0
810,WEST,0
811,WEST,0
812,WEST,0
813,WEST,0
814,WEST,7
815,WEST,1
816,WEST,7
817,WEST,518
818,WEST,518
819,WEST,800
820,WEST,1300
821,WEST,800
829,WEST,50
833,WEST,557
834,WEST,552
835,WEST,642
836,WEST,651
837,WEST,640
848,WEST,800
851,WEST,800
852,WEST,536
853,WEST,536
854,WEST,16
855,WEST,536
856,WEST,0
857,WEST,0
858,WEST,0
859,WEST,0
860,WEST,0
861,WEST,0
862,WEST,0
863,WEST,0
864,WEST,23.4
865,WEST,23.4
866,WEST,23.4
867,WEST,0.33
868,WEST,0.33
869,WEST,0.33
870,WEST,0.33
871,WEST,0.33
872,WEST,0.33
873,WEST,1.68
874,WEST,1.68
875,WEST,29
876,WEST,0
877,WEST,0
879,WEST,0
880,WEST,0
881,WEST,0
882,WEST,0
883,WEST,0
885,WEST,0
886,WEST,0
887,WEST,0
888,WEST,0
889,WEST,0
890,WEST,0
891,WEST,0
894,WEST,0
899,WEST,0
900,WEST,0
902,WEST,0
908,WEST,0
909,WEST,0
910,WEST,0
911,WEST,0
912,WEST,0
913,WEST,0
914,WEST,0
915,WEST,0
916,WEST,0
917,WEST,0
918,WEST,0
919,WEST,8
920,WEST,3
921,WEST,7
922,WEST,0
923,WEST,0
924,WEST,85
925,WEST,0
926,WEST,0
927,WEST,0
928,WEST,0
929,WEST,0
930,WEST,5
931,WEST,0
932,WEST,0
935,WEST,0
936,WEST,0
938,WEST,0
939,WEST,0
942,WEST,0
943,WEST,8
947,WEST,142
948,WEST,107
949,WEST,98
950,WEST,98
951,WEST,142
952,WEST,98
953,WEST,98
954,WEST,107
955,WEST,142
956,WEST,82.7
960,WEST,0
961,WEST,0
962,WEST,0
963,WEST,0
966,WEST,0
968,WEST,0
969,WEST,0
970,WEST,49
971,WEST,0
972,WEST,0
973,WEST,0
974,WEST,0
976,WEST,0
977,WEST,0
978,WEST,0
980,WEST,0
981,WEST,0
982,WEST,0
983,WEST,0
984,WEST,0
985,WEST,0
986,WEST,0
987,WEST,0
988,WEST,0
989,WEST,0
990,WEST,0
991,WEST,0
992,WEST,0
993,WEST,0
994,WEST,0
995,WEST,0
996,WEST,0
997,WEST,0
998,WEST,0
999,WEST,5
1005,WEST,30
1006,WEST,110
1007,WEST,110
1008,WEST,110
1009,WEST,88
1017,WEST,300
1018,WEST,300
1019,WEST,305
1020,WEST,300
1024,WEST,202
1025,WEST,202
1026,WEST,202
1027,WEST,175.7
1028,WEST,139
1029,WEST,175.7
1030,WEST,139
1031,WEST,150
1032,WEST,175
1033,WEST,175
1034,WEST,0
1035,WEST,0
1036,WEST,0
1037,WEST,44
1038,WEST,44
1039,WEST,208
1040,WEST,208
1041,WEST,154
1042,WEST,190
1043,WEST,190
1044,WEST,190
1045,WEST,154
1046,WEST,155
1047,WEST,154
1048,WEST,155
1049,WEST,190
1052,WEST,38
1053,WEST,38
1054,WEST,62
1055,WEST,1.9
1056,WEST,38
1061,WEST,59
1062,WEST,59
1063,WEST,59
1064,WEST,59
1065,WEST,0
1067,WEST,0
1068,WEST,0
1069,WEST,50
1070,WEST,50
1071,WEST,50
1072,WEST,50
1073,WEST,50
1074,WEST,80
1075,WEST,80
1076,WEST,80
1077,WEST,80
1078,WEST,80
1079,WEST,80
1080,WEST,80
1081,WEST,80
1082,WEST,150
1083,WEST,150
1084,WEST,0
1085,WEST,94
1086,WEST,94
1087,WEST,94
1088,WEST,94
1089,WEST,94
1090,WEST,94
1091,WEST,94
1092,WEST,94
1093,WEST,94
1094,WEST,94
1095,WEST,50
1096,WEST,50
1097,WEST,50
1098,WEST,50
1099,WEST,50
1100,WEST,50
1104,WEST,75.2
1105,WEST,75.2
1106,WEST,75.2
1107,WEST,75.2
1108,WEST,91
1109,WEST,91
1110,WEST,91
1111,WEST,91
1112,WEST,90
1113,WEST,91
1114,WEST,45
1115,WEST,45
1116,WEST,152
1117,WEST,45
1118,WEST,45
1119,WEST,152
1120,WEST,45
1121,WEST,152
1122,WEST,45
1123,WEST,152
1124,WEST,44
1125,WEST,44
1126,WEST,44
1127,WEST,44
1128,WEST,44
1129,WEST,44
1130,WEST,44
1131,WEST,44
1132,WEST,56
1133,WEST,56
1134,WEST,56
1135,WEST,56
1136,WEST,56
1141,WEST,200
1142,WEST,200
1143,WEST,390
1144,WEST,390
1145,WEST,390
1146,WEST,0
1147,WEST,0
1148,WEST,0
1149,WEST,0
1151,WEST,0
1152,WEST,147
1153,WEST,146
1154,WEST,149
1155,WEST,147
1156,WEST,150
1157,WEST,150
1158,WEST,150
1159,WEST,150
1160,WEST,155
1161,WEST,151
1162,WEST,148
1163,WEST,249
1164,WEST,148
1165,WEST,0
1166,WEST,0
1167,WEST,0
1168,WEST,0
1169,WEST,0
1170,WEST,0
1171,WEST,0
1172,WEST,0
1176,WEST,44
1177,WEST,44
1190,WEST,0
1191,WEST,0
1192,WEST,0
1193,WEST,0
1194,WEST,0
1195,WEST,0
1196,WEST,0
1200,WEST,175
1201,WEST,175
1202,WEST,175
1203,WEST,600
1204,WEST,195
1205,WEST,195
1206,WEST,195
1207,WEST,195
1208,WEST,195
1213,WEST,0
1214,WEST,0
1215,WEST,0
1216,WEST,135
1217,WEST,135
1218,WEST,135
1219,WEST,135
1220,WEST,0
1221,WEST,0
1222,WEST,0
1223,WEST,0
1225,WEST,255
1226,WEST,159
1227,WEST,159
1228,WEST,159
1229,WEST,255
1230,WEST,159
1233,WEST,160
1234,WEST,372
1235,WEST,160
1236,WEST,160
1237,WEST,620
1238,WEST,0
1239,WEST,0
1240,WEST,0
1241,WEST,0
1246,WEST,38
1247,WEST,38
1248,WEST,38
1249,WEST,38
1250,WEST,38
1251,WEST,38
1252,WEST,38
1253,WEST,38
1254,WEST,38
1255,WEST,38
1256,WEST,38
1257,WEST,44
1258,WEST,44
1259,WEST,7
1260,WEST,22
1261,WEST,202
1262,WEST,0
1263,WEST,0
1264,WEST,0
1266,WEST,0
1267,WEST,0
1268,WEST,0
1269,WEST,0
1270,WEST,0
1271,WEST,0
1272,WEST,0
1274,WEST,0
1275,WEST,180
1276,WEST,180
1277,WEST,173
1278,WEST,0
1279,WEST,0
1280,WEST,0
1281,WEST,0
1282,WEST,180
1283,WEST,180
1284,WEST,620
1285,WEST,620
1286,WEST,43
1287,WEST,43
1288,WEST,3.6
1293,WEST,237
1294,WEST,0
1295,WEST,0
1296,WEST,0
1297,WEST,0
1298,WEST,800
1299,WEST,0.7
1300,WEST,0
1301,WEST,0
1302,WEST,149
1303,WEST,0
1304,WEST,0
1305,WEST,0
1306,WEST,0
1309,WEST,0
1310,WEST,0
1311,WEST,0
1312,WEST,0
1313,WEST,0
1314,WEST,0
1315,WEST,0
1316,WEST,0
1317,WEST,0
1318,WEST,0
1319,WEST,0
1321,WEST,40
1322,WEST,44
1323,WEST,0
1329,WEST,0
1330,WEST,0
1331,WEST,0
1333,WEST,0
1334,WEST,0
1335,WEST,0
1336,WEST,0
1337,WEST,6
1338,WEST,0
1339,WEST,0
1340,WEST,0
1341,WEST,0
1342,WEST,0
1343,WEST,6
1344,WEST,0
1345,WEST,0
1346,WEST,0
1351,WEST,0
1352,WEST,219
1353,WEST,0
1354,WEST,0
1355,WEST,0
1356,WEST,1.36
1357,WEST,1.36
1358,WEST,1.36
1359,WEST,1.3
1360,WEST,1.36
1361,WEST,1.36
1362,WEST,1.36
1363,WEST,1.3
1364,WEST,1.36
1365,WEST,1.36
1366,WEST,1.36
1367,WEST,1.36
1368,WEST,1.36
1369,WEST,1.36
1370,WEST,1.36
1371,WEST,1.36
1372,WEST,1.36
1373,WEST,1.36
1374,WEST,1.36
1375,WEST,1.6
1376,WEST,1.6
1377,WEST,1.6
1378,WEST,1.6
1379,WEST,1.6
1380,WEST,1.6
1381,WEST,1.6
1382,WEST,1.6
1383,WEST,1.6
1384,WEST,1.6
1385,WEST,37.3
1386,WEST,37.4
1387,WEST,37.3
1388,WEST,4
1389,WEST,0
1390,WEST,0
1391,WEST,2
1392,WEST,0
1393,WEST,0
1394,WEST,0
1395,WEST,0
1396,WEST,0
1397,WEST,0
1398,WEST,6
1399,WEST,0
1400,WEST,0
1401,WEST,3.2
1402,WEST,0
1403,WEST,191
1404,WEST,0
1405,WEST,0
1406,WEST,0
1407,WEST,21.6
1408,WEST,0.8
1409,WEST,6
1411,WEST,0.8
1412,WEST,0.8
1413,WEST,0.8
1414,WEST,6
1419,WEST,0.8
1420,WEST,0.8
1421,WEST,0.8
1422,WEST,0.8
1423,WEST,4.5
1424,WEST,2
1425,WEST,47
1426,WEST,232
1427,WEST,0
1428,WEST,0
1429,WEST,0
1430,WEST,0
1434,WEST,0
1440,WEST,0
1441,WEST,0
1442,WEST,0
1443,WEST,0
1444,WEST,0
1446,WEST,0
1447,WEST,0
1448,WEST,0
1450,WEST,0
1451,WEST,0
1452,WEST,0
1453,WEST,0
1454,WEST,0
1455,WEST,420
1456,WEST,420
1457,WEST,47.4
1458,WEST,2
1460,WEST,0
1461,WEST,19.9
1462,WEST,226
1463,WEST,314
1464,WEST,226
1465,WEST,0
1466,WEST,0
1467,WEST,0
1468,WEST,0
1469,WEST,0
1470,WEST,0
1471,WEST,0
1472,WEST,0
1473,WEST,0
1474,WEST,0
1475,WEST,0
1476,WEST,0
1478,WEST,0
1479,WEST,0
1480,WEST,0
1481,WEST,0
1482,WEST,0
1483,WEST,0
1484,WEST,0
1488,WEST,12
1489,WEST,19
1490,WEST,5.7
1492,WEST,0
1493,WEST,247.2
1494,WEST,736
1495,WEST,1.6
1496,WEST,1.6
1497,WEST,6
1498,WEST,102
1499,WEST,17
1500,WEST,17
1501,WEST,0
1504,WEST,639
1505,WEST,24
1506,WEST,24
1507,WEST,900
1508,WEST,880
1509,WEST,366
1510,WEST,0
1511,WEST,0
1512,WEST,600
1514,WEST,645
1515,WEST,652
1516,WEST,1330
1517,WEST,0
1518,WEST,0
1519,WEST,1136
1520,WEST,1164
1521,WEST,554
1522,WEST,554
1523,WEST,530
1529,WEST,275
1530,WEST,17
1533,WEST,20
1534,WEST,20
1535,WEST,0
1552,WEST,300
1553,WEST,510
1554,WEST,0
1555,WEST,0
1556,WEST,0
1557,WEST,0
1558,WEST,0
1559,WEST,0
1560,WEST,0
1561,WEST,910
1562,WEST,910
1563,WEST,1140
1564,WEST,1149
1565,WEST,1134
1566,WEST,0
1567,WEST,0
1568,WEST,0
1569,WEST,0
1570,WEST,950
1571,WEST,1300
1572,WEST,0
1573,WEST,500
1574,WEST,160
1575,WEST,160
1576,WEST,0
1579,WEST,0
1580,WEST,0
1582,WEST,0
1583,WEST,0
1586,WEST,0
1588,WEST,0
1589,WEST,0
1590,WEST,45
1591,WEST,45
1592,WEST,0
1593,WEST,0
1594,WEST,0
1595,WEST,0
1596,WEST,0
1597,WEST,0
1598,WEST,0
1599,WEST,0
1601,WEST,0
1602,WEST,0
1603,WEST,4
1604,WEST,5
1605,WEST,5
1606,WEST,5
1607,WEST,5
1608,WEST,5
1609,WEST,13
1610,WEST,13
1611,WEST,13
1612,WEST,13
1613,WEST,32
1614,WEST,92
1615,WEST,92
1616,WEST,0
1617,WEST,0
1618,WEST,0
1619,WEST,0
1620,WEST,0
1621,WEST,0
1622,WEST,0
1623,WEST,121
1624,WEST,0
1625,WEST,0
1626,WEST,0
1627,WEST,0
1628,WEST,0
1629,WEST,0
1631,WEST,0
1633,WEST,0
1634,WEST,0
1635,WEST,0
1636,WEST,94
1637,WEST,94
1638,WEST,94
1639,WEST,92
1640,WEST,92
1641,WEST,92
1642,WEST,0
1643,WEST,0
1644,WEST,0
1645,WEST,0
1646,WEST,0
1647,WEST,0
1648,WEST,0
1649,WEST,0
1650,WEST,0
1651,WEST,0
1652,WEST,0
1653,WEST,0
1654,WEST,0
1655,WEST,0
1660,WEST,0
1661,WEST,0
1662,WEST,84
1663,WEST,38
1664,WEST,77
1665,WEST,21
1666,WEST,21
1668,WEST,3
1669,WEST,30
1670,WEST,0
1671,WEST,0
1672,WEST,0
1673,WEST,0
1674,WEST,44
1675,WEST,43
1676,WEST,43
1677,WEST,43
1684,WEST,48
1685,WEST,182
1686,WEST,160
1687,WEST,160
1691,WEST,0
1693,WEST,0
1694,WEST,0
1695,WEST,0
1696,WEST,0
1697,WEST,0
1698,WEST,0
1699,WEST,0
1700,WEST,0
1701,WEST,0
1702,WEST,0
1703,WEST,0
1704,WEST,0
1705,WEST,0
1706,WEST,0
1707,WEST,0
1708,WEST,0
1709,WEST,0
1710,WEST,0
1711,WEST,0
1712,WEST,0
1713,WEST,0
1714,WEST,0
1715,WEST,16
1716,WEST,51
1717,WEST,49
1718,WEST,0
1719,WEST,0
1720,WEST,0
1725,WEST,0
1726,WEST,0
1727,WEST,0
1728,WEST,0
1729,WEST,0
1730,WEST,0
1731,WEST,0
1732,WEST,0
1733,WEST,0
1734,WEST,0
1737,WEST,30
1738,WEST,195
1739,WEST,588
1740,WEST,26
1741,WEST,26
1742,WEST,26
1751,WEST,15
1753,WEST,340
1756,WEST,250
1757,WEST,78
1776,WEST,63
1777,WEST,62
1782,WEST,554
1784,WEST,34
1785,WEST,769
1788,WEST,867
1789,WEST,32
1790,WEST,17
1791,WEST,34
1796,WEST,53
1797,WEST,361
1799,WEST,151
1800,WEST,251
1801,WEST,148
1803,WEST,49.1
1805,WEST,55
1806,WEST,55
1808,WEST,167
1809,WEST,167
1810,WEST,167
1811,WEST,167
1812,WEST,167
1813,WEST,238
1814,WEST,448
1815,WEST,225
1818,WEST,3
1819,WEST,2
1828,WEST,205
1829,WEST,205
1830,WEST,205
1831,WEST,1
1832,WEST,1
1833,WEST,1.4
1834,WEST,140
1835,WEST,140
1836,WEST,200
1841,WEST,1
1842,WEST,1
1843,WEST,1
1844,WEST,1
1845,WEST,1
1846,WEST,0
1847,WEST,0
1848,WEST,0
1849,WEST,0
1850,WEST,10000
1851,WEST,0
1852,WEST,0
1853,WEST,0
1,DC_BGE_PEP,0
2,DC_BGE_PEP,0
3,DC_BGE_PEP,0
4,DC_BGE_PEP,0
8,DC_BGE_PEP,0
9,DC_BGE_PEP,0
10,DC_BGE_PEP,0
12,DC_BGE_PEP,0
13,DC_BGE_PEP,0
14,DC_BGE_PEP,0
15,DC_BGE_PEP,0
16,DC_BGE_PEP,0
17,DC_BGE_PEP,0
18,DC_BGE_PEP,0
19,DC_BGE_PEP,0
20,DC_BGE_PEP,0
24,DC_BGE_PEP,0
25,DC_BGE_PEP,0
26,DC_BGE_PEP,0
32,DC_BGE_PEP,0
33,DC_BGE_PEP,0
35,DC_BGE_PEP,57
36,DC_BGE_PEP,0
37,DC_BGE_PEP,0
38,DC_BGE_PEP,0
40,DC_BGE_PEP,0
42,DC_BGE_PEP,0
43,DC_BGE_PEP,0
44,DC_BGE_PEP,0
45,DC_BGE_PEP,0
46,DC_BGE_PEP,0
47,DC_BGE_PEP,0
48,DC_BGE_PEP,0
49,DC_BGE_PEP,0
50,DC_BGE_PEP,0
51,DC_BGE_PEP,0
52,DC_BGE_PEP,0
54,DC_BGE_PEP,0
55,DC_BGE_PEP,0
56,DC_BGE_PEP,0
57,DC_BGE_PEP,0
58,DC_BGE_PEP,0
59,DC_BGE_PEP,0
60,DC_BGE_PEP,0
61,DC_BGE_PEP,0
62,DC_BGE_PEP,0
63,DC_BGE_PEP,0
64,DC_BGE_PEP,0
65,DC_BGE_PEP,0
66,DC_BGE_PEP,0
67,DC_BGE_PEP,0
68,DC_BGE_PEP,0
69,DC_BGE_PEP,0
70,DC_BGE_PEP,0
71,DC_BGE_PEP,0
72,DC_BGE_PEP,0
73,DC_BGE_PEP,0
78,DC_BGE_PEP,14
79,DC_BGE_PEP,190
80,DC_BGE_PEP,195
81,DC_BGE_PEP,98
82,DC_BGE_PEP,400
83,DC_BGE_PEP,135
84,DC_BGE_PEP,319
85,DC_BGE_PEP,131
86,DC_BGE_PEP,14
87,DC_BGE_PEP,16
88,DC_BGE_PEP,16
89,DC_BGE_PEP,16
90,DC_BGE_PEP,16
91,DC_BGE_PEP,16
92,DC_BGE_PEP,16
93,DC_BGE_PEP,16
94,DC_BGE_PEP,16
96,DC_BGE_PEP,173
97,DC_BGE_PEP,120
98,DC_BGE_PEP,61
99,DC_BGE_PEP,61
100,DC_BGE_PEP,61
101,DC_BGE_PEP,16
102,DC_BGE_PEP,16
103,DC_BGE_PEP,16
104,DC_BGE_PEP,16
105,DC_BGE_PEP,22
106,DC_BGE_PEP,208
107,DC_BGE_PEP,208
108,DC_BGE_PEP,22
110,DC_BGE_PEP,208
112,DC_BGE_PEP,121
113,DC_BGE_PEP,0
114,DC_BGE_PEP,0
115,DC_BGE_PEP,0
116,DC_BGE_PEP,0
117,DC_BGE_PEP,0
120,DC_BGE_PEP,18
121,DC_BGE_PEP,93
122,DC_BGE_PEP,35
123,DC_BGE_PEP,99
124,DC_BGE_PEP,343
125,DC_BGE_PEP,612
126,DC_BGE_PEP,120
127,DC_BGE_PEP,99
128,DC_BGE_PEP,612
129,DC_BGE_PEP,341
130,DC_BGE_PEP,120
131,DC_BGE_PEP,13
132,DC_BGE_PEP,167
133,DC_BGE_PEP,182
134,DC_BGE_PEP,182
135,DC_BGE_PEP,167
136,DC_BGE_PEP,182
137,DC_BGE_PEP,65
138,DC_BGE_PEP,65
139,DC_BGE_PEP,65
140,DC_BGE_PEP,65
141,DC_BGE_PEP,20
142,DC_BGE_PEP,583
143,DC_BGE_PEP,583
144,DC_BGE_PEP,20
145,DC_BGE_PEP,0
146,DC_BGE_PEP,0
147,DC_BGE_PEP,0
148,DC_BGE_PEP,0
149,DC_BGE_PEP,0
150,DC_BGE_PEP,0
151,DC_BGE_PEP,0
152,DC_BGE_PEP,0
153,DC_BGE_PEP,0
154,DC_BGE_PEP,0
155,DC_BGE_PEP,0
156,DC_BGE_PEP,0
157,DC_BGE_PEP,0
158,DC_BGE_PEP,0
159,DC_BGE_PEP,0
160,DC_BGE_PEP,0
161,DC_BGE_PEP,0
162,DC_BGE_PEP,0
163,DC_BGE_PEP,0
164,DC_BGE_PEP,0
165,DC_BGE_PEP,0
166,DC_BGE_PEP,0
167,DC_BGE_PEP,0
168,DC_BGE_PEP,0
169,DC_BGE_PEP,0
170,DC_BGE_PEP,0
171,DC_BGE_PEP,0
172,DC_BGE_PEP,0
173,DC_BGE_PEP,0
174,DC_BGE_PEP,0
175,DC_BGE_PEP,0
176,DC_BGE_PEP,0
177,DC_BGE_PEP,0
178,DC_BGE_PEP,0
179,DC_BGE_PEP,0
180,DC_BGE_PEP,0
181,DC_BGE_PEP,0
182,DC_BGE_PEP,0
183,DC_BGE_PEP,0
184,DC_BGE_PEP,0
185,DC_BGE_PEP,0
186,DC_BGE_PEP,0
187,DC_BGE_PEP,0
188,DC_BGE_PEP,0
189,DC_BGE_PEP,0
190,DC_BGE_PEP,0
191,DC_BGE_PEP,0
192,DC_BGE_PEP,0
193,DC_BGE_PEP,0
194,DC_BGE_PEP,0
195,DC_BGE_PEP,0
196,DC_BGE_PEP,0
200,DC_BGE_PEP,0
204,DC_BGE_PEP,0
205,DC_BGE_PEP,0
225,DC_BGE_PEP,0
226,DC_BGE_PEP,0
227,DC_BGE_PEP,0
229,DC_BGE_PEP,0
230,DC_BGE_PEP,0
232,DC_BGE_PEP,0
236,DC_BGE_PEP,0
237,DC_BGE_PEP,0
240,DC_BGE_PEP,0
242,DC_BGE_PEP,0
243,DC_BGE_PEP,0
249,DC_BGE_PEP,0
250,DC_BGE_PEP,0
254,DC_BGE_PEP,0
259,DC_BGE_PEP,0
262,DC_BGE_PEP,0
266,DC_BGE_PEP,0
285,DC_BGE_PEP,0
297,DC_BGE_PEP,0
298,DC_BGE_PEP,0
299,DC_BGE_PEP,0
301,DC_BGE_PEP,0
303,DC_BGE_PEP,0
305,DC_BGE_PEP,0
308,DC_BGE_PEP,0
309,DC_BGE_PEP,0
310,DC_BGE_PEP,0
313,DC_BGE_PEP,0
316,DC_BGE_PEP,0
317,DC_BGE_PEP,0
320,DC_BGE_PEP,0
325,DC_BGE_PEP,0
326,DC_BGE_PEP,0
327,DC_BGE_PEP,0
335,DC_BGE_PEP,0
336,DC_BGE_PEP,0
337,DC_BGE_PEP,0
338,DC_BGE_PEP,0
339,DC_BGE_PEP,0
341,DC_BGE_PEP,0
342,DC_BGE_PEP,0
343,DC_BGE_PEP,0
349,DC_BGE_PEP,0
350,DC_BGE_PEP,0
351,DC_BGE_PEP,0
352,DC_BGE_PEP,0
355,DC_BGE_PEP,0
356,DC_BGE_PEP,0
357,DC_BGE_PEP,0
358,DC_BGE_PEP,0
359,DC_BGE_PEP,0
360,DC_BGE_PEP,0
361,DC_BGE_PEP,0
362,DC_BGE_PEP,0
363,DC_BGE_PEP,0
364,DC_BGE_PEP,0
365,DC_BGE_PEP,0
366,DC_BGE_PEP,0
377,DC_BGE_PEP,0
378,DC_BGE_PEP,0
379,DC_BGE_PEP,0
380,DC_BGE_PEP,0
382,DC_BGE_PEP,0
383,DC_BGE_PEP,0
384,DC_BGE_PEP,0
385,DC_BGE_PEP,0
386,DC_BGE_PEP,0
387,DC_BGE_PEP,0
390,DC_BGE_PEP,0
391,DC_BGE_PEP,0
393,DC_BGE_PEP,0
402,DC_BGE_PEP,0
403,DC_BGE_PEP,0
406,DC_BGE_PEP,0
408,DC_BGE_PEP,0
409,DC_BGE_PEP,0
410,DC_BGE_PEP,0
411,DC_BGE_PEP,0
412,DC_BGE_PEP,0
413,DC_BGE_PEP,0
414,DC_BGE_PEP,0
415,DC_BGE_PEP,0
423,DC_BGE_PEP,0
425,DC_BGE_PEP,0
426,DC_BGE_PEP,0
428,DC_BGE_PEP,0
430,DC_BGE_PEP,0
432,DC_BGE_PEP,0
433,DC_BGE_PEP,0
434,DC_BGE_PEP,0
435,DC_BGE_PEP,0
436,DC_BGE_PEP,0
437,DC_BGE_PEP,0
438,DC_BGE_PEP,0
439,DC_BGE_PEP,0
440,DC_BGE_PEP,0
441,DC_BGE_PEP,0
442,DC_BGE_PEP,0
443,DC_BGE_PEP,0
444,DC_BGE_PEP,0
445,DC_BGE_PEP,0
446,DC_BGE_PEP,0
447,DC_BGE_PEP,0
448,DC_BGE_PEP,0
449,DC_BGE_PEP,0
450,DC_BGE_PEP,0
455,DC_BGE_PEP,0
465,DC_BGE_PEP,0
466,DC_BGE_PEP,0
467,DC_BGE_PEP,0
468,DC_BGE_PEP,0
469,DC_BGE_PEP,0
470,DC_BGE_PEP,0
471,DC_BGE_PEP,0
472,DC_BGE_PEP,0
473,DC_BGE_PEP,0
474,DC_BGE_PEP,0
476,DC_BGE_PEP,0
477,DC_BGE_PEP,0
478,DC_BGE_PEP,0
479,DC_BGE_PEP,0
480,DC_BGE_PEP,0
481,DC_BGE_PEP,0
482,DC_BGE_PEP,0
483,DC_BGE_PEP,0
484,DC_BGE_PEP,0
490,DC_BGE_PEP,0
491,DC_BGE_PEP,0
492,DC_BGE_PEP,0
493,DC_BGE_PEP,0
494,DC_BGE_PEP,0
497,DC_BGE_PEP,0
498,DC_BGE_PEP,0
500,DC_BGE_PEP,0
501,DC_BGE_PEP,0
502,DC_BGE_PEP,0
503,DC_BGE_PEP,0
504,DC_BGE_PEP,0
505,DC_BGE_PEP,0
506,DC_BGE_PEP,0
507,DC_BGE_PEP,0
510,DC_BGE_PEP,0
511,DC_BGE_PEP,0
512,DC_BGE_PEP,0
513,DC_BGE_PEP,0
514,DC_BGE_PEP,0
515,DC_BGE_PEP,0
516,DC_BGE_PEP,0
517,DC_BGE_PEP,0
518,DC_BGE_PEP,0
519,DC_BGE_PEP,0
520,DC_BGE_PEP,0
521,DC_BGE_PEP,0
522,DC_BGE_PEP,0
523,DC_BGE_PEP,0
524,DC_BGE_PEP,0
525,DC_BGE_PEP,0
526,DC_BGE_PEP,0
527,DC_BGE_PEP,0
528,DC_BGE_PEP,0
529,DC_BGE_PEP,0
530,DC_BGE_PEP,0
