timepoint,zone,wind,solar,curtailment
1,EAST,5.3249792860000005,0.0,0.0
1,WEST,2952.2653339636004,0.0,0.0
1,DC_BGE_PEP,58.09068312,0.0,0.0
1,VA_DOM,0.0,0.0,0.0
1,PA_METED_PPL,645.5327161710001,0.0,0.0
2,EAST,5.3249792860000005,0.0,0.0
2,WEST,2952.2653339636004,0.0,0.0
2,DC_BGE_PEP,58.09068312,0.0,0.0
2,VA_DOM,0.0,0.0,0.0
2,PA_METED_PPL,645.5327161710001,0.0,0.0
3,EAST,5.471132546000001,0.0,0.0
3,WEST,3033.2953586396006,0.0,0.0
3,DC_BGE_PEP,59.68508232000001,0.0,0.0
3,VA_DOM,0.0,0.0,0.0
3,PA_METED_PPL,663.250477281,0.0,0.0
4,EAST,5.344647869,0.0,0.0
4,WEST,2963.1699539894003,0.0,0.0
4,DC_BGE_PEP,58.30524948,0.0,0.0
4,VA_DOM,0.0,0.0,0.0
4,PA_METED_PPL,647.9170848465,0.0,0.0
5,EAST,5.360242502999999,0.0,0.0
5,WEST,2971.8159026178,0.0,0.0
5,DC_BGE_PEP,58.47537275999999,0.0,0.0
5,VA_DOM,0.0,0.0,0.0
5,PA_METED_PPL,649.8075797954999,0.0,0.0
6,EAST,5.355408476,0.0,0.0
6,WEST,2969.1358301576006,0.0,0.0
6,DC_BGE_PEP,58.42263792000001,0.0,0.0
6,VA_DOM,0.0,0.0,0.0
6,PA_METED_PPL,649.221563886,0.0,0.0
7,EAST,5.318720418,0.0,0.0
7,WEST,2948.7953037468,0.0,0.0
7,DC_BGE_PEP,58.02240456,0.0,0.0
7,VA_DOM,0.0,0.0,0.0
7,PA_METED_PPL,644.773970673,0.0,0.0
8,EAST,5.318720418,0.0,0.0
8,WEST,2948.7953037468,0.0,0.0
8,DC_BGE_PEP,58.02240456,0.0,0.0
8,VA_DOM,0.0,0.0,0.0
8,PA_METED_PPL,644.773970673,0.0,0.0
9,EAST,4.81078719,3.0050142341000003,-8.881784197001252e-16
9,WEST,2667.187886994,0.8135846398,0.0
9,DC_BGE_PEP,52.4813148,0.4606629497,0.0
9,VA_DOM,0.0,0.3170079369,0.0
9,PA_METED_PPL,583.1986107150001,0.3674253212,0.0
10,EAST,4.060046771,15.7357691668,0.0
10,WEST,2250.9637488746002,4.2603392503999995,0.0
10,DC_BGE_PEP,44.29141932,2.4122633955999997,0.0
10,VA_DOM,0.0,1.6600133411999998,0.0
10,PA_METED_PPL,492.1883971935,1.9240241776,0.0
11,EAST,3.796586937,34.513648758600006,8.881784197001252e-16
11,WEST,2104.8968267262003,9.3443066508,0.0
11,DC_BGE_PEP,41.41731204,5.2908765162,0.0
11,VA_DOM,0.0,3.6409480074,0.0
11,PA_METED_PPL,460.2498800445,4.2200094552000005,0.0
12,EAST,3.656706405,56.61503186860001,1.3322676295501878e-15
12,WEST,2027.344516503,15.328087230800001,0.0
12,DC_BGE_PEP,39.8913426,8.6789763862,0.0
12,VA_DOM,0.0,5.9724889974,0.0
12,PA_METED_PPL,443.2925446425,6.922361975200001,0.0
13,EAST,3.678523277,50.236850932100005,3.552713678800501e-15
13,WEST,2039.4401870102001,13.6012434838,-2.2737367544323206e-13
13,DC_BGE_PEP,40.12934484,7.7012134157,0.0
13,VA_DOM,0.0,5.2996356189,0.0
13,PA_METED_PPL,445.93734453449997,6.1424970572,0.0
14,EAST,3.678523277,78.20220814230002,-3.552713678800501e-15
14,WEST,2039.4401870102001,21.172650239400003,0.0
14,DC_BGE_PEP,40.12934484,11.988249329100002,0.0
14,VA_DOM,0.0,8.2497847707,0.0
14,PA_METED_PPL,445.93734453449997,9.561842043600002,0.0
15,EAST,3.7635687210000004,99.32040361410003,-1.7763568394002505e-15
15,WEST,2086.5909274446003,26.8902402798,0.0
15,DC_BGE_PEP,41.057113320000006,15.225628409700002,0.0
15,VA_DOM,0.0,10.4776063569,0.0
15,PA_METED_PPL,456.24717176850004,12.1439794812,0.0
16,EAST,3.772253628,101.94330171560003,1.3322676295501878e-15
16,WEST,2091.4059977928,27.6003698968,0.0
16,DC_BGE_PEP,41.15185776,15.627713685200002,0.0
