,congestion price ($/MW),flow (MW)
EAST_to_PA_METED_PPL-23,-0.53,6200.00
EAST_to_PA_METED_PPL-24,-12.23,6200.00
EAST_to_VA_DOM-1,-1.57,0
EAST_to_VA_DOM-2,-0.17,0
EAST_to_VA_DOM-3,-0.67,0
EAST_to_VA_DOM-4,-0.75,0
EAST_to_VA_DOM-5,-0.75,0
EAST_to_VA_DOM-6,-0.24,0
EAST_to_VA_DOM-7,0,0
EAST_to_VA_DOM-8,-5.15,0
EAST_to_VA_DOM-9,-29.56,0
EAST_to_VA_DOM-10,-12.88,0
EAST_to_VA_DOM-11,-3407.18,0
EAST_to_VA_DOM-12,-3394.63,0
EAST_to_VA_DOM-13,-3393.95,0
EAST_to_VA_DOM-14,-3407.10,0
EAST_to_VA_DOM-15,-3407.11,0
EAST_to_VA_DOM-16,-3407.11,0
EAST_to_VA_DOM-17,-3406.98,0
EAST_to_VA_DOM-18,-3391.00,0
EAST_to_VA_DOM-19,-3405.56,0
EAST_to_VA_DOM-20,-3384.04,0
EAST_to_VA_DOM-21,-3383.87,0
EAST_to_VA_DOM-22,-3384.13,0
EAST_to_VA_DOM-23,-3380.84,0
EAST_to_VA_DOM-24,-3383.86,0
EAST_to_WEST-1,-1.57,0
EAST_to_WEST-2,-0.17,0
EAST_to_WEST-3,-0.67,0
EAST_to_WEST-4,-0.75,0
EAST_to_WEST-5,-0.75,0
EAST_to_WEST-6,-0.24,0
EAST_to_WEST-7,0,0
EAST_to_WEST-8,-5.15,0
EAST_to_WEST-9,-29.56,0
EAST_to_WEST-10,-12.88,0
EAST_to_WEST-11,-3407.18,0
EAST_to_WEST-12,-3394.63,0
EAST_to_WEST-13,-3393.95,0
EAST_to_WEST-14,-3407.10,0
EAST_to_WEST-15,-3407.11,0
EAST_to_WEST-16,-3407.11,0
EAST_to_WEST-17,-3406.98,0
EAST_to_WEST-18,-3391.00,0
EAST_to_WEST-19,-3405.56,0
EAST_to_WEST-20,-3384.04,0
EAST_to_WEST-21,-3383.87,0
EAST_to_WEST-22,-3384.13,0
EAST_to_WEST-23,-3380.84,0
EAST_to_WEST-24,-3383.86,0
VA_DOM_to_PA_METED_PPL-1,0,0
VA_DOM_to_PA_METED_PPL-2,0,0
VA_DOM_to_PA_METED_PPL-3,0.67,0
VA_DOM_to_PA_METED_PPL-4,0.75,0
VA_DOM_to_PA_METED_PPL-5,0.75,0
VA_DOM_to_PA_METED_PPL-6,0,0
VA_DOM_to_PA_METED_PPL-7,0,0
VA_DOM_to_PA_METED_PPL-8,5.15,0
VA_DOM_to_PA_METED_PPL-9,28.60,0
VA_DOM_to_PA_METED_PPL-10,11.63,0
VA_DOM_to_PA_METED_PPL-11,3405.93,0
VA_DOM_to_PA_METED_PPL-12,3393.37,0
VA_DOM_to_PA_METED_PPL-13,3393.00,0
VA_DOM_to_PA_METED_PPL-14,3405.85,0
VA_DOM_to_PA_METED_PPL-15,3405.85,0
VA_DOM_to_PA_METED_PPL-16,3405.86,0
VA_DOM_to_PA_METED_PPL-17,3405.73,0
VA_DOM_to_PA_METED_PPL-18,3390.07,0
VA_DOM_to_PA_METED_PPL-19,3405.04,0
VA_DOM_to_PA_METED_PPL-20,3376.47,0
VA_DOM_to_PA_METED_PPL-21,3374.25,0
VA_DOM_to_PA_METED_PPL-22,3373.15,0
VA_DOM_to_PA_METED_PPL-23,3380.31,0
VA_DOM_to_PA_METED_PPL-24,3371.63,0
WEST_to_DC_BGE_PEP-1,0,-1907.78
WEST_to_DC_BGE_PEP-2,0,-1984.61
WEST_to_DC_BGE_PEP-3,0,-1823.97
WEST_to_DC_BGE_PEP-4,0,-1577.75
WEST_to_DC_BGE_PEP-5,0,-1611.49
WEST_to_DC_BGE_PEP-6,0,-1589.29
WEST_to_DC_BGE_PEP-7,0,-1731.46
WEST_to_DC_BGE_PEP-8,0,-1870.13
WEST_to_DC_BGE_PEP-9,0,2360.16
WEST_to_DC_BGE_PEP-10,0,-3606.84
WEST_to_DC_BGE_PEP-11,0,1831.48
WEST_to_DC_BGE_PEP-12,0,1215.70
WEST_to_DC_BGE_PEP-13,0,-3342.99
WEST_to_DC_BGE_PEP-14,0,-3507.95
WEST_to_DC_BGE_PEP-15,0,-3656.58
WEST_to_DC_BGE_PEP-16,0,-4461.61
WEST_to_DC_BGE_PEP-17,0,-4616.51
WEST_to_DC_BGE_PEP-18,0,-5100.00
WEST_to_DC_BGE_PEP-19,0,-5100.00
WEST_to_DC_BGE_PEP-20,0,-4493.54
WEST_to_DC_BGE_PEP-21,0,-4446.08
WEST_to_DC_BGE_PEP-22,0,-4538.69
WEST_to_DC_BGE_PEP-23,0,-4706.85
WEST_to_DC_BGE_PEP-24,0,-4885.57
WEST_to_PA_METED_PPL-1,0,-4434.60
WEST_to_PA_METED_PPL-2,0,-4342.47
WEST_to_PA_METED_PPL-3,0.67,-4450.00
WEST_to_PA_METED_PPL-4,0.75,-4450.00
WEST_to_PA_METED_PPL-5,0.75,-4450.00
WEST_to_PA_METED_PPL-6,0,-4313.62
WEST_to_PA_METED_PPL-7,0,-4450.00
WEST_to_PA_METED_PPL-8,5.15,-3800.00
WEST_to_PA_METED_PPL-9,28.60,-3800.00
WEST_to_PA_METED_PPL-10,11.63,-3800.00
WEST_to_PA_METED_PPL-11,3405.93,-3800.00
WEST_to_PA_METED_PPL-12,3393.37,-3800.00
WEST_to_PA_METED_PPL-13,3393.00,-3800.00
WEST_to_PA_METED_PPL-14,3405.85,-3800.00
WEST_to_PA_METED_PPL-15,3405.85,-3800.00
WEST_to_PA_METED_PPL-16,3405.86,-3800.00
WEST_to_PA_METED_PPL-17,3405.73,-3800.00
WEST_to_PA_METED_PPL-18,3390.07,-3800.00
WEST_to_PA_METED_PPL-19,3405.04,-3800.00
WEST_to_PA_METED_PPL-20,3376.47,-3800.00
WEST_to_PA_METED_PPL-21,3374.25,-3800.00
WEST_to_PA_METED_PPL-22,3373.15,-3800.00
WEST_to_PA_METED_PPL-23,3380.31,-3800.00
WEST_to_PA_METED_PPL-24,3371.63,-4450.00
WEST_to_VA_DOM-1,0,4600.00
WEST_to_VA_DOM-2,0,4600.00
WEST_to_VA_DOM-3,0,4600.00
WEST_to_VA_DOM-4,0,4600.00
WEST_to_VA_DOM-5,0,4600.00
WEST_to_VA_DOM-6,0,4600.00
WEST_to_VA_DOM-7,0,4600.00
WEST_to_VA_DOM-8,0,3300.00
WEST_to_VA_DOM-9,0,-3300.00
WEST_to_VA_DOM-10,0,2888.50
WEST_to_VA_DOM-11,0,-3300.00
WEST_to_VA_DOM-12,0,-3300.00
WEST_to_VA_DOM-13,0,1227.88
WEST_to_VA_DOM-14,0,890.20
WEST_to_VA_DOM-15,0,1380.86
WEST_to_VA_DOM-16,0,2362.41
WEST_to_VA_DOM-17,0,2369.97
WEST_to_VA_DOM-18,0,1977.89
WEST_to_VA_DOM-19,0,-2022.44
WEST_to_VA_DOM-20,0,-1412.85
WEST_to_VA_DOM-21,0,-3300.00
WEST_to_VA_DOM-22,0,-1227.94
WEST_to_VA_DOM-23,0,278.47
WEST_to_VA_DOM-24,0,1146.55
