timepoint,zone,gross_load,wind_cf,solar_cf
1,EAST,20330.856,0.581131194,0.0
2,EAST,19636.218,0.581131194,0.0
3,EAST,19247.291999999998,0.573585617,0.0
4,EAST,19048.788,0.556530974,0.0
5,EAST,19023.462,0.55952497,0.0
6,EAST,19110.456,0.572144124,0.0
7,EAST,19431.504,0.578502791,0.0
8,EAST,19952.82,0.578502791,0.0
9,EAST,20458.512,0.5545284460000001,0.10278071400000001
10,EAST,20657.591999999997,0.503221364,0.25170080100000003
11,EAST,20345.598,0.446467203,0.34018206
12,EAST,19908.054,0.435338276,0.367926594
13,EAST,19404.881999999998,0.442167735,0.394164917
14,EAST,18793.008,0.442167735,0.379087461
15,EAST,18249.084,0.457450952,0.328866185
16,EAST,17844.9984,0.46880716200000006,0.26216858600000004
17,EAST,17689.5252,0.49649733700000004,0.150916152
18,EAST,18168.624,0.553819475,0.0
19,EAST,19553.868,0.577209628,0.0
20,EAST,20064.131999999998,0.577209628,0.0
21,EAST,19912.788,0.563412075,0.0
22,EAST,19688.381999999998,0.536545583,0.0
23,EAST,19259.928,0.503890376,0.0
24,EAST,18512.244,0.488252168,0.0
1,WEST,54328.565200000005,0.581131194,0.0
2,WEST,52472.33810000001,0.581131194,0.0
3,WEST,51433.0414,0.573585617,0.0
4,WEST,50902.594600000004,0.556530974,0.0
5,WEST,50834.9179,0.55952497,0.0
6,WEST,51067.385200000004,0.572144124,0.0
7,WEST,51925.296800000004,0.578502791,0.0
8,WEST,53318.369000000006,0.578502791,0.0
9,WEST,54669.6904,0.5545284460000001,0.10278071400000001
10,WEST,55201.676400000004,0.503221364,0.25170080100000003
11,WEST,54367.95910000001,0.446467203,0.34018206
12,WEST,53198.744300000006,0.435338276,0.367926594
13,WEST,51854.1569,0.442167735,0.394164917
14,WEST,50219.09360000001,0.442167735,0.379087461
15,WEST,48765.607800000005,0.457450952,0.328866185
16,WEST,47685.80128000001,0.46880716200000006,0.26216858600000004
17,WEST,47270.34234,0.49649733700000004,0.150916152
18,WEST,48550.60080000001,0.553819475,0.0
19,WEST,52252.280600000006,0.577209628,0.0
20,WEST,53615.8194,0.577209628,0.0
21,WEST,53211.39460000001,0.563412075,0.0
22,WEST,52611.7319,0.536545583,0.0
23,WEST,51466.80760000001,0.503890376,0.0
24,WEST,49468.82980000001,0.488252168,0.0
1,DC_BGE_PEP,9826.580399999999,0.581131194,0.0
2,DC_BGE_PEP,9490.8387,0.581131194,0.0
3,DC_BGE_PEP,9302.857799999998,0.573585617,0.0
4,DC_BGE_PEP,9206.9142,0.556530974,0.0
5,DC_BGE_PEP,9194.673299999999,0.55952497,0.0
6,DC_BGE_PEP,9236.720399999998,0.572144124,0.0
7,DC_BGE_PEP,9391.8936,0.578502791,0.0
8,DC_BGE_PEP,9643.863,0.578502791,0.0
9,DC_BGE_PEP,9888.280799999999,0.5545284460000001,0.10278071400000001
10,DC_BGE_PEP,9984.502799999998,0.503221364,0.25170080100000003
11,DC_BGE_PEP,9833.7057,0.446467203,0.34018206
12,DC_BGE_PEP,9622.2261,0.435338276,0.367926594
13,DC_BGE_PEP,9379.0263,0.442167735,0.394164917
14,DC_BGE_PEP,9083.2872,0.442167735,0.379087461
15,DC_BGE_PEP,8820.390599999999,0.457450952,0.328866185
16,DC_BGE_PEP,8625.082559999999,0.46880716200000006,0.26216858600000004
17,DC_BGE_PEP,8549.937179999999,0.49649733700000004,0.150916152
18,DC_BGE_PEP,8781.5016,0.553819475,0.0
19,DC_BGE_PEP,9451.0362,0.577209628,0.0
20,DC_BGE_PEP,9697.663799999998,0.577209628,0.0
21,DC_BGE_PEP,9624.5142,0.563412075,0.0
22,DC_BGE_PEP,9516.0513,0.536545583,0.0
23,DC_BGE_PEP,9308.9652,0.503890376,0.0
24,DC_BGE_PEP,8947.5846,0.488252168,0.0
