timepoint,zone,gross_load,wind_cf,solar_cf
1,VA_DOM,18636.618000000002,0.581131194,0.0
2,VA_DOM,17999.8665,0.581131194,0.0
3,VA_DOM,17643.351,0.573585617,0.0
4,VA_DOM,17461.389000000003,0.556530974,0.0
5,VA_DOM,17438.1735,0.55952497,0.0
6,VA_DOM,17517.918,0.572144124,0.0
7,VA_DOM,17812.212,0.578502791,0.0
8,VA_DOM,18290.085,0.578502791,0.0
9,VA_DOM,18753.636,0.5545284460000001,0.10278071400000001
10,VA_DOM,18936.126,0.503221364,0.25170080100000003
11,VA_DOM,18650.131500000003,0.446467203,0.34018206
12,VA_DOM,18249.0495,0.435338276,0.367926594
13,VA_DOM,17787.8085,0.442167735,0.394164917
14,VA_DOM,17226.924000000003,0.442167735,0.379087461
15,VA_DOM,16728.327,0.457450952,0.328866185
16,VA_DOM,16357.915200000001,0.46880716200000006,0.26216858600000004
17,VA_DOM,16215.3981,0.49649733700000004,0.150916152
18,VA_DOM,16654.572,0.553819475,0.0
19,VA_DOM,17924.379,0.577209628,0.0
20,VA_DOM,18392.121,0.577209628,0.0
21,VA_DOM,18253.389000000003,0.563412075,0.0
22,VA_DOM,18047.6835,0.536545583,0.0
23,VA_DOM,17654.934,0.503890376,0.0
24,VA_DOM,16969.557,0.488252168,0.0
1,PA_METED_PPL,9826.580399999999,0.581131194,0.0
2,PA_METED_PPL,9490.8387,0.581131194,0.0
3,PA_METED_PPL,9302.857799999998,0.573585617,0.0
4,PA_METED_PPL,9206.9142,0.556530974,0.0
5,PA_METED_PPL,9194.673299999999,0.55952497,0.0
6,PA_METED_PPL,9236.720399999998,0.572144124,0.0
7,PA_METED_PPL,9391.8936,0.578502791,0.0
8,PA_METED_PPL,9643.863,0.578502791,0.0
9,PA_METED_PPL,9888.280799999999,0.5545284460000001,0.10278071400000001
10,PA_METED_PPL,9984.502799999998,0.503221364,0.25170080100000003
11,PA_METED_PPL,9833.7057,0.446467203,0.34018206
12,PA_METED_PPL,9622.2261,0.435338276,0.367926594
13,PA_METED_PPL,9379.0263,0.442167735,0.394164917
14,PA_METED_PPL,9083.2872,0.442167735,0.379087461
15,PA_METED_PPL,8820.390599999999,0.457450952,0.328866185
16,PA_METED_PPL,8625.082559999999,0.46880716200000006,0.26216858600000004
17,PA_METED_PPL,8549.937179999999,0.49649733700000004,0.150916152
18,PA_METED_PPL,8781.5016,0.553819475,0.0
19,PA_METED_PPL,9451.0362,0.577209628,0.0
20,PA_METED_PPL,9697.663799999998,0.577209628,0.0
21,PA_METED_PPL,9624.5142,0.563412075,0.0
22,PA_METED_PPL,9516.0513,0.536545583,0.0
23,PA_METED_PPL,9308.9652,0.503890376,0.0
24,PA_METED_PPL,8947.5846,0.488252168,0.0
