timepoint,segments,MW,Price
8,7,1827,148.74822645018253
8,8,1827,22.192236150388382
8,9,1827,2.217725403688568
8,10,1827,0.15350080904833624
9,1,1869,3499.9999950119686
9,2,1869,3499.6254248500836
9,3,1869,3454.908475029243
9,4,1869,2997.190175647415
9,5,1869,1831.0084318855706
9,6,1869,694.4930662541273
9,7,1869,161.87460433715756
9,8,1869,23.95756265102692
9,9,1869,2.341153576774604
9,10,1869,0.15641962023549844
10,1,1891,3499.99999544682
10,2,1891,3499.6900958554374
10,3,1891,3459.483882407088
10,4,1891,3023.9141877146644
10,5,1891,1869.795685654085
10,6,1891,715.9720166811866
10,7,1891,167.44582293465322
10,8,1891,24.698544597641355
10,9,1891,2.3900369899134053
10,10,1891,0.15720333074580783
11,1,1869,3499.9999949966405
11,2,1869,3499.625302519636
11,3,1869,3454.9490686052027
11,4,1869,2997.619528653521
11,5,1869,1831.918783609332
11,6,1869,695.2042668080582
11,7,1869,162.1417339928647
11,8,1869,24.013478284020767
11,9,1869,2.3483078962353607
11,10,1869,0.15701522459436693
12,1,1834,3499.9999931699167
12,2,1834,3499.437845071964
12,3,1834,3444.241398278775
12,4,1834,2941.952322165635
12,5,1834,1756.1802939982822
12,6,1834,654.5232346206195
12,7,1834,151.6153613311501
12,8,1834,22.571532874114453
12,9,1834,2.2438677210528724
12,10,1834,0.15407870851572186
13,1,1782,3499.999990347037
13,2,1782,3499.254498773391
13,3,1782,3434.7663405494654
13,4,1782,2894.616364736909
13,5,1782,1692.9359797989264
13,6,1782,620.6716666885256
13,7,1782,142.77506236973005
13,8,1782,21.333648915847412
13,9,1782,2.1506557977559533
13,10,1782,0.15119763578003736
14,1,1734,3499.999970212734
14,2,1734,3498.5558536048015
14,3,1734,3409.030097407321
14,4,1734,2790.51219570826
14,5,1734,1571.4118666817415
14,6,1734,560.9817808383218
14,7,1734,127.9822580405002
14,8,1734,19.322422204596027
14,9,1734,2.002053491807812
14,10,1734,0.14689786201620292
15,1,1575,3499.9987037916885
15,2,1575,3491.9605411779235
15,3,1575,3284.577605124164
15,4,1575,2431.1267660291496
15,5,1575,1222.4416988287246
15,6,1575,405.04893578070903
15,7,1575,90.64153822138991
15,8,1575,14.198285249319778
15,9,1575,1.6091101798289302
15,10,1575,0.13562706357755377
16,1,1541,3499.998124633243
16,2,1541,3489.827031877563
16,3,1541,3254.5047265945973
16,4,1541,2360.8224070628353
16,5,1541,1163.0665371386242
16,6,1541,380.5782452989655
16,7,1541,84.96542703584826
16,8,1541,13.411250008786453
16,9,1541,1.5456890122353553
16,10,1541,0.13359552852248277
17,1,1530,3499.99683330506
17,2,1530,3487.6035757162117
17,3,1530,3231.5669582498335
17,4,1530,2315.118174334248
17,5,1530,1127.858184887579
17,6,1530,366.80920877898217
17,7,1530,81.84829712524424
17,8,1530,12.978379336709802
17,9,1530,1.5093968156713844
17,10,1530,0.13216613036297123
18,1,1503,3499.993873739968
18,2,1503,3483.7367417677533
18,3,1503,3191.725651814944
18,4,1503,2233.784277455651
18,5,1503,1063.1484366815725
18,6,1503,340.57736204373333
18,7,1503,75.68666005475964
18,8,1503,12.093769805779887
18,9,1503,1.4341291712429503
18,10,1503,0.12953910629682783
19,1,1594,3499.9993615100834
19,2,1594,3494.1339601675895
19,3,1594,3313.1847679245175
19,4,1594,2494.001631023201
19,5,1594,1271.8705633303641
19,6,1594,423.78552497254896
19,7,1594,94.58849374303392
19,8,1594,14.687627442744818
19,9,1594,1.6433425209823427
19,10,1594,0.13641844713688914
20,1,1638,3499.9996092365914
20,2,1638,3495.296288071014
20,3,1638,3333.9121666000333
20,4,1638,2550.413072168084
20,5,1638,1323.8165422165575
20,6,1638,446.03830622790883
20,7,1638,99.74922796509242
20,8,1638,15.37461768700368
20,9,1638,1.6926356864488845
20,10,1638,0.1371567341879294
21,1,1629,3499.99945771497
21,2,1629,3494.7071656217076
21,3,1629,3324.9002098786646
21,4,1629,2528.0519423706387
21,5,1629,1304.4983656181032
21,6,1629,438.1862788681019
21,7,1629,98.02236094714316
21,8,1629,15.160398008083732
21,9,1629,1.6794576140606952
21,10,1629,0.1372753152498522
22,1,1611,3499.999415364006
22,2,1611,3494.4571272115563
22,3,1611,3319.7675565173154
22,4,1611,2513.1107479224756
22,5,1611,1290.3017133584904
22,6,1611,432.0609831887806
22,7,1611,96.62839412909713
22,8,1611,14.987019009970103
22,9,1611,1.669847868655069
22,10,1611,0.13765512238452224
23,1,1582,3499.999015911653
23,2,1582,3492.9995635787946
23,3,1582,3296.967553522265
23,4,1582,2455.591991626484
23,5,1582,1239.4855055803773
23,6,1582,410.64282030067517
23,7,1582,91.62492412598573
23,8,1582,14.294368560589195
23,9,1582,1.6140344129820279
23,10,1582,0.13574940268438554
24,1,1532,3499.9972813552795
24,2,1532,3488.3785526776546
24,3,1532,3237.276890925578
24,4,1532,2321.6013129205326
24,5,1532,1129.0606515064246
24,6,1532,365.7891413918235
24,7,1532,81.2690737528509
24,8,1532,12.844679067308913
24,9,1532,1.4923843801523347
24,10,1532,0.1309664602530437
