timepoint,zone,wind,solar,curtailment
1,EAST,3.9648149420000003,0.0,0.0
1,WEST,2198.1654913892003,0.0,0.0
1,DC_BGE_PEP,43.25252664,0.0,0.0
1,VA_DOM,0.0,0.0,0.0
1,PA_METED_PPL,480.643702287,0.0,0.0
2,EAST,3.9648149420000003,0.0,0.0
2,WEST,2198.1654913892003,0.0,0.0
2,DC_BGE_PEP,43.25252664,0.0,0.0
2,VA_DOM,0.0,0.0,0.0
2,PA_METED_PPL,480.643702287,0.0,0.0
3,EAST,3.935134214,0.0,0.0
3,WEST,2181.7099561364003,0.0,0.0
3,DC_BGE_PEP,42.92873688,0.0,0.0
3,VA_DOM,0.0,0.0,0.0
3,PA_METED_PPL,477.045588579,0.0,0.0
4,EAST,3.869410567,0.0,0.0
4,WEST,2145.2715712642002,0.0,0.0
4,DC_BGE_PEP,42.21175164,0.0,0.0
4,VA_DOM,0.0,0.0,0.0
4,PA_METED_PPL,469.0780900995,0.0,0.0
5,EAST,3.910734091,0.0,0.0
5,WEST,2168.1820843066002,0.0,0.0
5,DC_BGE_PEP,42.662553720000005,0.0,0.0
5,VA_DOM,0.0,0.0,0.0
5,PA_METED_PPL,474.0876282135,0.0,0.0
6,EAST,4.015428021,0.0,0.0
6,WEST,2226.2263026246,0.0,0.0
6,DC_BGE_PEP,43.80466932,0.0,0.0
6,VA_DOM,0.0,0.0,0.0
6,PA_METED_PPL,486.7793878185,0.0,0.0
7,EAST,4.0964357829999996,0.0,0.0
7,WEST,2271.1384787458,0.0,0.0
7,DC_BGE_PEP,44.68839036,0.0,0.0
7,VA_DOM,0.0,0.0,0.0
7,PA_METED_PPL,496.5997378755,0.0,0.0
8,EAST,4.0964357829999996,0.0,0.0
8,WEST,2271.1384787458,0.0,0.0
8,DC_BGE_PEP,44.68839036,0.0,0.0
8,VA_DOM,0.0,0.0,0.0
8,PA_METED_PPL,496.5997378755,0.0,0.0
9,EAST,3.938886083,50.12956179860001,0.0
9,WEST,2183.7900605258,13.5721957708,0.0
9,DC_BGE_PEP,42.96966636,7.6847661962,0.0
9,VA_DOM,0.0,5.2883173673999995,0.0
9,PA_METED_PPL,477.50041742549996,6.1293787352,0.0
10,EAST,3.5979139680000003,116.78630181030002,0.0
10,WEST,1994.7489204768003,31.6189987434,0.0
10,DC_BGE_PEP,39.24997056,17.903117285100002,0.0
10,VA_DOM,0.0,12.320136182699999,0.0
10,PA_METED_PPL,436.165297848,14.279547819600001,0.0
11,EAST,3.474508631,155.23102250590003,-7.993605777301127e-15
11,WEST,1926.3307579106001,42.0276130802,0.0
11,DC_BGE_PEP,37.90373052,23.7966196303,0.0
11,VA_DOM,0.0,16.375784723099997,0.0
11,PA_METED_PPL,421.20520540350003,18.9802123588,0.0
12,EAST,3.4536456239999995,182.96701370540003,-1.021405182655144e-14
12,WEST,1914.7639275023998,49.5369207412,0.0
12,DC_BGE_PEP,37.67613408,28.0484941718,0.0
12,VA_DOM,0.0,19.3017373686,0.0
12,PA_METED_PPL,418.676039964,22.371512592800002,0.0
13,EAST,3.78996013,184.05605682260003,-2.6645352591003757e-15
13,WEST,2101.222804438,49.8317708428,0.0
13,DC_BGE_PEP,41.3450196,28.2154424042,0.0
13,VA_DOM,0.0,19.4166237834,0.0
13,PA_METED_PPL,459.446530305,22.504670703200002,0.0
14,EAST,3.78996013,186.61672344130002,-2.6645352591003757e-15
14,WEST,2101.222804438,50.5250517614,0.0
14,DC_BGE_PEP,41.3450196,28.6079877121,0.0
14,VA_DOM,0.0,19.6867561617,0.0
14,PA_METED_PPL,459.446530305,22.8177653116,0.0
15,EAST,4.013155795,168.91198667230003,-1.1546319456101628e-14
15,WEST,2224.966539217,45.7316295794,0.0
15,DC_BGE_PEP,43.7798814,25.893885339100002,0.0
15,VA_DOM,0.0,17.8190305407,0.0
15,PA_METED_PPL,486.5039320575,20.6529940036,0.0
16,EAST,4.1698762160000005,135.46466358970002,5.329070518200751e-15
16,WEST,2311.8551900816005,36.676022456599995,0.0
16,DC_BGE_PEP,45.489558720000005,20.7664745149,0.0
16,VA_DOM,0.0,14.2905724173,0.0
16,PA_METED_PPL,505.50272127600005,16.5633649804,-5.684341886080802e-14
17,EAST,4.302470051,82.6594578219,0.0
17,WEST,2385.3676230026003,22.379416528199997,0.0
17,DC_BGE_PEP,46.93603692000001,12.671537202299998,0.0
17,VA_DOM,0.0,8.719993367099999,0.0
17,PA_METED_PPL,521.5767102735,10.1068332708,0.0
18,EAST,4.726586084,0.0,0.0
18,WEST,2620.5052628984,0.0,0.0
18,DC_BGE_PEP,51.56275728,0.0,0.0
18,VA_DOM,0.0,0.0,0.0
18,PA_METED_PPL,572.991140274,0.0,0.0
19,EAST,5.126926287999999,0.0,0.0
19,WEST,2842.4611509088,0.0,0.0
19,DC_BGE_PEP,55.930104959999994,0.0,0.0
19,VA_DOM,0.0,0.0,0.0
19,PA_METED_PPL,621.523291368,0.0,0.0
20,EAST,5.126926287999999,0.0,0.0
20,WEST,2842.4611509088,0.0,0.0
20,DC_BGE_PEP,55.930104959999994,0.0,0.0
20,VA_DOM,0.0,0.0,0.0
20,PA_METED_PPL,621.523291368,0.0,0.0
