Gen_Index,Fuel_Cost	,Pmin,start_cost,Can_Spin,Min_Up,Min_Down
Seward 1,23.401529928,0.4,52500.0,1,6,6
Shawville 3,22.980164507999998,0.4,18000.0,1,6,6
Shawville 7,142.25816124,0.25,50.0,1,2,1
Shawville 5,142.25816124,0.25,50.0,1,2,1
Shawville 1,22.980164507999998,0.4,12800.0,1,6,6
Shawville 6,142.25816124,0.25,50.0,1,2,1
Shawville 4,22.980164507999998,0.4,18000.0,1,6,6
Shawville 2,22.980164507999998,0.4,13000.0,1,6,6
Warren CT,85.098760313985,0.25,1975.0,1,2,1
Keystone 2,20.4536996265,0.4,85040.0,1,6,6
Keystone Diesel 6,126.61814054499999,0.25,75.0,1,2,1
Keystone 1,20.4536996265,0.4,85000.0,1,6,6
Keystone Diesel 5,126.61814054499999,0.25,75.0,1,2,1
Keystone Diesel 3,126.61814054499999,0.25,75.0,1,2,1
Keystone Diesel 4,126.61814054499999,0.25,75.0,1,2,1
New Castle 5,24.487239168000002,0.4,14000.0,1,6,6
New Castle 4,24.487239168000002,0.4,9710.0,1,6,6
New Castle 3,24.487239168000002,0.4,9510.0,1,6,6
New Castle EMD B,151.58767104,0.25,75.0,1,2,1
New Castle EMD A,151.58767104,0.25,75.0,1,2,1
Allentown 4,96.85422168147001,0.25,450.0,1,2,1
Allentown 2,96.85422168147001,0.25,450.0,1,2,1
Allentown 1,96.85422168147001,0.25,450.0,1,2,1
Allentown 3,96.85422168147001,0.25,450.0,1,2,1
Brunner Island Diesel 1,133.02623425,0.25,75.0,1,2,1
Brunner Island Diesel 3,133.02623425,0.25,55.00000000000001,1,2,1
Brunner Island 2,22.653257907,0.4,39000.0,1,6,6
Brunner Island 3,22.653257907,0.4,74900.0,1,6,6
Brunner Island Diesel 2,133.02623425,0.25,75.0,1,2,1
Brunner Island 1,22.653257907,0.4,33400.0,1,6,6
Fishbach 2,71.874000016335,0.25,450.0,1,2,1
Fishbach 1,71.874000016335,0.25,450.0,1,2,1
Harrisburg 1,81.03975001452001,0.25,450.0,1,2,1
Harrisburg 4,49.414422514545,0.25,450.0,1,2,1
Harrisburg 3,81.03975001452001,0.25,450.0,1,2,1
Harrisburg 2,81.03975001452001,0.25,450.0,1,2,1
Harwood 1,84.64172424741001,0.25,450.0,1,2,1
Harwood 2,84.64172424741001,0.25,450.0,1,2,1
Holtwood 01,0.0,0.0,0.0,1,10,8
Holtwood 03,0.0,0.0,0.0,1,10,8
Holtwood 13,0.0,0.0,0.0,1,10,8
Holtwood 02,0.0,0.0,0.0,1,10,8
Holtwood 05,0.0,0.0,0.0,1,10,8
Holtwood 11,0.0,0.0,0.0,1,10,8
Holtwood 04,0.0,0.0,0.0,1,10,8
Holtwood 08,0.0,0.0,0.0,1,10,8
Holtwood 09,0.0,0.0,0.0,1,10,8
Holtwood 06,0.0,0.0,0.0,1,10,8
Holtwood 10,0.0,0.0,0.0,1,10,8
Holtwood 07,0.0,0.0,0.0,1,10,8
Jenkins(Georgetown) 2,78.15882202227,0.25,450.0,1,2,1
Jenkins(Georgetown) 1,78.15882202227,0.25,450.0,1,2,1
Lockhaven 1,70.882232121855,0.25,450.0,1,2,1
Martins Creek CTG 3,56.68975014417,0.25,600.0,1,2,1
Martins Creek CTG 4,56.68975014417,0.25,600.0,1,2,1
Martins Creek 4,24.293128314,0.4,85000.0,1,6,6
Martins Creek CTG 2,56.68975014417,0.25,600.0,1,2,1
Martins Creek CTG 1,56.68975014417,0.25,600.0,1,2,1
Martins Creek 3,24.293128314,0.4,85000.0,1,6,6
Montour 2,23.527397796000002,0.4,76600.0,1,6,6
Montour 1,23.527397796000002,0.4,76100.0,1,6,6
Montour ATG,23.527397796000002,0.4,1500.0,1,6,6
Sunbury CTG 2,76.52319233031,0.25,600.0,1,2,1
Sunbury Diesel 1,203.00000006,0.25,75.0,1,2,1
Sunbury Diesel 2,203.00000006,0.25,75.0,1,2,1
Sunbury 1,21.70291473,0.4,7600.0,1,6,6
Sunbury CTG 1,76.52319233031,0.25,600.0,1,2,1
Sunbury 2,21.70291473,0.4,7600.0,1,6,6
Sunbury 4,21.70291473,0.4,13400.0,1,6,6
Sunbury 3,21.70291473,0.4,10300.0,1,6,6
Wallenpaupack 2,0.0,0.0,0.0,1,10,8
Wallenpaupack 1,0.0,0.0,0.0,1,10,8
West Shore 1,73.370423066985,0.25,450.0,1,2,1
West Shore 2,73.370423066985,0.25,450.0,1,2,1
Williamsport 1,88.650486486045,0.25,450.0,1,2,1
Williamsport 2,88.650486486045,0.25,450.0,1,2,1
Chester 9,71.55810271120501,0.25,450.0,1,2,1
Chester 8,71.55810271120501,0.25,450.0,1,2,1
Chester 7,71.55810271120501,0.25,450.0,1,2,1
Delaware 12,65.432091943845,0.25,450.0,1,2,1
Delaware 11,65.432091943845,0.25,450.0,1,2,1
Delaware 09,65.432091943845,0.25,500.0,1,2,1
Delaware 10,65.432091943845,0.25,450.0,1,2,1
Eddystone 10,78.79286900033999,0.25,450.0,1,2,1
Eddystone 30,78.79286900033999,0.25,500.0,1,2,1
Eddystone 20,78.79286900033999,0.25,450.0,1,2,1
Eddystone 04,33.764927028,0.4,38000.0,1,6,6
Eddystone 40,78.79286900033999,0.25,500.0,1,2,1
Eddystone 03,33.764927028,0.4,38000.0,1,6,6
Falls 2,102.72504729118499,0.25,500.0,1,2,1
Falls 1,102.72504729118499,0.25,500.0,1,2,1
Falls 3,102.72504729118499,0.25,500.0,1,2,1
Moser 2,99.440871169365,0.25,500.0,1,2,1
Moser 3,99.440871169365,0.25,500.0,1,2,1
Moser 1,99.440871169365,0.25,500.0,1,2,1
Muddy Run 2,0.0,0.0,0.0,1,10,8
Muddy Run 3,0.0,0.0,0.0,1,10,8
Muddy Run 1,0.0,0.0,0.0,1,10,8
Muddy Run 4,0.0,0.0,0.0,1,10,8
Muddy Run 5,0.0,0.0,0.0,1,10,8
Muddy Run 7,0.0,0.0,0.0,1,10,8
Muddy Run 8,0.0,0.0,0.0,1,10,8
Muddy Run 6,0.0,0.0,0.0,1,10,8
Peach Bottom 3,5.229563845,0.9,613350.0,1,20,20
Peach Bottom 2,5.229563845,0.9,611850.0,1,20,20
Richmond 91,51.801219958455,0.25,1650.0,1,2,1
Richmond 92,51.801219958455,0.25,1650.0,1,2,1
Schuylkill 10,70.512223397715,0.25,450.0,1,2,1
Schuylkill 11,70.512223397715,0.25,500.0,1,2,1
Southwark 6,75.38176532205,0.25,450.0,1,2,1
Southwark 3,75.38176532205,0.25,450.0,1,2,1
Southwark 4,75.38176532205,0.25,450.0,1,2,1
Southwark 5,75.38176532205,0.25,450.0,1,2,1
Safe Harbor 08,0.0,0.0,0.0,1,10,8
Safe Harbor 05,0.0,0.0,0.0,1,10,8
Safe Harbor 10,0.0,0.0,0.0,1,10,8
Safe Harbor 09,0.0,0.0,0.0,1,10,8
Safe Harbor 07,0.0,0.0,0.0,1,10,8
Safe Harbor 01,0.0,0.0,0.0,1,10,8
Safe Harbor 11,0.0,0.0,0.0,1,10,8
Safe Harbor 06,0.0,0.0,0.0,1,10,8
Safe Harbor 12,0.0,0.0,0.0,1,10,8
Safe Harbor 04,0.0,0.0,0.0,1,10,8
Safe Harbor 02,0.0,0.0,0.0,1,10,8
Safe Harbor 03,0.0,0.0,0.0,1,10,8
Hunlock 3,39.647048172484496,0.4,2900.0,1,5,4
Hunlock 5,39.647048172484496,0.4,4800.0,1,5,4
Hunlock 6,39.647048172484496,0.4,4800.0,1,5,4
Cordell Hull 3,0.0,0.0,0.0,1,10,8
Cordell Hull 1,0.0,0.0,0.0,1,10,8
Cordell Hull 2,0.0,0.0,0.0,1,10,8
Dale Hollow 3,0.0,0.0,0.0,1,10,8
Dale Hollow 2,0.0,0.0,0.0,1,10,8
Dale Hollow 1,0.0,0.0,0.0,1,10,8
Old Hickory 1,0.0,0.0,0.0,1,10,8
Old Hickory 2,0.0,0.0,0.0,1,10,8
Old Hickory 3,0.0,0.0,0.0,1,10,8
Old Hickory 4,0.0,0.0,0.0,1,10,8
J Percy Priest,0.0,0.0,0.0,1,10,8
Buck 1,0.0,0.0,0.0,1,10,8
Buck 3,0.0,0.0,0.0,1,10,8
Buck 2,0.0,0.0,0.0,1,10,8
Byllesby 1,0.0,0.0,0.0,1,10,8
Byllesby 3,0.0,0.0,0.0,1,10,8
Byllesby 2,0.0,0.0,0.0,1,10,8
Byllesby 4,0.0,0.0,0.0,1,10,8
Claytor 2,0.0,0.0,0.0,1,10,8
Claytor 3,0.0,0.0,0.0,1,10,8
Claytor 4,0.0,0.0,0.0,1,10,8
Claytor 1,0.0,0.0,0.0,1,10,8
Clinch River 2,25.350831807000002,0.4,23210.0,1,6,6
Clinch River 1,25.350831807000002,0.4,23210.0,1,6,6
Clinch River 3,21.70291473,0.4,23210.0,1,6,6
Glen Lyn 5,21.70291473,0.4,9500.0,1,6,6
Glen Lyn 6,21.70291473,0.4,24000.0,1,6,6
Leesville 2,0.0,0.0,0.0,1,10,8
Leesville 1,0.0,0.0,0.0,1,10,8
Niagara 1,0.0,0.0,0.0,1,10,8
Niagara 2,0.0,0.0,0.0,1,10,8
Reusens 5,0.0,0.0,0.0,1,10,8
Reusens 2,0.0,0.0,0.0,1,10,8
Reusens 3,0.0,0.0,0.0,1,10,8
Reusens 4,0.0,0.0,0.0,1,10,8
Reusens 1,0.0,0.0,0.0,1,10,8
Smith Mtn 3,0.0,0.0,0.0,1,10,8
Smith Mtn 5,0.0,0.0,0.0,1,10,8
Smith Mtn 1,0.0,0.0,0.0,1,10,8
Smith Mtn 4,0.0,0.0,0.0,1,10,8
Smith Mtn 2,0.0,0.0,0.0,1,10,8
Bayview 16,136.69672640000002,0.25,312.5,1,2,1
Tasley 10,92.442612370185,0.25,825.0,1,2,1
Bremo 3,21.70291473,0.4,7400.0,1,6,6
Bremo 4,21.70291473,0.4,16000.0,1,6,6
Chesterfield 6,18.916951922400003,0.4,67100.0,1,6,6
Chesterfield 4,18.916951922400003,0.4,17100.0,1,6,6
Chesterfield 3,18.916951922400003,0.4,10500.0,1,6,6
Chesterfield 5,18.916951922400003,0.4,33680.0,1,6,6
Chesterfield 7,44.144058521772,0.4,23200.0,1,5,4
Chesterfield 8,44.144058521772,0.4,23500.0,1,5,4
Cushaw 1,0.0,0.0,0.0,1,10,8
Low Moor GT 1,84.62628149778,0.25,300.0,1,2,1
Low Moor GT 2,84.62628149778,0.25,300.0,1,2,1
Low Moor GT 4,84.62628149778,0.25,300.0,1,2,1
Low Moor GT 3,84.62628149778,0.25,300.0,1,2,1
Northern Neck GT 2,86.63802632892,0.25,475.0,1,2,1
Northern Neck GT 3,86.63802632892,0.25,475.0,1,2,1
Northern Neck GT 1,86.63802632892,0.25,475.0,1,2,1
Northern Neck GT 4,86.63802632892,0.25,475.0,1,2,1
Chesapeake GT4,49.414422514545,0.25,450.0,1,2,1
Chesapeake GT1,49.414422514545,0.25,475.0,1,2,1
Chesapeake 1,21.70291473,0.4,11100.0,1,6,6
Chesapeake 2,21.70291473,0.4,11100.0,1,6,6
Chesapeake GT6,49.414422514545,0.25,450.0,1,2,1
Chesapeake 4,21.70291473,0.4,22100.0,1,6,6
Chesapeake 3,21.70291473,0.4,16200.0,1,6,6
Chesapeake GT2,49.414422514545,0.25,450.0,1,2,1
Possum Point GT 2,36.254692087119,0.25,400.0,1,2,1
Possum Point GT 4,36.254692087119,0.25,400.0,1,2,1
Possum Point GT 1,36.254692087119,0.25,400.0,1,2,1
Possum Point 5,15.536139859799999,0.4,79110.0,1,6,6
Possum Point GT 3,36.254692087119,0.25,400.0,1,2,1
Possum Point 4,15.536139859799999,0.4,22100.0,1,6,6
Possum Point 3,15.536139859799999,0.4,10500.0,1,6,6
Possum Point GT 6,36.254692087119,0.25,400.0,1,2,1
Possum Point GT 5,36.254692087119,0.25,400.0,1,2,1
Possum Point 6,36.254692087119,0.4,61000.0,1,5,4
Surry 2,5.229563835,0.9,434050.0,1,20,20
Surry 1,5.229563835,0.9,431550.0,1,20,20
Yorktown 1,27.374463795000004,0.4,16300.0,1,6,6
Yorktown 2,27.374463795000004,0.4,17200.0,1,6,6
Yorktown 3,27.374463795000004,0.4,82000.0,1,6,6
Kerr Dam 2,0.0,0.0,0.0,1,10,8
Kerr Dam 5,0.0,0.0,0.0,1,10,8
Kerr Dam 4,0.0,0.0,0.0,1,10,8
Kerr Dam 3,0.0,0.0,0.0,1,10,8
Kerr Dam 6,0.0,0.0,0.0,1,10,8
Kerr Dam 7,0.0,0.0,0.0,1,10,8
Kerr Dam 1,0.0,0.0,0.0,1,10,8
Philpott 1,0.0,0.0,0.0,1,10,8
Philpott 3,0.0,0.0,0.0,1,10,8
Philpott 2,0.0,0.0,0.0,1,10,8
Joliet 7,21.182055132000002,0.4,51800.0,1,6,6
Joliet 8,21.182055132000002,0.4,51800.0,1,6,6
Amos 1,20.6499909105,0.4,80000.0,1,6,6
Amos 3,20.6499909105,0.4,133000.0,1,6,6
Amos 2,20.6499909105,0.4,80000.0,1,6,6
Kanawha Rv 2,21.70291473,0.4,20000.0,1,6,6
Kanawha Rv 1,21.70291473,0.4,20000.0,1,6,6
Sporn 4,21.70291473,0.4,14810.0,1,6,6
Sporn 2,21.70291473,0.4,15010.0,1,6,6
Sporn 1,21.70291473,0.4,14500.0,1,6,6
Sporn 3,21.70291473,0.4,14610.0,1,6,6
WVU/MEA,21.70291473,0.4,5000.0,1,6,6
Fort Martin 2,21.32496744,0.4,56110.0,1,6,6
Fort Martin 1,21.32496744,0.4,55200.0,1,6,6
Harrison 2,21.1347549,0.4,65100.0,1,6,6
Harrison 3,21.1347549,0.4,66110.0,1,6,6
Harrison 1,21.1347549,0.4,65910.0,1,6,6
Kammer Block 200,21.70291473,0.4,21000.0,1,6,6
Kammer 1,21.70291473,0.4,20510.0,1,6,6
Kammer 3,21.70291473,0.4,20810.0,1,6,6
Kammer 2,21.70291473,0.4,20810.0,1,6,6
Mitchell (AEP) 1,20.9330409834,0.4,80000.0,1,6,6
Mitchell (AEP) 2,20.9330409834,0.4,80000.0,1,6,6
Mount Storm 3,21.520225041,0.4,53600.0,1,6,6
Mount Storm 2,21.520225041,0.4,55329.99999999999,1,6,6
Mount Storm GT 1,50.218982292105,0.25,400.0,1,2,1
Mount Storm 1,21.520225041,0.4,55100.0,1,6,6
Easton 21,292.45779225,0.25,157.5,1,2,1
Easton201,292.45779225,0.25,37.5,1,2,1
Easton 24,292.45779225,0.25,157.5,1,2,1
Easton202,292.45779225,0.25,37.5,1,2,1
Easton 23,292.45779225,0.25,157.5,1,2,1
Easton 204,110.24533930162501,0.25,127.49999999999999,1,2,1
Easton 22,292.45779225,0.25,157.5,1,2,1
Easton 203,110.24533930162501,0.25,127.49999999999999,1,2,1
Greenup 1,0.0,0.0,0.0,1,10,8
Greenup 2,0.0,0.0,0.0,1,10,8
Greenup 3,0.0,0.0,0.0,1,10,8
Glen Ferris 6 (Hawks Nest),0.0,0.0,0.0,1,10,8
Glen Ferris 2 (Hawks Nest),0.0,0.0,0.0,1,10,8
Glen Ferris 5 (Hawks Nest),0.0,0.0,0.0,1,10,8
Glen Ferris 1 (Hawks Nest),0.0,0.0,0.0,1,10,8
Glen Ferris 4 (Hawks Nest),0.0,0.0,0.0,1,10,8
Glen Ferris 3 (Hawks Nest),0.0,0.0,0.0,1,10,8
Glen Ferris 7 (Hawks Nest),0.0,0.0,0.0,1,10,8
Glen Ferris 8 (Hawks Nest),0.0,0.0,0.0,1,10,8
Hannibal Dam,0.0,0.0,0.0,1,10,8
NEPCO NUG,33.155399907,0.4,5200.0,1,6,6
MH50 (Sunoil),59.143965530760006,0.25,1325.0,1,2,1
York County RR NUG,38.874765321000005,0.4,3000.0,1,6,6
Archbald,26.511084054,0.4,2690.0,1,6,6
PEI 5,61.86550828887,0.25,114.99999999999999,1,2,1
Archbald 2,61.86550828887,0.25,1250.0,1,2,1
PEI 6,61.86550828887,0.25,114.99999999999999,1,2,1
Paxton Creek NUG,116.586833142,0.25,300.0,1,2,1
Newark Bay COGEN,44.86425602031449,0.4,14700.0,1,5,4
Glatfelter NUG,21.70291473,0.4,3500.0,1,6,6
Kimberly Clark,21.70291473,0.4,5500.0,1,6,6
Bayonne COGEN NUG,46.9583160495075,0.4,17730.0,1,5,4
Rosemary 1,46.492675846748995,0.4,19800.0,1,5,4
Eagle Point COGEN NUG,42.94142474876101,0.4,23700.0,1,5,4
Pottstown 1,49.414422514545,0.25,125.0,1,2,1
Westwood 1,34.741652715,0.4,3250.0,1,6,6
Mobil NUG (BtM),36.103349877012,0.4,4400.0,1,5,4
MCRRF1,38.263011759,0.4,5200.0,1,6,6
Covanta Fairfax 1 (Ogden Martin),43.804398498000005,0.4,7000.0,1,6,6
Panther Creek NUG,27.922075566,0.4,8000.0,1,6,6
Parlin ST1,48.746006634402,0.4,2300.0,1,5,4
Parlin CT1,48.746006634402,0.4,3900.0,1,5,4
Parlin CT2,48.746006634402,0.4,3900.0,1,5,4
Parlin ST2,48.746006634402,0.4,2300.0,1,5,4
Cumberland CT 2,48.653821809747,0.25,2300.0,1,2,1
Cumberland CT 1,48.653821809747,0.25,2400.0,1,2,1
Marcal NUG,54.917859158415006,0.4,7000.0,1,5,4
Lancaster County RR NUG,43.025832591000004,0.4,3000.0,1,6,6
Wheelabrator-Frackville NUG,31.773963837,0.4,4300.0,1,6,6
Gloucester NUG,48.61852065,0.4,1200.0,1,6,6
Northampton,21.909003501000004,0.4,11200.0,1,6,6
ALD 6,0.0,0.0,0.0,1,10,8
PE Hydro,0.0,0.0,0.0,1,10,8
ALD 5,0.0,0.0,0.0,1,10,8
Union County Resource Recovery,37.251352194,0.4,3900.0,1,6,6
Bellmeade,42.966140420511,0.4,26700.0,1,5,4
Scrubgrass NUG,28.260105384000003,0.4,8500.0,1,6,6
Mecklenburg 1 (Buggs Is),26.360850326999998,0.4,6900.0,1,6,6
Mecklenburg 2 (Buggs Is),26.360850326999998,0.4,6900.0,1,6,6
Doswell CC2 (4Rivers5),43.410596227316994,0.4,36300.0,1,5,4
Doswell CC1 (4Rivers5),43.410596227316994,0.4,36300.0,1,5,4
Doswell CT (4Rivers1),43.410596227316994,0.25,4550.0,1,2,1
Yough Dam NUG,0.0,0.0,0.0,1,10,8
I95 LF Phase I,170.6522714,0.25,75.0,1,2,1
Great Falls Hydro NUG,0.0,0.0,0.0,1,10,8
Elizabeth River 2,62.87822190045,0.25,3125.0,1,2,1
Elizabeth River 1,62.87822190045,0.25,3125.0,1,2,1
Elizabeth River 3,62.87822190045,0.25,3125.0,1,2,1
Pittsylvania (Hurt),30.990098664,0.4,8300.0,1,6,6
North Wales D 1,133.02623425,0.25,50.0,1,2,1
Conemaugh Hydro NUG,0.0,0.0,0.0,1,10,8
Gude LF,133.02623425,0.25,20.0,1,2,1
Smith CT 3,65.460648627495,0.25,3550.0,1,2,1
Smith CT 10,65.460648627495,0.25,2675.0,1,2,1
Smith CT 5,65.460648627495,0.25,2450.0,1,2,1
Smith CT 6,65.460648627495,0.25,2450.0,1,2,1
Smith CT 1,65.460648627495,0.25,3550.0,1,2,1
Smith CT 4,65.460648627495,0.25,2450.0,1,2,1
Smith CT 7,65.460648627495,0.25,2450.0,1,2,1
Smith CT 9,65.460648627495,0.25,2675.0,1,2,1
Smith CT 2,65.460648627495,0.25,3550.0,1,2,1
Rensselaer Cogen,45.11187817260301,0.4,8270.0,1,5,4
Roanoke Valley 1,21.70291473,0.4,16700.0,1,6,6
Spruance 3 (Richmond),21.188941515,0.4,4700.0,1,6,6
Spruance 1 (Richmond),21.188941515,0.4,5800.0,1,6,6
Spruance 2 (Richmond),21.188941515,0.4,5800.0,1,6,6
Spruance 4 (Richmond),21.188941515,0.4,4700.0,1,6,6
Birchwood 1,23.203749932999997,0.4,23800.0,1,6,6
Covanta Plymouth (Montenay),40.519424148000006,0.4,2800.0,1,6,6
Schuylkill Energy NUG,32.178305061,0.4,8800.0,1,6,6
Willamette (PennTech)(Domtar),21.70291473,0.4,4900.0,1,6,6
Lakewood NUG,39.2120364524625,0.4,28200.0,1,5,4
Cat Tractor NUG,52.34846080266,0.4,5810.0,1,5,4
I95 LF Phase II,157.48064449,0.25,75.0,1,2,1
Wheelabrator Falls NUG,36.539302128,0.4,4800.0,1,6,6
Roanoke Valley 2,21.70291473,0.4,4500.0,1,6,6
Dinwiddie Diesel,94.025157239,0.25,75.0,1,2,1
Weakley Diesel,94.025157239,0.25,202.5,1,2,1
Grays Ferry Cogen,36.103349877012,0.4,16300.0,1,5,4
Panda,41.459391967356,0.4,23000.0,1,5,4
Gordonsville 1 (So.Anna),42.011714419339505,0.4,14400.0,1,5,4
Gordonsville 2 (So.Anna),42.011714419339505,0.4,14400.0,1,5,4
Santeetlah 2,0.0,0.0,0.0,1,10,8
Santeetlah 1,0.0,0.0,0.0,1,10,8
Cheoah 5,0.0,0.0,0.0,1,10,8
Cheoah 4,0.0,0.0,0.0,1,10,8
Cheoah 3,0.0,0.0,0.0,1,10,8
Cheoah 1,0.0,0.0,0.0,1,10,8
Cheoah 2,0.0,0.0,0.0,1,10,8
Calderwood 2,0.0,0.0,0.0,1,10,8
Calderwood 1,0.0,0.0,0.0,1,10,8
Calderwood 3,0.0,0.0,0.0,1,10,8
Chilhowee 1,0.0,0.0,0.0,1,10,8
Chilhowee 2,0.0,0.0,0.0,1,10,8
Chilhowee 3,0.0,0.0,0.0,1,10,8
Keystone NUG,193.53867988,0.25,125.0,1,2,1
Manchester,133.40133066,0.25,125.0,1,2,1
Ocean County LF,133.40133066,0.25,240.0,1,2,1
Lakeview,149.79981614,0.25,125.0,1,2,1
Rocky Road CT 33,57.5391942873,0.25,750.0,1,2,1
Rocky Road CT 31,57.5391942873,0.25,2750.0,1,2,1
Rocky Road CT 34,57.5391942873,0.25,2750.0,1,2,1
Rocky Road CT 32,57.5391942873,0.25,2750.0,1,2,1
Madison 1,67.43849057451,0.25,2200.0,1,2,1
Kendall 2,37.2626756037855,0.4,30500.0,1,5,4
Kendall 4,37.2626756037855,0.4,32000.0,1,5,4
Kendall 3,37.2626756037855,0.4,30600.0,1,5,4
Kendall 1,37.2626756037855,0.4,32000.0,1,5,4
Bluegrass CT 2,54.752117289705,0.25,5050.0,1,2,1
Bluegrass CT 3,54.752117289705,0.25,5050.0,1,2,1
Bluegrass CT 1,54.752117289705,0.25,5050.0,1,2,1
Cordova ST 1,35.4704173559505,0.4,15000.0,1,5,4
Cordova CT 2,35.4704173559505,0.4,17500.0,1,5,4
Cordova CT 1,35.4704173559505,0.4,17500.0,1,5,4
Ontelaunee ST 1,33.914299428108,0.4,19710.0,1,5,4
Ontelaunee CT 2,33.914299428108,0.4,19100.0,1,5,4
Ontelaunee CT 1,33.914299428108,0.4,19100.0,1,5,4
Springdale 1 (AE1),50.90509419138,0.25,1100.0,1,2,1
Springdale 2 (AE2),50.90509419138,0.25,1100.0,1,2,1
Foothills 5 (Zelda 5),57.280765292685,0.25,5200.0,1,2,1
Foothills 4 (Zelda 4),57.280765292685,0.25,5200.0,1,2,1
Elwood 4,56.489431817610004,0.25,3850.0,1,2,1
Elwood 5,56.489431817610004,0.25,4750.0,1,2,1
Elwood 8,56.489431817610004,0.25,4750.0,1,2,1
Elwood 7,56.489431817610004,0.25,4750.0,1,2,1
Elwood 1,56.489431817610004,0.25,3850.0,1,2,1
Elwood 2,56.489431817610004,0.25,3875.0,1,2,1
Elwood 3,56.489431817610004,0.25,3850.0,1,2,1
Elwood 9,56.489431817610004,0.25,3875.0,1,2,1
Elwood 6,56.489431817610004,0.25,4750.0,1,2,1
Morris CT1 (Equistar),34.711149003993,0.4,3800.0,1,5,4
Morris CT2 (Equistar),34.711149003993,0.4,3800.0,1,5,4
Morris ST1 (Equistar),34.711149003993,0.4,6200.0,1,5,4
Morris CT3 (Equistar),34.711149003993,0.4,3800.0,1,5,4
Greenville 1,50.134825711575004,0.25,1475.0,1,2,1
Greenville 2,50.134825711575004,0.25,1475.0,1,2,1
Greenville 3,50.134825711575004,0.25,1475.0,1,2,1
Greenville 4,50.134825711575004,0.25,1475.0,1,2,1
Liberty CT2,35.564384516958,0.4,17070.0,1,5,4
Liberty CT1,35.564384516958,0.4,17070.0,1,5,4
Liberty CC3,35.564384516958,0.4,22380.0,1,5,4
Handsome Lake 2,60.438084229215,0.25,1337.5,1,2,1
Handsome Lake 1,60.438084229215,0.25,1337.5,1,2,1
Handsome Lake 3,60.438084229215,0.25,1337.5,1,2,1
Handsome Lake 5,60.438084229215,0.25,1337.5,1,2,1
Handsome Lake 4,60.438084229215,0.25,1337.5,1,2,1
Lee County 8,60.27098732325,0.25,2000.0,1,2,1
Lee County 7,60.27098732325,0.25,2000.0,1,2,1
Lee County 5,60.27098732325,0.25,2000.0,1,2,1
Lee County 1,60.27098732325,0.25,2000.0,1,2,1
Lee County 6,60.27098732325,0.25,2000.0,1,2,1
Lee County 2,60.27098732325,0.25,2000.0,1,2,1
Lee County 3,60.27098732325,0.25,2000.0,1,2,1
Lee County 4,60.27098732325,0.25,2000.0,1,2,1
Rockford 1/11,52.76155908424501,0.25,3750.0,1,2,1
Rockford 1/12,52.76155908424501,0.25,3750.0,1,2,1
Red Oak Plant,35.280610969428004,0.4,80210.0,1,5,4
Darby 1,63.428539719599996,0.25,2350.0,1,2,1
Darby 5,63.428539719599996,0.25,2350.0,1,2,1
Darby 3,63.428539719599996,0.25,2350.0,1,2,1
Darby 6,63.428539719599996,0.25,2350.0,1,2,1
Darby 2,63.428539719599996,0.25,2350.0,1,2,1
Darby 4,63.428539719599996,0.25,2350.0,1,2,1
Tait GT 7,59.08625410644,0.25,2350.0,1,2,1
Tait GT 4,59.08625410644,0.25,2350.0,1,2,1
Tait GT 6,59.08625410644,0.25,2350.0,1,2,1
Tait GT 5,59.08625410644,0.25,2350.0,1,2,1
University Park 3 CT (South),67.073283115245,0.25,1330.0,1,2,1
University Park 1 CT (South),67.073283115245,0.25,1327.5,1,2,1
University Park 2 CT (South),67.073283115245,0.25,1330.0,1,2,1
University Park 5 CT (South),67.073283115245,0.25,1330.0,1,2,1
University Park 4 CT (South),67.073283115245,0.25,1330.0,1,2,1
University Park 6 CT (South),67.073283115245,0.25,1330.0,1,2,1
Crete CT 4,65.11829857038,0.25,1880.0,1,2,1
Crete CT 2,65.11829857038,0.25,1880.0,1,2,1
Crete CT 1,65.11829857038,0.25,5782.5,1,2,1
Crete CT 3,65.11829857038,0.25,1880.0,1,2,1
Ceredo 6,59.366316897359994,0.25,2275.0,1,2,1
Ceredo 4,59.366316897359994,0.25,2275.0,1,2,1
Ceredo 3,59.366316897359994,0.25,2275.0,1,2,1
Ceredo 2,59.366316897359994,0.25,2275.0,1,2,1
Ceredo 1,59.366316897359994,0.25,2250.0,1,2,1
Ceredo 5,59.366316897359994,0.25,2275.0,1,2,1
Aurora  6,54.469230928695,0.25,1125.0,1,2,1
Aurora  8,54.469230928695,0.25,1125.0,1,2,1
Aurora  3,54.469230928695,0.25,3800.0,1,2,1
Aurora  7,54.469230928695,0.25,1125.0,1,2,1
Aurora  9,54.469230928695,0.25,1125.0,1,2,1
Aurora  4,54.469230928695,0.25,3800.0,1,2,1
Aurora  5,54.469230928695,0.25,1125.0,1,2,1
Aurora  2,54.469230928695,0.25,3800.0,1,2,1
Aurora 10,54.469230928695,0.25,1125.0,1,2,1
Aurora  1,54.469230928695,0.25,3800.0,1,2,1
Southeast Chicago CT 12,37.701242224915504,0.25,1100.0,1,2,1
Southeast Chicago CT 10,37.701242224915504,0.25,1100.0,1,2,1
Southeast Chicago CT 5,37.701242224915504,0.25,2902.5,1,2,1
Southeast Chicago CT 8,37.701242224915504,0.25,1100.0,1,2,1
