timepoint,zone,gross_load,wind_cf,solar_cf
1,EAST,21930.066,0.360437722,0.0
2,EAST,21591.216,0.360437722,0.0
3,EAST,21454.181999999997,0.357739474,0.0
4,EAST,21469.536,0.351764597,0.0
5,EAST,21623.201999999997,0.355521281,0.0
6,EAST,22022.604,0.365038911,0.0
7,EAST,22843.998,0.372403253,0.0
8,EAST,24049.116,0.372403253,0.0
9,EAST,24839.622,0.35808055299999997,0.115213886
10,EAST,24758.28,0.327083088,0.268412553
11,EAST,24585.642,0.315864421,0.35677090899999997
12,EAST,24415.92,0.31396778399999997,0.420517154
13,EAST,24188.796000000002,0.34454183,0.423020126
14,EAST,23870.123999999996,0.34454183,0.428905363
15,EAST,23507.082,0.364832345,0.388214173
16,EAST,23188.302,0.37907965600000004,0.311341447
17,EAST,23054.255999999998,0.39113364100000003,0.18997806899999997
18,EAST,23479.271999999997,0.429689644,0.0
19,EAST,24768.791999999998,0.46608420799999994,0.0
20,EAST,25291.836000000003,0.46608420799999994,0.0
21,EAST,25223.129999999997,0.48477036100000004,0.0
22,EAST,24844.176,0.491120385,0.0
23,EAST,24085.962,0.481664948,0.0
24,EAST,22924.548,0.48548646799999995,0.0
1,WEST,58602.0097,0.360437722,0.0
2,WEST,57696.527200000004,0.360437722,0.0
3,WEST,57330.3419,0.357739474,0.0
4,WEST,57371.3712,0.351764597,0.0
5,WEST,57782.0009,0.355521281,0.0
6,WEST,58849.291800000006,0.365038911,0.0
7,WEST,61044.239100000006,0.372403253,0.0
8,WEST,64264.58220000001,0.372403253,0.0
9,WEST,66376.9899,0.35808055299999997,0.115213886
10,WEST,66159.626,0.327083088,0.268412553
11,WEST,65698.29890000001,0.315864421,0.35677090899999997
12,WEST,65244.764,0.31396778399999997,0.420517154
13,WEST,64637.83820000001,0.34454183,0.423020126
14,WEST,63786.2758,0.34454183,0.428905363
15,WEST,62816.1469,0.364832345,0.388214173
16,WEST,61964.295900000005,0.37907965600000004,0.311341447
17,WEST,61606.0952,0.39113364100000003,0.18997806899999997
18,WEST,62741.8324,0.429689644,0.0
19,WEST,66187.7164,0.46608420799999994,0.0
20,WEST,67585.40620000001,0.46608420799999994,0.0
21,WEST,67401.8085,0.48477036100000004,0.0
22,WEST,66389.15920000001,0.491120385,0.0
23,WEST,64363.0429,0.481664948,0.0
24,WEST,61259.48660000001,0.48548646799999995,0.0
1,DC_BGE_PEP,10599.531899999998,0.360437722,0.0
2,DC_BGE_PEP,10435.7544,0.360437722,0.0
3,DC_BGE_PEP,10369.521299999999,0.357739474,0.0
